year,region,county,town,Aktiv nezávislých občanů,kdúčsl,LEV 21-Národní socialisté,ods,ksčm,HLAVU VZHŮRU - volební blok,Suver.-Strana zdravého rozumu,Strana soukromníků ČR,top_09,Dělnic.str.sociální spravedl.,politické hnutí Změna,ano,Strana svobodných občanů,Koruna Česká (monarch.strana),-,Klub angažovaných nestraníků,sz,Strana Práv Občanů ZEMANOVCI,Úsvit přímé demokr.T.Okamury,Volte Pr.Blok www.cibulka.net,Romská demokratická strana,Česká pirátská strana,OBČANÉ 2011,čssd,voters,votes_ok,votes_all
2013,Ústecký kraj,Ústí nad Labem,Homole u Panny,,0,0,15,55,1,2,0,18,5,3,37,0,0,,,4,1,12,,,3,,44,314,200,200
2013,Ústecký kraj,Ústí nad Labem,Chabařovice,,22,2,51,269,10,8,4,94,18,6,248,21,6,,,29,9,88,,,16,,187,2005,1088,1100
2013,Ústecký kraj,Ústí nad Labem,Chlumec,,41,2,119,417,10,9,6,174,35,13,476,53,2,,,63,58,136,,,44,,411,3672,2069,2091
2013,Ústecký kraj,Ústí nad Labem,Chuderov,,6,2,39,88,2,2,1,65,13,2,114,22,0,,,7,9,30,,,9,,72,782,483,487
2013,Ústecký kraj,Ústí nad Labem,Libouchec,,10,1,59,191,9,2,0,80,15,8,170,14,0,,,19,8,58,,,19,,180,1470,843,852
2013,Ústecký kraj,Ústí nad Labem,Malé Březno,,3,0,15,51,3,0,2,11,3,2,52,6,1,,,3,3,23,,,7,,47,436,232,232
2013,Ústecký kraj,Ústí nad Labem,Malečov,,6,0,28,81,1,0,0,42,7,1,86,8,1,,,7,9,16,,,13,,67,648,373,377
2013,Ústecký kraj,Ústí nad Labem,Petrovice,,9,1,19,68,2,1,1,31,6,3,82,8,0,,,6,5,27,,,12,,40,579,321,327
2013,Ústecký kraj,Ústí nad Labem,Povrly,,9,1,52,204,6,5,1,98,8,9,211,16,2,,,31,22,70,,,12,,211,1842,968,970
2013,Ústecký kraj,Ústí nad Labem,Přestanov,,2,1,18,40,2,0,0,19,2,1,42,10,0,,,2,10,17,,,7,,26,312,199,199
2013,Ústecký kraj,Ústí nad Labem,Ryjice,,0,0,4,30,1,6,0,5,3,0,23,1,1,,,3,1,7,,,2,,13,164,100,100
2013,Ústecký kraj,Ústí nad Labem,Řehlovice,,10,0,31,133,4,3,3,36,5,3,186,6,2,,,20,7,39,,,16,,96,1062,600,607
2013,Ústecký kraj,Ústí nad Labem,Stebno,,3,0,13,62,3,2,4,8,4,0,41,5,1,,,7,3,17,,,2,,35,390,210,210
2013,Ústecký kraj,Ústí nad Labem,Tašov,,0,0,0,13,0,1,0,4,0,0,10,1,0,,,2,2,6,,,1,,20,100,60,61
2013,Ústecký kraj,Ústí nad Labem,Telnice,,2,0,13,94,3,1,1,27,6,3,75,3,1,,,11,10,33,,,6,,57,571,346,349
2013,Ústecký kraj,Ústí nad Labem,Tisá,,4,0,42,85,5,1,3,124,1,3,90,14,1,,,19,4,20,,,16,,59,730,491,494
2013,Ústecký kraj,Ústí nad Labem,Trmice,,23,1,41,220,5,8,7,59,33,7,211,15,1,,,19,25,76,,,10,,161,2210,922,934
2013,Ústecký kraj,Ústí nad Labem,Ústí nad Labem,,837,74,2502,6725,288,145,72,3756,550,340,8805,966,66,,,1272,662,2583,,,978,,7283,74405,37904,38241
2013,Ústecký kraj,Ústí nad Labem,Velké Březno,,10,2,56,171,4,6,4,93,20,3,309,21,0,,,15,21,75,,,26,,185,1781,1021,1036
2013,Ústecký kraj,Ústí nad Labem,Velké Chvojno,,2,0,17,79,3,2,0,23,5,2,53,7,1,,,6,4,44,,,11,,44,638,303,305
2013,Ústecký kraj,Ústí nad Labem,Zubrnice,,0,0,15,37,1,0,0,9,2,0,38,4,0,,,2,1,8,,,4,,24,207,145,148
2013,Liberecký kraj,Česká Lípa,Bezděz,,3,0,20,23,0,1,1,12,1,1,31,3,,,,2,0,11,,1,6,,20,267,136,137
2013,Liberecký kraj,Česká Lípa,Blatce,,0,0,7,5,1,0,0,21,0,1,14,0,,,,4,0,1,,0,3,,15,98,72,73
2013,Liberecký kraj,Česká Lípa,Blíževedly,,0,0,16,53,0,1,0,13,1,4,44,2,,,,4,2,36,,0,1,,45,514,222,222
2013,Liberecký kraj,Česká Lípa,Bohatice,,2,0,1,15,0,0,0,16,3,2,15,0,,,,4,0,5,,0,0,,16,167,79,79
2013,Liberecký kraj,Česká Lípa,Brniště,,5,2,28,168,3,0,7,20,11,5,112,17,,,,12,12,41,,0,12,,95,1100,550,553
2013,Liberecký kraj,Česká Lípa,Cvikov,,49,0,116,384,5,5,5,169,21,33,358,34,,,,64,22,167,,1,59,,384,3597,1876,1885
2013,Liberecký kraj,Česká Lípa,Česká Lípa,,337,12,805,2605,106,60,32,1485,169,228,2971,291,,,,465,147,1132,,25,566,,3139,29611,14575,14671
2013,Liberecký kraj,Česká Lípa,Doksy,,66,3,200,345,10,10,14,271,19,20,578,39,,,,62,30,187,,0,52,,453,4297,2359,2373
2013,Liberecký kraj,Česká Lípa,Dubá,,32,1,47,150,6,2,1,84,13,6,170,8,,,,25,11,71,,0,18,,97,1490,742,757
2013,Liberecký kraj,Česká Lípa,Dubnice,,3,0,6,82,2,1,2,21,5,5,60,1,,,,5,2,41,,0,6,,68,517,310,312
2013,Liberecký kraj,Česká Lípa,Hamr na Jezeře,,1,0,14,35,1,3,1,14,1,1,46,3,,,,4,4,16,,0,3,,46,325,193,194
2013,Liberecký kraj,Česká Lípa,Holany,,4,0,6,57,1,1,1,17,3,2,48,2,,,,2,2,13,,0,4,,35,426,198,198
2013,Liberecký kraj,Česká Lípa,Horní Libchava,,3,0,30,69,2,0,0,47,0,3,98,9,,,,9,1,22,,0,12,,56,561,361,365
2013,Liberecký kraj,Česká Lípa,Horní Police,,9,0,21,86,1,0,3,14,5,10,65,4,,,,7,7,30,,1,17,,62,565,342,346
2013,Liberecký kraj,Česká Lípa,Chlum,,1,0,2,26,1,1,1,9,2,0,16,4,,,,2,4,9,,0,0,,12,201,90,91
2013,Liberecký kraj,Česká Lípa,Chotovice,,0,0,12,18,0,0,0,12,0,0,24,2,,,,4,0,5,,0,5,,5,133,87,87
2013,Liberecký kraj,Česká Lípa,Jestřebí,,3,0,17,74,2,0,1,19,5,0,64,5,,,,7,8,17,,0,13,,74,636,309,311
2013,Liberecký kraj,Česká Lípa,Kamenický Šenov,,31,2,72,315,4,7,4,165,45,23,287,68,,,,26,24,169,,0,67,,333,3241,1642,1656
2013,Liberecký kraj,Česká Lípa,Kozly,,0,0,2,33,0,1,2,1,0,2,9,2,,,,1,1,4,,0,5,,15,114,78,78
2013,Liberecký kraj,Česká Lípa,Kravaře,,4,0,4,106,0,1,1,20,4,3,99,7,,,,6,3,19,,0,7,,49,658,333,333
2013,Liberecký kraj,Česká Lípa,Krompach,,2,1,17,15,2,0,1,5,0,0,24,5,,,,5,0,14,,0,2,,15,161,108,111
2013,Liberecký kraj,Česká Lípa,Kunratice u Cvikova,,4,0,11,60,3,0,1,4,6,4,65,2,,,,3,5,20,,0,3,,41,468,232,233
2013,Liberecký kraj,Česká Lípa,Kvítkov,,0,0,3,37,0,0,0,9,0,1,19,0,,,,1,2,15,,0,6,,24,187,117,117
2013,Liberecký kraj,Česká Lípa,Luka,,0,0,3,9,2,1,1,4,0,0,11,0,,,,1,0,5,,0,1,,5,82,43,43
2013,Liberecký kraj,Česká Lípa,Mařenice,,3,0,20,39,0,0,0,21,4,1,34,6,,,,8,10,13,,0,4,,26,296,189,193
2013,Liberecký kraj,Česká Lípa,Mimoň,,52,2,119,656,10,18,10,179,21,25,532,38,,,,63,38,213,,0,86,,521,5329,2583,2605
2013,Liberecký kraj,Česká Lípa,Noviny pod Ralskem,,4,0,7,52,2,0,0,18,1,1,19,1,,,,2,1,18,,0,1,,18,242,145,146
2013,Liberecký kraj,Česká Lípa,Nový Bor,,122,3,350,769,18,22,18,737,75,61,1293,144,,,,174,53,469,,28,210,,1032,9865,5578,5608
2013,Liberecký kraj,Česká Lípa,Nový Oldřichov,,5,0,16,73,0,3,0,28,5,1,65,7,,,,5,2,36,,0,19,,56,630,321,325
2013,Liberecký kraj,Česká Lípa,Okna,,6,0,4,47,1,2,0,7,2,1,21,2,,,,3,1,7,,0,2,,29,247,135,135
2013,Liberecký kraj,Česká Lípa,Okrouhlá,,8,0,27,38,1,1,0,60,0,3,76,4,,,,5,7,20,,0,9,,38,481,297,300
2013,Liberecký kraj,Česká Lípa,Pertoltice pod Ralskem,,0,0,8,68,1,0,2,8,1,2,36,2,,,,2,3,10,,0,2,,13,307,158,158
2013,Liberecký kraj,Česká Lípa,Polevsko,,2,0,6,21,0,2,1,40,2,2,69,5,,,,4,2,8,,0,10,,22,315,196,199
2013,Liberecký kraj,Česká Lípa,Provodín,,6,0,10,52,0,4,0,21,7,3,85,14,,,,11,3,31,,0,6,,58,588,311,315
2013,Liberecký kraj,Česká Lípa,Prysk,,3,0,16,31,0,1,0,34,10,3,22,10,,,,17,3,17,,0,7,,42,377,216,218
2013,Liberecký kraj,Česká Lípa,Radvanec,,2,0,6,11,0,0,1,16,3,4,25,4,,,,0,5,11,,0,2,,9,138,99,99
2013,Liberecký kraj,Česká Lípa,Ralsko,,8,0,13,231,1,0,5,27,6,5,64,4,,,,13,15,33,,1,13,,118,1478,557,560
2013,Liberecký kraj,Česká Lípa,Skalice u České Lípy,,15,1,36,109,2,2,0,96,6,5,145,11,,,,12,12,65,,0,9,,99,1205,625,629
2013,Liberecký kraj,Česká Lípa,Skalka u Doks,,0,0,2,22,0,0,2,7,0,0,22,3,,,,3,7,7,,0,4,,10,143,89,89
2013,Liberecký kraj,Česká Lípa,Sloup v Čechách,,7,0,23,71,1,1,0,44,7,2,64,9,,,,17,8,36,,0,10,,50,607,350,355
2013,Liberecký kraj,Česká Lípa,Slunečná,,0,0,7,16,0,0,0,11,1,0,11,3,,,,2,1,15,,0,4,,12,108,83,83
2013,Liberecký kraj,Česká Lípa,Sosnová,,8,0,26,48,0,0,0,43,3,5,101,7,,,,12,4,33,,2,13,,78,592,383,385
2013,Liberecký kraj,Česká Lípa,Stráž pod Ralskem,,18,3,70,365,6,8,8,121,43,20,317,42,,,,31,21,137,,12,49,,316,3460,1587,1605
2013,Liberecký kraj,Česká Lípa,Stružnice,,7,1,30,86,0,2,2,23,4,4,99,3,,,,9,8,44,,0,12,,75,782,409,411
2013,Liberecký kraj,Česká Lípa,Stvolínky,,2,0,17,22,0,0,0,8,2,3,29,4,,,,6,0,28,,1,2,,16,267,140,141
2013,Liberecký kraj,Česká Lípa,Svojkov,,3,0,10,12,2,0,2,28,3,1,30,9,,,,0,2,9,,0,3,,14,178,128,131
2013,Liberecký kraj,Česká Lípa,Svor,,9,0,10,63,1,1,1,44,4,1,73,6,,,,11,0,31,,0,16,,37,529,308,311
2013,Liberecký kraj,Česká Lípa,Tachov,,0,0,4,15,0,0,0,6,1,0,9,1,,,,0,2,2,,0,7,,8,135,55,55
2013,Liberecký kraj,Česká Lípa,Tuhaň,,4,0,7,38,3,1,0,9,9,0,27,5,,,,2,4,11,,0,6,,20,244,146,148
2013,Liberecký kraj,Česká Lípa,Velenice,,1,0,3,27,0,0,0,6,0,0,20,0,,,,0,0,5,,0,7,,12,152,81,84
2013,Liberecký kraj,Česká Lípa,Velký Valtinov,,3,0,3,17,0,1,4,6,0,0,22,0,,,,1,2,10,,0,4,,16,165,89,89
2013,Liberecký kraj,Česká Lípa,Volfartice,,3,0,11,61,3,0,1,14,6,9,69,4,,,,11,5,29,,0,6,,41,540,273,274
2013,Liberecký kraj,Česká Lípa,Vrchovany,,0,0,2,21,0,1,0,2,0,1,17,0,,,,0,0,0,,0,2,,6,84,52,52
2013,Liberecký kraj,Česká Lípa,Zahrádky,,6,0,20,55,2,0,0,35,1,7,72,2,,,,11,2,29,,0,5,,42,576,289,291
2013,Liberecký kraj,Česká Lípa,Zákupy,,22,3,47,281,6,5,1,110,13,7,240,20,,,,27,14,111,,5,33,,208,2222,1153,1164
2013,Liberecký kraj,Česká Lípa,Žandov,,20,0,41,214,4,2,5,73,19,8,105,20,,,,19,5,82,,0,9,,145,1578,771,780
2013,Liberecký kraj,Česká Lípa,Ždírec,,0,0,3,16,0,0,2,4,0,1,11,1,,,,0,0,6,,0,1,,11,96,56,56
2013,Liberecký kraj,Jablonec nad Nisou,"Albrechtice v Jizerských
horách",,16,0,30,17,2,0,0,50,0,3,41,2,,,,9,3,18,,0,7,,21,308,219,219
2013,Liberecký kraj,Jablonec nad Nisou,Bedřichov,,10,0,29,25,1,0,1,86,1,1,43,6,,,,4,0,11,,0,7,,21,327,246,255
2013,Liberecký kraj,Jablonec nad Nisou,Dalešice,,1,0,8,3,0,0,1,20,1,1,17,1,,,,3,2,12,,0,3,,20,136,93,95
2013,Liberecký kraj,Jablonec nad Nisou,Desná,,33,0,90,220,6,7,2,181,35,18,250,19,,,,24,12,143,,6,38,,264,2629,1348,1365
2013,Liberecký kraj,Jablonec nad Nisou,Držkov,,9,0,16,38,3,1,0,37,2,4,76,5,,,,2,7,30,,0,7,,49,462,286,290
2013,Liberecký kraj,Jablonec nad Nisou,Frýdštejn,,6,0,42,62,2,1,3,87,1,4,131,14,,,,7,5,39,,0,15,,75,724,494,496
2013,Liberecký kraj,Jablonec nad Nisou,Jablonec nad Nisou,,548,12,2019,2400,81,53,41,3153,193,344,5121,531,,,,508,303,1569,,25,943,,3290,36150,21134,21275
2013,Liberecký kraj,Jablonec nad Nisou,Janov nad Nisou,,16,3,53,59,2,0,10,125,5,16,148,11,,,,22,12,43,,2,29,,70,1134,626,630
2013,Liberecký kraj,Jablonec nad Nisou,Jenišovice,,22,0,40,58,2,3,5,90,2,5,103,7,,,,11,8,46,,0,18,,87,805,507,508
2013,Liberecký kraj,Jablonec nad Nisou,Jílové u Držkova,,0,0,8,28,0,1,0,11,1,2,29,1,,,,0,4,12,,0,2,,18,169,117,118
2013,Liberecký kraj,Jablonec nad Nisou,Jiřetín pod Bukovou,,4,0,12,37,0,1,0,21,1,3,82,5,,,,5,3,30,,0,3,,54,463,261,262
2013,Liberecký kraj,Jablonec nad Nisou,Josefův Důl,,20,0,50,48,6,4,0,89,1,9,106,3,,,,7,10,48,,0,18,,81,817,500,501
2013,Liberecký kraj,Jablonec nad Nisou,Koberovy,,17,0,34,46,0,7,1,101,10,9,169,33,,,,1,5,39,,0,11,,92,855,575,583
2013,Liberecký kraj,Jablonec nad Nisou,Kořenov,,19,0,52,90,1,2,1,89,1,3,134,12,,,,20,13,59,,0,19,,70,932,585,586
2013,Liberecký kraj,Jablonec nad Nisou,Líšný,,4,0,17,18,0,3,1,16,1,2,37,2,,,,2,2,9,,0,3,,29,222,146,146
2013,Liberecký kraj,Jablonec nad Nisou,Loužnice,,3,1,21,11,0,0,0,17,3,4,22,4,,,,4,1,10,,0,11,,16,170,128,134
2013,Liberecký kraj,Jablonec nad Nisou,Lučany nad Nisou,,27,0,71,117,3,6,2,146,16,4,207,21,,,,20,11,81,,0,31,,124,1461,887,898
2013,Liberecký kraj,Jablonec nad Nisou,Malá Skála,,16,0,78,53,4,5,3,165,4,10,141,19,,,,16,9,45,,1,22,,93,977,684,691
2013,Liberecký kraj,Jablonec nad Nisou,Maršovice,,6,0,17,42,2,5,0,63,0,4,85,5,,,,6,6,21,,0,8,,40,458,310,312
2013,Liberecký kraj,Jablonec nad Nisou,Nová Ves nad Nisou,,9,0,41,44,0,3,3,52,2,6,85,10,,,,2,6,24,,0,11,,69,598,367,367
2013,Liberecký kraj,Jablonec nad Nisou,Pěnčín,,16,1,78,174,2,3,3,126,5,17,189,20,,,,17,16,61,,0,48,,138,1493,914,924
2013,Liberecký kraj,Jablonec nad Nisou,Plavy,,11,0,37,59,2,5,1,73,5,6,90,6,,,,6,8,65,,3,19,,77,849,473,477
2013,Liberecký kraj,Jablonec nad Nisou,Pulečný,,3,0,13,35,1,0,0,35,1,5,47,10,,,,4,4,21,,0,4,,16,308,199,199
2013,Liberecký kraj,Jablonec nad Nisou,Radčice,,2,0,8,25,0,0,0,28,0,1,16,0,,,,2,2,1,,0,3,,19,141,107,107
2013,Liberecký kraj,Jablonec nad Nisou,Rádlo,,16,0,21,48,2,3,0,72,6,9,94,5,,,,12,3,23,,0,14,,56,583,384,386
2013,Liberecký kraj,Jablonec nad Nisou,"Rychnov u Jablonce nad
Nisou",,42,1,117,162,3,1,3,224,14,24,323,24,,,,28,17,104,,1,46,,167,2059,1301,1310
2013,Liberecký kraj,Jablonec nad Nisou,Skuhrov,,8,0,24,35,1,1,1,40,2,17,73,8,,,,7,5,20,,0,20,,42,446,304,309
2013,Liberecký kraj,Jablonec nad Nisou,Smržovka,,42,0,189,229,6,8,8,212,17,18,336,38,,,,32,25,164,,4,57,,205,2879,1590,1603
2013,Liberecký kraj,Jablonec nad Nisou,Tanvald,,67,3,198,469,10,11,4,247,35,55,565,51,,,,45,37,269,,20,116,,529,5312,2731,2764
2013,Liberecký kraj,Jablonec nad Nisou,Velké Hamry,,25,2,64,201,8,7,2,165,26,18,223,15,,,,21,20,180,,1,17,,228,2254,1223,1234
2013,Liberecký kraj,Jablonec nad Nisou,Vlastiboř,,1,0,2,13,0,0,1,7,1,13,7,1,,,,2,4,1,,1,1,,21,124,76,76
2013,Liberecký kraj,Jablonec nad Nisou,Zásada,,27,2,59,61,3,0,1,95,11,9,80,9,,,,8,13,20,,1,16,,64,735,479,485
2013,Liberecký kraj,Jablonec nad Nisou,Zlatá Olešnice,,2,0,23,40,2,3,0,44,1,2,59,4,,,,8,3,30,,0,15,,36,429,272,279
2013,Liberecký kraj,Jablonec nad Nisou,Železný Brod,,104,2,204,336,10,15,11,595,77,36,631,98,,,,67,43,238,,2,116,,452,5050,3037,3061
2013,Liberecký kraj,Liberec,Bílá,,20,0,21,53,1,0,1,56,2,3,96,9,,,,11,17,46,,1,9,,83,720,429,433
2013,Liberecký kraj,Liberec,Bílý Kostel nad Nisou,,9,1,18,131,0,6,1,32,4,12,106,12,,,,12,6,38,,0,16,,49,752,453,461
2013,Liberecký kraj,Liberec,Bílý Potok,,10,0,11,64,0,0,2,22,5,3,42,5,,,,6,3,23,,0,3,,52,579,251,251
2013,Liberecký kraj,Liberec,Bulovka,,1,0,11,73,1,0,0,20,1,1,64,2,,,,7,10,27,,2,2,,72,695,294,295
2013,Liberecký kraj,Liberec,Cetenov,,0,0,6,5,0,0,0,10,0,0,6,2,,,,0,1,8,,0,3,,15,97,56,58
2013,Liberecký kraj,Liberec,Černousy,,5,0,7,63,0,0,0,4,0,2,26,4,,,,1,4,4,,0,4,,25,273,149,150
2013,Liberecký kraj,Liberec,Český Dub,,24,0,134,174,3,4,4,156,11,15,269,34,,,,24,48,152,,2,59,,232,2214,1345,1354
2013,Liberecký kraj,Liberec,Čtveřín,,7,0,18,23,1,1,0,24,2,1,76,3,,,,8,2,20,,0,18,,32,367,236,236
2013,Liberecký kraj,Liberec,Dětřichov,,3,0,9,81,1,0,4,27,6,4,49,6,,,,2,3,28,,0,6,,42,543,271,276
2013,Liberecký kraj,Liberec,Dlouhý Most,,11,2,22,49,0,0,5,71,4,12,85,5,,,,11,8,28,,0,19,,57,667,389,390
2013,Liberecký kraj,Liberec,Dolní Řasnice,,8,0,21,31,0,2,0,23,2,1,42,2,,,,4,6,16,,0,4,,38,428,200,200
2013,Liberecký kraj,Liberec,Frýdlant,,84,1,224,573,12,14,19,377,38,42,605,61,,,,63,43,213,,1,74,,695,6044,3139,3158
2013,Liberecký kraj,Liberec,Habartice,,3,1,8,45,1,4,1,20,2,8,50,4,,,,2,1,8,,1,10,,40,362,209,210
2013,Liberecký kraj,Liberec,Hejnice,,30,0,85,183,5,5,10,125,14,30,202,23,,,,16,23,97,,0,24,,271,2230,1143,1157
2013,Liberecký kraj,Liberec,Heřmanice,,1,1,4,41,0,0,0,21,1,1,23,0,,,,3,3,10,,0,5,,25,215,139,140
2013,Liberecký kraj,Liberec,Hlavice,,3,0,10,25,0,1,1,17,6,5,18,4,,,,6,6,18,,0,3,,25,204,148,148
2013,Liberecký kraj,Liberec,Hodkovice nad Mohelkou,,34,0,87,227,10,9,4,152,10,38,245,30,,,,20,24,130,,0,41,,236,2217,1297,1304
2013,Liberecký kraj,Liberec,Horní Řasnice,,0,0,8,25,0,0,0,2,1,4,13,1,,,,2,1,10,,0,0,,16,189,83,83
2013,Liberecký kraj,Liberec,Hrádek nad Nisou,,52,7,101,566,17,6,4,373,52,41,642,52,,,,53,48,256,,2,63,,679,6051,3014,3050
2013,Liberecký kraj,Liberec,Chotyně,,8,1,18,68,2,3,0,22,5,4,136,6,,,,11,13,43,,0,8,,72,750,420,425
2013,Liberecký kraj,Liberec,Chrastava,,55,3,147,482,7,9,5,288,25,49,613,72,,,,40,39,217,,8,125,,459,4905,2643,2660
2013,Liberecký kraj,Liberec,Jablonné v Podještědí,,39,0,102,331,8,12,10,159,13,22,333,37,,,,33,29,136,,1,35,,330,2974,1630,1646
2013,Liberecký kraj,Liberec,Janovice v Podještědí,,2,0,1,10,0,0,1,0,0,1,15,0,,,,0,3,4,,0,1,,17,85,55,55
2013,Liberecký kraj,Liberec,Janův Důl,,4,0,12,13,1,0,0,7,0,0,14,2,,,,3,1,15,,0,3,,15,131,90,90
2013,Liberecký kraj,Liberec,Jeřmanice,,1,0,20,27,1,2,2,48,8,7,49,4,,,,4,5,12,,0,10,,32,376,232,234
2013,Liberecký kraj,Liberec,Jindřichovice pod Smrkem,,6,0,10,67,0,1,1,32,1,7,27,1,,,,8,2,16,,0,9,,29,544,217,219
2013,Liberecký kraj,Liberec,Kobyly,,3,1,13,17,4,1,1,22,4,3,27,14,,,,0,4,14,,0,8,,37,280,173,175
2013,Liberecký kraj,Liberec,Krásný Les,,7,0,12,53,0,0,1,22,1,6,35,3,,,,2,6,17,,0,2,,34,365,201,201
2013,Liberecký kraj,Liberec,Kryštofovo Údolí,,3,0,21,10,0,3,2,57,1,8,52,6,,,,8,3,5,,0,5,,27,281,211,212
2013,Liberecký kraj,Liberec,Křižany,,8,0,36,69,1,4,4,42,4,9,86,4,,,,8,4,27,,1,8,,56,673,371,376
2013,Liberecký kraj,Liberec,Kunratice,,6,2,0,58,0,1,1,9,2,0,31,2,,,,2,5,22,,0,1,,41,310,183,184
2013,Liberecký kraj,Liberec,Lázně Libverda,,13,0,20,43,2,0,1,45,1,4,37,4,,,,3,3,17,,0,6,,35,411,234,235
2013,Liberecký kraj,Liberec,Lažany,,4,0,6,20,0,0,2,17,1,0,19,2,,,,1,2,3,,0,4,,26,177,107,109
2013,Liberecký kraj,Liberec,Liberec,,1406,42,3080,5491,180,108,153,9079,316,1717,11233,1376,,,,1385,632,2967,,28,1442,,7291,80194,47926,48227
2013,Liberecký kraj,Liberec,Mníšek,,13,1,51,90,2,4,2,126,17,16,141,17,,,,9,4,81,,0,29,,103,1115,706,711
2013,Liberecký kraj,Liberec,Nová Ves,,2,1,11,82,1,1,1,28,13,6,78,11,,,,3,5,37,,1,11,,75,670,367,371
2013,Liberecký kraj,Liberec,Nové Město pod Smrkem,,28,1,100,336,7,10,3,110,21,17,189,38,,,,23,18,123,,0,29,,283,3008,1336,1340
2013,Liberecký kraj,Liberec,Oldřichov v Hájích,,5,0,19,57,1,1,4,74,2,12,65,8,,,,16,9,23,,0,11,,46,571,353,354
2013,Liberecký kraj,Liberec,Osečná,,14,1,33,79,4,5,7,59,1,11,121,15,,,,11,2,55,,2,21,,144,907,585,590
2013,Liberecký kraj,Liberec,Paceřice,,10,0,10,14,5,1,0,29,3,3,48,6,,,,4,2,17,,1,5,,25,257,183,185
2013,Liberecký kraj,Liberec,Pěnčín,,15,0,22,36,0,1,4,73,10,9,67,10,,,,12,9,41,,0,11,,76,544,396,396
2013,Liberecký kraj,Liberec,Pertoltice,,3,0,7,42,2,0,2,11,0,0,9,0,,,,0,2,6,,0,2,,10,214,96,98
2013,Liberecký kraj,Liberec,Proseč pod Ještědem,,5,0,1,26,0,3,1,25,0,0,46,3,,,,6,2,12,,1,4,,43,277,178,178
2013,Liberecký kraj,Liberec,Příšovice,,9,1,28,90,2,2,1,126,5,7,118,16,,,,13,15,58,,0,29,,130,1061,650,658
2013,Liberecký kraj,Liberec,Radimovice,,8,0,18,13,0,0,2,32,1,4,49,6,,,,5,2,15,,0,8,,21,242,184,184
2013,Liberecký kraj,Liberec,Raspenava,,16,3,52,250,5,5,3,101,9,17,192,19,,,,21,21,98,,1,13,,251,2262,1077,1087
2013,Liberecký kraj,Liberec,Rynoltice,,11,0,22,70,0,0,3,39,6,11,74,9,,,,8,3,31,,0,13,,49,675,349,354
2013,Liberecký kraj,Liberec,Soběslavice,,0,0,10,5,1,0,0,16,2,2,22,3,,,,2,0,4,,0,2,,18,133,87,88
2013,Liberecký kraj,Liberec,Stráž nad Nisou,,36,0,68,145,2,2,4,214,7,33,307,34,,,,25,24,78,,2,37,,146,1789,1164,1171
2013,Liberecký kraj,Liberec,Světlá pod Ještědem,,13,1,52,53,2,0,5,107,5,14,132,9,,,,8,13,38,,0,14,,65,773,531,533
2013,Liberecký kraj,Liberec,Svijanský Újezd,,1,2,8,30,0,2,3,24,2,3,34,5,,,,6,11,19,,0,8,,28,310,186,186
2013,Liberecký kraj,Liberec,Svijany,,0,0,16,8,1,2,1,19,0,3,40,6,,,,4,1,19,,0,5,,19,236,144,144
2013,Liberecký kraj,Liberec,Sychrov,,1,0,11,6,0,0,0,25,0,0,16,5,,,,1,2,9,,0,2,,13,144,91,91
2013,Liberecký kraj,Liberec,Šimonovice,,15,0,40,48,1,0,3,119,3,10,136,11,,,,12,6,34,,0,10,,60,713,508,512
2013,Liberecký kraj,Liberec,Višňová,,6,0,31,180,1,1,1,40,5,6,95,6,,,,4,21,35,,0,11,,154,1108,597,602
2013,Liberecký kraj,Liberec,Vlastibořice,,2,0,18,19,1,1,2,24,6,4,34,4,,,,3,7,12,,0,5,,17,213,159,161
2013,Liberecký kraj,Liberec,Všelibice,,1,0,33,59,0,1,2,25,3,5,56,5,,,,5,13,26,,0,12,,45,459,291,293
2013,Liberecký kraj,Liberec,Zdislava,,10,0,6,29,1,0,4,13,3,2,28,1,,,,5,8,10,,0,1,,19,231,140,143
2013,Liberecký kraj,Liberec,Žďárek,,0,0,8,6,1,0,0,25,0,5,11,2,,,,2,0,3,,0,3,,9,115,75,75
2013,Liberecký kraj,Semily,Bělá,,11,0,18,13,0,0,1,21,1,0,30,5,,,,5,0,18,,0,3,,23,217,149,149
2013,Liberecký kraj,Semily,Benecko,,75,0,51,49,1,4,10,128,7,9,146,20,,,,18,7,77,,1,31,,56,958,690,693
2013,Liberecký kraj,Semily,Benešov u Semil,,8,0,14,48,3,1,0,79,6,7,77,11,,,,7,10,38,,0,9,,67,676,385,385
2013,Liberecký kraj,Semily,Bozkov,,27,1,17,32,0,2,2,50,1,0,90,8,,,,1,3,19,,0,6,,49,467,308,310
2013,Liberecký kraj,Semily,Bradlecká Lhota,,4,0,9,18,0,0,0,16,0,0,25,1,,,,5,1,14,,0,4,,34,192,131,133
2013,Liberecký kraj,Semily,Bukovina u Čisté,,7,0,10,20,1,0,0,15,1,2,21,1,,,,4,2,22,,0,1,,17,166,124,124
2013,Liberecký kraj,Semily,Bystrá nad Jizerou,,0,0,5,9,0,1,1,8,1,0,16,0,,,,1,0,5,,0,1,,7,97,55,55
2013,Liberecký kraj,Semily,Čistá u Horek,,26,0,25,35,0,1,1,29,3,3,58,5,,,,4,6,53,,0,3,,35,468,287,289
2013,Liberecký kraj,Semily,Háje nad Jizerou,,19,2,16,71,2,3,4,55,6,5,51,7,,,,6,3,34,,1,9,,47,532,341,344
