year,region,county,town,Aktiv nezávislých občanů,kdúčsl,LEV 21-Národní socialisté,ods,ksčm,HLAVU VZHŮRU - volební blok,Suver.-Strana zdravého rozumu,Strana soukromníků ČR,top_09,Dělnic.str.sociální spravedl.,politické hnutí Změna,ano,Strana svobodných občanů,Koruna Česká (monarch.strana),-,Klub angažovaných nestraníků,sz,Strana Práv Občanů ZEMANOVCI,Úsvit přímé demokr.T.Okamury,Volte Pr.Blok www.cibulka.net,Romská demokratická strana,Česká pirátská strana,OBČANÉ 2011,čssd,voters,votes_ok,votes_all
2013,Středočeský kraj,Mladá Boleslav,Mnichovo Hradiště,3,102,1,415,444,27,17,13,525,38,25,814,71,3,,,163,48,305,,0,127,,847,6843,3988,4026
2013,Středočeský kraj,Mladá Boleslav,Mohelnice nad Jizerou,0,1,0,4,5,1,1,0,5,0,0,9,1,1,,,0,1,6,,0,3,,10,68,48,48
2013,Středočeský kraj,Mladá Boleslav,Mukařov,0,6,0,3,10,1,0,0,7,0,0,19,3,0,,,9,3,4,,0,3,,24,155,92,92
2013,Středočeský kraj,Mladá Boleslav,Němčice,0,3,0,11,8,0,1,1,15,0,0,28,2,1,,,0,0,4,,0,5,,27,148,106,107
2013,Středočeský kraj,Mladá Boleslav,Nemyslovice,0,3,0,9,24,3,0,0,4,0,0,7,0,0,,,0,2,9,,0,1,,13,121,75,75
2013,Středočeský kraj,Mladá Boleslav,Nepřevázka,0,2,0,39,32,1,0,2,37,2,2,56,6,0,,,4,0,8,,0,4,,34,333,229,229
2013,Středočeský kraj,Mladá Boleslav,Neveklovice,0,1,0,2,2,0,0,1,4,0,0,7,0,0,,,1,0,6,,0,1,,9,47,34,34
2013,Středočeský kraj,Mladá Boleslav,Niměřice,0,2,1,16,20,0,4,1,9,8,0,28,5,1,,,6,1,15,,0,6,,28,255,151,155
2013,Středočeský kraj,Mladá Boleslav,Nová Telib,0,2,0,17,11,0,0,0,11,0,0,49,1,0,,,4,2,7,,0,7,,16,182,127,127
2013,Středočeský kraj,Mladá Boleslav,Nová Ves u Bakova,0,4,0,6,29,2,3,0,12,3,1,34,2,0,,,1,0,20,,0,2,,25,219,144,144
2013,Středočeský kraj,Mladá Boleslav,Obrubce,0,4,0,17,17,0,0,1,9,0,0,18,0,0,,,1,0,13,,0,0,,29,170,109,110
2013,Středočeský kraj,Mladá Boleslav,Obruby,1,4,0,10,22,0,1,0,9,1,0,34,3,0,,,6,1,14,,0,0,,26,213,132,134
2013,Středočeský kraj,Mladá Boleslav,Pěčice,0,1,0,8,13,1,1,2,4,1,0,20,1,0,,,3,0,10,,0,7,,12,134,84,84
2013,Středočeský kraj,Mladá Boleslav,Pětikozly,0,0,0,3,3,1,0,0,5,4,0,7,2,0,,,1,0,1,,0,2,,6,63,35,36
2013,Středočeský kraj,Mladá Boleslav,Petkovy,0,0,0,15,23,0,0,0,22,0,4,41,1,0,,,4,0,14,,0,4,,36,243,164,166
2013,Středočeský kraj,Mladá Boleslav,Písková Lhota,0,12,2,33,51,1,0,0,28,1,1,58,11,2,,,12,0,48,,0,15,,73,546,348,353
2013,Středočeský kraj,Mladá Boleslav,Plazy,0,4,0,18,26,2,0,0,41,1,0,53,5,0,,,11,1,13,,0,6,,40,358,221,223
2013,Středočeský kraj,Mladá Boleslav,Plužná,0,10,0,7,15,3,0,2,7,1,0,7,1,0,,,0,0,12,,0,4,,20,165,89,89
2013,Středočeský kraj,Mladá Boleslav,Prodašice,0,0,0,3,6,0,0,0,3,0,0,1,1,0,,,1,0,1,,0,3,,16,66,35,36
2013,Středočeský kraj,Mladá Boleslav,Předměřice nad Jizerou,0,12,1,24,44,3,1,4,31,4,1,90,9,0,,,5,2,26,,1,8,,47,542,313,313
2013,Středočeský kraj,Mladá Boleslav,Přepeře,0,2,0,7,10,1,0,0,7,0,0,16,0,0,,,2,0,7,,0,2,,23,102,77,77
2013,Středočeský kraj,Mladá Boleslav,Ptýrov,0,4,0,14,6,1,0,0,24,3,1,26,4,0,,,6,1,22,,0,0,,16,203,128,128
2013,Středočeský kraj,Mladá Boleslav,Rabakov,0,1,0,6,5,0,0,0,1,0,0,8,1,0,,,0,0,2,,0,3,,10,61,37,37
2013,Středočeský kraj,Mladá Boleslav,Rohatsko,0,7,1,19,11,1,3,0,20,1,2,28,4,0,,,7,2,11,,0,4,,12,186,133,136
2013,Středočeský kraj,Mladá Boleslav,Rokytá,0,2,1,2,31,2,0,0,12,2,0,25,2,1,,,2,1,8,,0,7,,29,201,127,128
2013,Středočeský kraj,Mladá Boleslav,Rokytovec,0,0,0,3,14,2,2,0,6,0,0,12,3,1,,,1,0,3,,0,2,,5,110,54,54
2013,Středočeský kraj,Mladá Boleslav,Řepov,0,8,0,46,24,4,3,2,49,3,1,80,6,0,,,10,4,33,,0,12,,63,546,348,348
2013,Středočeský kraj,Mladá Boleslav,Řitonice,0,1,0,5,10,1,1,0,4,0,0,9,0,0,,,2,0,3,,0,0,,8,65,44,45
2013,Středočeský kraj,Mladá Boleslav,Sedlec,0,0,0,15,18,1,0,1,13,0,0,22,8,0,,,6,0,11,,0,5,,12,186,112,114
2013,Středočeský kraj,Mladá Boleslav,Semčice,0,4,0,34,36,0,2,1,56,1,2,81,8,3,,,14,1,17,,0,10,,50,516,320,324
2013,Středočeský kraj,Mladá Boleslav,Sezemice,0,2,0,6,19,4,0,0,2,1,0,7,3,1,,,0,1,7,,0,0,,14,87,67,67
2013,Středočeský kraj,Mladá Boleslav,Skalsko,1,9,0,16,20,0,2,0,27,0,0,47,4,1,,,4,0,16,,0,12,,38,323,197,198
2013,Středočeský kraj,Mladá Boleslav,Skorkov,0,10,0,39,23,1,1,4,42,2,5,105,2,0,,,9,3,11,,0,10,,49,449,316,316
2013,Středočeský kraj,Mladá Boleslav,Smilovice,1,11,0,54,42,5,2,3,24,1,1,59,8,0,,,6,3,16,,0,8,,65,523,309,311
2013,Středočeský kraj,Mladá Boleslav,Sojovice,1,11,0,27,33,2,1,2,25,3,5,52,2,1,,,5,3,12,,0,4,,61,410,250,250
2013,Středočeský kraj,Mladá Boleslav,Sovínky,1,1,2,18,11,5,0,0,22,2,0,41,2,0,,,2,1,14,,0,2,,39,241,163,164
2013,Středočeský kraj,Mladá Boleslav,Strašnov,0,3,0,22,5,1,0,1,17,2,2,29,2,0,,,8,0,16,,2,4,,34,227,148,149
2013,Středočeský kraj,Mladá Boleslav,Strážiště,0,1,0,0,9,1,0,1,6,0,1,17,2,0,,,2,0,2,,0,3,,25,85,70,70
2013,Středočeský kraj,Mladá Boleslav,Strenice,0,2,0,8,12,0,2,1,3,3,0,18,1,0,,,4,4,10,,0,8,,7,139,83,83
2013,Středočeský kraj,Mladá Boleslav,Sudoměř,0,1,0,4,8,0,1,0,5,1,0,5,1,0,,,0,0,5,,0,3,,16,73,50,50
2013,Středočeský kraj,Mladá Boleslav,Sukorady,0,3,0,19,26,4,1,0,17,1,0,41,7,0,,,2,2,21,,0,3,,40,288,187,189
2013,Středočeský kraj,Mladá Boleslav,Tuřice,0,3,0,23,15,1,0,2,11,2,0,34,7,0,,,6,1,13,,0,1,,13,220,132,132
2013,Středočeský kraj,Mladá Boleslav,Ujkovice,0,1,0,1,15,1,2,0,0,1,0,9,0,0,,,1,0,4,,0,1,,10,87,46,47
2013,Středočeský kraj,Mladá Boleslav,Velké Všelisy,0,2,0,9,51,0,3,1,16,2,0,31,5,0,,,2,1,19,,0,3,,56,306,201,201
2013,Středočeský kraj,Mladá Boleslav,Veselice,0,0,0,4,23,0,0,0,6,0,0,11,0,1,,,1,0,4,,0,0,,26,108,76,77
2013,Středočeský kraj,Mladá Boleslav,Vinařice,1,6,0,14,31,0,1,0,22,0,4,23,5,1,,,5,1,4,,0,3,,26,214,147,148
2013,Středočeský kraj,Mladá Boleslav,Vinec,0,2,0,11,23,0,1,0,14,0,0,36,1,0,,,3,0,15,,0,1,,11,205,118,118
2013,Středočeský kraj,Mladá Boleslav,Vlkava,0,7,0,23,29,5,2,2,24,2,1,48,6,0,,,5,6,24,,0,3,,41,353,228,231
2013,Středočeský kraj,Mladá Boleslav,Vrátno,0,3,0,2,10,0,0,0,0,0,0,18,1,0,,,0,0,3,,0,0,,11,115,48,48
2013,Středočeský kraj,Mladá Boleslav,Všejany,0,8,0,22,71,1,2,0,25,1,3,67,12,0,,,5,0,17,,0,6,,59,517,299,305
2013,Středočeský kraj,Mladá Boleslav,Zdětín,0,6,1,30,35,1,2,3,17,5,1,33,5,0,,,10,1,27,,0,14,,40,416,231,233
2013,Středočeský kraj,Mladá Boleslav,Žďár,0,19,0,67,90,5,5,4,88,4,3,149,19,1,,,14,9,82,,2,25,,156,1079,742,747
2013,Středočeský kraj,Mladá Boleslav,Žerčice,0,5,1,23,34,2,0,0,20,2,0,36,1,0,,,4,2,21,,1,4,,18,312,174,176
2013,Středočeský kraj,Mladá Boleslav,Židněves,0,9,0,19,28,0,1,2,12,3,0,29,3,0,,,7,0,10,,0,1,,32,250,156,156
2013,Středočeský kraj,Nymburk,Běrunice,0,13,0,19,69,2,1,0,26,3,0,63,6,0,,,10,9,36,,0,3,,113,708,373,374
2013,Středočeský kraj,Nymburk,Bobnice,2,8,0,35,66,4,1,7,43,6,1,81,16,0,,,7,5,32,,0,10,,98,692,422,422
2013,Středočeský kraj,Nymburk,Bříství,0,3,0,16,29,3,0,1,18,0,0,33,4,1,,,2,0,20,,0,2,,31,266,163,167
2013,Středočeský kraj,Nymburk,Budiměřice,0,12,0,18,66,1,1,1,34,3,1,54,5,1,,,4,2,29,,0,1,,71,501,304,305
2013,Středočeský kraj,Nymburk,Černíky,0,2,0,3,9,0,0,0,3,0,0,18,0,0,,,0,1,4,,0,0,,15,97,55,55
2013,Středočeský kraj,Nymburk,Čilec,0,6,0,8,21,1,3,0,9,2,1,22,5,0,,,1,1,7,,0,2,,22,183,111,111
2013,Středočeský kraj,Nymburk,Činěves,0,10,0,16,54,3,1,0,23,1,0,49,1,1,,,5,4,13,,0,4,,43,420,228,230
2013,Středočeský kraj,Nymburk,Dlouhopolsko,1,4,0,11,17,2,1,0,18,2,1,17,3,0,,,5,3,11,,0,4,,33,199,133,134
2013,Středočeský kraj,Nymburk,Dobšice,0,1,1,15,16,0,1,0,16,2,1,12,0,1,,,2,1,16,,0,2,,18,177,105,106
2013,Středočeský kraj,Nymburk,Dvory,0,8,0,16,50,1,2,3,19,1,1,44,9,0,,,3,2,26,,0,11,,75,451,271,272
2013,Středočeský kraj,Nymburk,Dymokury,1,23,0,31,51,3,0,1,71,3,2,99,5,0,,,4,5,31,,1,3,,53,706,387,389
2013,Středočeský kraj,Nymburk,Hořany,0,3,0,5,5,0,0,1,9,1,0,8,1,1,,,3,1,3,,0,2,,18,103,61,61
2013,Středočeský kraj,Nymburk,Hořátev,0,14,1,31,68,1,0,1,56,2,3,97,5,1,,,14,4,23,,0,11,,64,612,396,397
2013,Středočeský kraj,Nymburk,Hradčany,0,6,0,5,11,2,1,0,14,2,1,34,9,0,,,0,0,9,,0,6,,36,213,136,136
2013,Středočeský kraj,Nymburk,Hradištko,0,7,0,46,33,2,1,0,53,3,0,47,24,1,,,12,1,15,,1,6,,44,438,296,298
2013,Středočeský kraj,Nymburk,Hrubý Jeseník,0,6,0,14,32,3,1,0,23,0,1,55,8,1,,,12,3,26,,0,11,,58,470,254,257
2013,Středočeský kraj,Nymburk,Chleby,0,2,0,12,32,1,0,0,18,3,0,45,3,0,,,15,2,23,,0,7,,29,332,192,194
2013,Středočeský kraj,Nymburk,Choťánky,0,9,0,25,35,0,0,3,25,1,0,55,5,0,,,5,6,18,,0,0,,46,346,233,237
2013,Středočeský kraj,Nymburk,Chotěšice,0,4,0,15,26,0,0,2,15,0,0,33,1,0,,,2,2,11,,0,5,,38,271,154,154
2013,Středočeský kraj,Nymburk,Chrást,2,2,0,31,19,0,2,5,32,3,0,60,6,6,,,10,2,18,,0,6,,40,417,244,244
2013,Středočeský kraj,Nymburk,Chroustov,0,3,0,9,34,1,0,0,14,2,1,26,6,0,,,3,3,7,,0,2,,18,173,129,129
2013,Středočeský kraj,Nymburk,Jíkev,0,13,0,7,28,0,2,1,10,2,0,32,0,0,,,3,0,6,,0,2,,21,264,127,129
2013,Středočeský kraj,Nymburk,Jiřice,2,9,2,38,50,10,1,1,43,21,1,85,5,5,,,11,8,24,,23,20,,30,505,389,398
2013,Středočeský kraj,Nymburk,Jizbice,0,1,0,13,17,1,0,1,28,1,1,39,0,0,,,6,5,13,,0,8,,36,290,170,174
2013,Středočeský kraj,Nymburk,Kamenné Zboží,0,6,1,24,41,1,2,1,25,0,1,54,7,0,,,6,1,18,,0,9,,63,447,260,260
2013,Středočeský kraj,Nymburk,Kněžice,0,11,0,13,54,1,1,1,9,1,4,70,4,1,,,19,5,20,,0,2,,76,433,292,295
2013,Středočeský kraj,Nymburk,Kněžičky,0,4,0,16,6,1,1,0,4,0,1,16,1,0,,,5,0,7,,1,1,,19,148,83,86
2013,Středočeský kraj,Nymburk,Kolaje,0,2,0,5,8,1,0,0,3,0,0,8,0,0,,,0,0,6,,0,0,,12,76,45,47
2013,Středočeský kraj,Nymburk,Kostelní Lhota,0,11,0,25,80,4,1,2,51,2,1,97,3,20,,,16,4,28,,1,7,,78,670,431,432
2013,Středočeský kraj,Nymburk,Kostomlátky,0,6,0,8,32,0,2,0,10,2,3,21,2,0,,,4,3,15,,0,1,,38,246,147,147
2013,Středočeský kraj,Nymburk,Kostomlaty nad Labem,0,35,0,60,110,5,11,4,88,4,1,181,20,1,,,23,4,86,,0,45,,130,1447,808,817
2013,Středočeský kraj,Nymburk,Košík,0,4,0,6,38,0,1,1,22,4,0,29,0,1,,,5,2,28,,0,1,,38,294,180,182
2013,Středočeský kraj,Nymburk,Kounice,2,15,0,71,81,1,3,2,98,3,2,177,7,0,,,21,1,40,,0,23,,97,974,644,649
2013,Středočeský kraj,Nymburk,Kouty,0,5,0,9,36,0,2,2,11,0,1,46,10,0,,,4,0,12,,0,2,,24,216,164,166
2013,Středočeský kraj,Nymburk,Kovanice,0,15,0,33,52,1,2,0,44,0,0,85,5,1,,,11,4,30,,0,6,,69,648,358,363
2013,Středočeský kraj,Nymburk,Krchleby,0,8,0,21,62,4,1,1,31,4,2,65,10,1,,,6,3,13,,0,10,,101,619,343,352
2013,Středočeský kraj,Nymburk,Křečkov,0,3,0,14,29,0,1,2,18,0,0,57,11,0,,,2,1,14,,0,6,,36,284,194,196
2013,Středočeský kraj,Nymburk,Křinec,0,28,0,21,126,4,3,0,28,5,1,167,8,0,,,13,6,51,,0,18,,124,1075,603,613
2013,Středočeský kraj,Nymburk,Libice nad Cidlinou,0,28,0,46,102,5,2,0,77,2,3,121,9,1,,,18,8,60,,1,9,,152,1071,644,647
2013,Středočeský kraj,Nymburk,Loučeň,0,17,0,62,103,4,4,0,87,7,3,183,10,4,,,21,9,64,,0,18,,132,1087,728,734
2013,Středočeský kraj,Nymburk,Lysá nad Labem,1,256,3,405,500,21,18,14,681,19,20,810,146,16,,,216,28,247,,2,142,,735,7046,4280,4316
2013,Středočeský kraj,Nymburk,Mcely,0,7,1,19,24,4,0,1,16,1,3,31,11,1,,,4,2,14,,0,7,,52,324,198,201
2013,Středočeský kraj,Nymburk,Městec Králové,2,35,0,122,212,10,4,4,121,18,5,301,25,2,,,33,7,116,,0,32,,318,2415,1367,1373
2013,Středočeský kraj,Nymburk,Milčice,0,9,0,12,31,0,1,1,12,1,0,20,5,0,,,2,3,9,,0,7,,21,242,134,134
2013,Středočeský kraj,Nymburk,Milovice,0,146,2,223,467,21,12,5,385,45,18,753,123,8,,,125,38,187,,3,97,,591,6784,3249,3278
2013,Středočeský kraj,Nymburk,Netřebice,0,5,0,5,15,2,0,0,9,0,0,37,1,1,,,1,0,9,,0,1,,20,179,106,109
2013,Středočeský kraj,Nymburk,Nový Dvůr,0,5,0,0,8,0,0,0,0,1,0,15,1,0,,,2,0,6,,0,1,,7,62,46,47
2013,Středočeský kraj,Nymburk,Nymburk,6,279,3,597,971,28,32,12,949,53,25,1312,218,18,,,309,62,407,,2,155,,1584,11819,7022,7086
2013,Středočeský kraj,Nymburk,Odřepsy,0,4,0,17,51,3,0,1,13,0,0,41,0,0,,,2,0,7,,0,5,,20,267,164,165
2013,Středočeský kraj,Nymburk,Okřínek,0,1,0,7,16,1,0,0,5,3,0,20,1,0,,,0,3,12,,0,2,,19,137,90,90
2013,Středočeský kraj,Nymburk,Opočnice,0,7,0,7,31,4,0,5,29,4,0,32,8,0,,,2,10,20,,0,6,,60,378,225,228
2013,Středočeský kraj,Nymburk,Opolany,1,16,0,27,54,8,0,0,40,1,0,117,10,0,,,10,9,24,,0,18,,112,739,447,450
2013,Středočeský kraj,Nymburk,Oseček,0,2,0,10,6,0,0,0,14,0,0,21,3,0,,,0,2,3,,0,0,,23,104,84,84
2013,Středočeský kraj,Nymburk,Oskořínek,0,13,0,17,41,5,1,0,25,2,2,55,9,0,,,8,3,21,,0,7,,52,434,261,263
2013,Středočeský kraj,Nymburk,Ostrá,0,9,0,38,19,0,1,1,48,1,1,47,3,0,,,11,2,19,,0,3,,49,420,252,253
2013,Středočeský kraj,Nymburk,Pátek,0,17,0,38,38,4,0,0,45,5,1,106,16,1,,,6,6,30,,0,2,,37,525,352,354
2013,Středočeský kraj,Nymburk,Písková Lhota,0,8,1,21,38,1,0,5,16,1,0,54,4,1,,,8,2,9,,0,6,,43,365,218,218
2013,Středočeský kraj,Nymburk,Písty,0,9,0,9,30,0,1,2,16,0,1,59,10,1,,,8,7,27,,1,3,,48,332,232,235
2013,Středočeský kraj,Nymburk,Poděbrady,3,401,3,777,719,25,28,25,1341,43,24,1467,225,28,,,335,78,435,,3,173,,1271,11193,7404,7454
2013,Středočeský kraj,Nymburk,Podmoky,0,7,0,2,10,0,0,0,9,1,0,13,0,0,,,4,4,9,,0,5,,31,164,95,96
2013,Středočeský kraj,Nymburk,Přerov nad Labem,0,17,0,59,68,4,1,5,84,5,1,124,18,1,,,17,7,27,,0,19,,92,904,549,557
2013,Středočeský kraj,Nymburk,Rožďalovice,0,17,2,43,102,7,7,2,51,12,1,161,10,4,,,15,13,80,,0,20,,154,1328,701,704
2013,Středočeský kraj,Nymburk,Sadská,2,46,2,199,262,11,11,4,160,12,12,336,45,4,,,63,8,123,,0,47,,261,2637,1608,1621
2013,Středočeský kraj,Nymburk,Sány,0,9,0,17,30,2,0,1,20,0,0,69,2,1,,,3,2,17,,1,5,,63,416,242,245
2013,Středočeský kraj,Nymburk,Seletice,1,1,0,9,27,0,2,0,18,0,2,11,1,0,,,2,2,6,,0,6,,18,164,106,107
2013,Středočeský kraj,Nymburk,Semice,0,9,1,37,45,0,1,1,48,2,2,128,8,2,,,10,9,25,,0,10,,81,752,419,429
2013,Středočeský kraj,Nymburk,Senice,0,2,0,13,20,0,1,0,7,0,2,32,2,2,,,4,0,7,,0,1,,22,158,115,116
2013,Středočeský kraj,Nymburk,Sloveč,0,4,0,13,41,0,1,1,14,0,1,68,9,1,,,4,5,16,,0,10,,67,453,255,264
2013,Středočeský kraj,Nymburk,Sokoleč,0,15,0,36,84,2,1,4,45,12,1,115,11,0,,,13,6,30,,0,8,,106,777,489,493
2013,Středočeský kraj,Nymburk,Stará Lysá,0,10,0,14,31,2,4,0,34,2,0,68,5,1,,,11,2,22,,0,5,,33,423,244,248
2013,Středočeský kraj,Nymburk,Starý Vestec,1,1,0,4,22,1,0,0,4,0,0,15,2,1,,,4,2,7,,0,2,,22,141,88,93
2013,Středočeský kraj,Nymburk,Straky,0,9,1,6,45,1,1,0,23,2,1,66,3,0,,,0,1,23,,1,5,,41,423,229,231
2013,Středočeský kraj,Nymburk,Stratov,1,4,0,23,48,0,3,2,22,0,0,52,11,0,,,14,3,21,,0,7,,28,402,239,242
2013,Středočeský kraj,Nymburk,Třebestovice,1,10,1,41,50,1,1,0,57,5,2,70,14,2,,,9,6,31,,0,8,,73,643,382,382
2013,Středočeský kraj,Nymburk,Úmyslovice,1,2,1,10,24,1,0,1,15,2,1,58,2,0,,,7,1,16,,0,3,,21,263,166,168
2013,Středočeský kraj,Nymburk,Velenice,0,7,0,7,22,0,0,0,15,0,1,25,1,0,,,1,3,14,,0,2,,14,188,112,112
2013,Středočeský kraj,Nymburk,Velenka,0,2,0,17,21,1,0,2,17,0,0,30,9,0,,,3,2,9,,0,0,,20,235,133,134
2013,Středočeský kraj,Nymburk,Vestec,0,7,0,7,28,0,1,0,8,3,0,35,2,1,,,0,0,22,,0,3,,33,242,150,153
2013,Středočeský kraj,Nymburk,Vlkov pod Oškobrhem,0,2,0,1,10,0,0,0,7,1,0,17,0,2,,,0,0,6,,0,0,,12,82,58,58
2013,Středočeský kraj,Nymburk,Vrbice,0,9,0,13,17,0,2,0,10,1,0,13,0,0,,,1,0,7,,0,0,,28,150,101,101
2013,Středočeský kraj,Nymburk,Vrbová Lhota,0,6,0,13,27,0,0,1,22,3,0,55,5,0,,,9,5,15,,0,3,,40,368,204,207
2013,Středočeský kraj,Nymburk,Všechlapy,0,9,0,11,55,4,1,0,21,1,1,65,6,0,,,4,3,63,,0,6,,76,535,326,326
2013,Středočeský kraj,Nymburk,Vykáň,0,5,0,16,27,2,0,0,11,0,0,52,4,0,,,4,4,30,,0,3,,26,306,184,186
2013,Středočeský kraj,Nymburk,Záhornice,0,1,0,21,31,1,0,0,4,1,0,66,5,0,,,4,1,11,,0,3,,36,329,185,185
2013,Středočeský kraj,Nymburk,Zbožíčko,0,3,0,1,25,1,2,0,8,1,0,24,1,1,,,3,0,12,,0,5,,28,190,115,116
2013,Středočeský kraj,Nymburk,Zvěřínek,0,7,0,21,22,1,1,0,12,1,1,28,1,0,,,3,2,18,,0,7,,12,187,137,137
2013,Středočeský kraj,Nymburk,Žitovlice,0,2,0,4,12,0,0,0,1,1,0,29,1,0,,,1,1,10,,0,3,,26,152,91,91
2013,Středočeský kraj,Praha-východ,Babice,0,16,0,30,17,0,1,3,108,1,4,121,15,2,,,15,5,8,,0,10,,31,603,387,391
2013,Středočeský kraj,Praha-východ,Bašť,0,18,0,117,72,2,0,4,153,3,4,160,26,3,,,30,7,32,,0,13,,82,1090,726,729
2013,Středočeský kraj,Praha-východ,Borek,0,4,0,13,12,1,0,0,39,0,0,47,1,0,,,5,3,6,,0,5,,20,219,156,157
2013,Středočeský kraj,Praha-východ,Bořanovice,0,11,1,46,52,1,2,0,61,1,1,65,13,0,,,15,3,16,,0,11,,66,597,365,373
2013,Středočeský kraj,Praha-východ,"Brandýs nad Labem-Stará
Boleslav",5,341,4,803,930,54,14,19,1486,77,22,1606,279,21,,,373,67,424,,2,226,,1454,13388,8207,8250
2013,Středočeský kraj,Praha-východ,Brázdim,0,11,0,34,51,3,4,1,56,1,1,72,7,0,,,4,2,27,,0,11,,45,527,330,330
2013,Středočeský kraj,Praha-východ,Březí,1,9,0,14,12,2,0,0,38,2,0,47,9,0,,,14,0,10,,0,2,,24,329,184,185
2013,Středočeský kraj,Praha-východ,Čelákovice,5,280,3,686,577,25,11,20,1020,66,19,1100,131,23,,,271,65,293,,6,195,,893,8900,5689,5733
2013,Středočeský kraj,Praha-východ,Černé Voděrady,0,9,0,9,25,4,0,1,26,3,2,48,1,1,,,7,5,14,,0,7,,20,296,182,186
2013,Středočeský kraj,Praha-východ,Čestlice,0,15,1,42,27,1,0,0,69,1,0,96,4,0,,,12,4,16,,1,7,,49,463,345,348
2013,Středočeský kraj,Praha-východ,Dobročovice,0,3,1,10,11,2,0,0,28,0,0,30,5,0,,,8,0,7,,0,4,,17,173,126,126
2013,Středočeský kraj,Praha-východ,Dobřejovice,0,19,0,36,39,2,3,3,76,0,1,112,9,0,,,15,12,22,,0,13,,43,630,405,405
2013,Středočeský kraj,Praha-východ,Doubek,0,5,0,25,20,0,0,0,35,0,1,58,9,1,,,9,1,9,,0,2,,18,248,193,193
2013,Středočeský kraj,Praha-východ,Dřevčice,0,18,0,34,41,3,1,2,64,1,0,71,9,3,,,11,7,24,,0,12,,67,562,368,370
2013,Středočeský kraj,Praha-východ,Dřísy,0,33,1,65,37,0,3,1,42,4,0,115,16,2,,,8,5,27,,0,14,,40,689,413,413
2013,Středočeský kraj,Praha-východ,Herink,1,5,2,14,8,1,0,1,37,0,1,66,8,0,,,9,0,9,,0,5,,7,251,174,177
2013,Středočeský kraj,Praha-východ,Hlavenec,0,4,0,17,17,2,0,0,24,3,2,35,2,1,,,13,0,8,,0,5,,31,263,164,164
2013,Středočeský kraj,Praha-východ,Horoušany,0,19,0,35,56,2,0,4,97,2,2,121,15,1,,,18,7,41,,0,20,,55,727,495,500
2013,Středočeský kraj,Praha-východ,Hovorčovice,0,32,4,136,113,6,1,2,257,5,6,210,38,1,,,32,4,57,,1,22,,140,1547,1067,1073
2013,Středočeský kraj,Praha-východ,Hrusice,0,18,0,31,22,3,0,0,77,1,4,102,12,0,,,7,2,19,,0,16,,35,550,349,350
2013,Středočeský kraj,Praha-východ,Husinec,0,48,0,66,53,1,5,1,192,5,4,133,27,1,,,40,6,23,,0,21,,83,1033,709,718
2013,Středočeský kraj,Praha-východ,Jenštejn,0,32,3,43,41,1,0,2,94,3,0,81,5,9,,,20,4,22,,0,10,,50,664,420,428
2013,Středočeský kraj,Praha-východ,Jevany,0,14,0,46,28,1,4,0,86,5,3,68,10,1,,,16,5,11,,0,13,,57,555,368,372
2013,Středočeský kraj,Praha-východ,Jirny,1,51,0,155,93,7,4,10,255,6,7,264,33,5,,,65,7,64,,0,43,,155,1802,1225,1229
2013,Středočeský kraj,Praha-východ,Kaliště,0,6,0,17,13,1,1,0,24,1,0,52,3,0,,,5,1,7,,0,3,,11,210,145,146
2013,Středočeský kraj,Praha-východ,Kamenice,1,78,1,208,183,13,8,5,476,13,9,414,77,3,,,89,19,104,,0,57,,242,3111,2000,2025
2013,Středočeský kraj,Praha-východ,Káraný,0,6,0,49,23,2,1,1,80,2,1,102,9,1,,,4,3,22,,0,17,,33,565,356,358
2013,Středočeský kraj,Praha-východ,Klecany,2,71,1,145,129,6,4,2,333,2,2,246,69,2,,,84,21,66,,0,60,,167,2228,1412,1423
2013,Středočeský kraj,Praha-východ,Klíčany,0,5,0,15,17,1,1,0,24,1,0,24,6,0,,,2,4,9,,1,4,,18,254,132,132
2013,Středočeský kraj,Praha-východ,Klokočná,1,6,0,9,17,1,0,0,37,0,0,29,2,0,,,3,0,6,,0,1,,12,182,124,125
2013,Středočeský kraj,Praha-východ,Konětopy,0,27,0,7,15,0,0,0,20,1,2,43,1,1,,,3,0,9,,0,4,,30,241,163,165
2013,Středočeský kraj,Praha-východ,Konojedy,0,4,0,11,14,1,0,0,13,0,0,32,4,0,,,2,2,4,,0,4,,16,183,107,107
2013,Středočeský kraj,Praha-východ,Kostelec nad Černými Lesy,3,79,2,171,295,8,5,6,268,7,7,316,38,7,,,57,19,107,,0,45,,264,2820,1704,1716
2013,Středočeský kraj,Praha-východ,Kostelec u Křížků,0,21,0,37,26,4,3,2,72,3,0,82,21,1,,,10,4,20,,0,17,,45,480,368,370
2013,Středočeský kraj,Praha-východ,Kostelní Hlavno,0,5,0,24,46,3,0,3,13,0,1,55,2,0,,,3,0,4,,0,7,,36,314,202,202
2013,Středočeský kraj,Praha-východ,Kozojedy,0,12,0,53,30,0,1,2,70,6,0,87,9,1,,,10,3,19,,0,15,,42,579,360,362
2013,Středočeský kraj,Praha-východ,Křenek,0,11,0,18,14,0,2,0,20,0,0,34,1,0,,,3,0,3,,0,3,,19,210,128,128
2013,Středočeský kraj,Praha-východ,Křenice,1,3,1,48,21,1,0,1,74,3,0,73,10,2,,,12,0,5,,0,8,,46,435,309,314
