year,region,county,town,kdúčsl,ods,ksčm,Folklor i Společnost,Balbínova poetická strana,4 VIZE-www.4vize.cz,SNK Evropští demokraté,Helax-Ostrava se baví,Strana zdravého rozumu,Liberální reformní strana,Národní strana,Koruna Česká (monarch.strana),-,NEZ.DEMOKRATÉ(předs.V.Železný),Česká pravice,Unie svobody-Demokratická unie,Humanistická strana,sz,Nezávislí,Česká str.národ.socialistická,Právo a Spravedlnost,STRANA ROVNOST ŠANCÍ,čssd,České hnutí za národní jednotu,Pravý Blok,Moravané,Koalice pro Českou republiku,voters,votes_ok,votes_all
2006,Středočeský kraj,Beroun,Bavoryně,1,38,11,,0,0,0,,2,,1,0,0,7,0,0,,4,1,,0,0,21,,2,,0,142,88,88
2006,Středočeský kraj,Beroun,Beroun,370,3977,1084,,19,7,145,,63,,30,14,0,70,4,23,,540,36,,27,28,2687,,43,,12,14480,9179,9202
2006,Středočeský kraj,Beroun,Běštín,2,61,25,,0,0,1,,2,,0,0,0,0,0,0,,8,0,,3,0,48,,1,,0,243,151,151
2006,Středočeský kraj,Beroun,Broumy,19,161,79,,2,1,12,,3,,0,1,0,3,0,0,,26,4,,1,3,129,,4,,3,664,451,458
2006,Středočeský kraj,Beroun,Březová,6,54,23,,1,0,7,,2,,1,0,0,0,0,1,,6,1,,5,1,54,,3,,0,214,165,165
2006,Středočeský kraj,Beroun,Bubovice,11,49,14,,0,0,2,,0,,0,0,0,3,0,0,,8,0,,0,0,54,,0,,0,208,141,141
2006,Středočeský kraj,Beroun,Bykoš,4,18,23,,0,0,0,,0,,0,0,0,1,0,0,,2,1,,4,0,57,,0,,0,157,110,110
2006,Středočeský kraj,Beroun,Bzová,12,77,48,,0,0,10,,0,,2,0,0,3,0,1,,9,2,,2,1,73,,0,,0,352,240,241
2006,Středočeský kraj,Beroun,Cerhovice,30,207,68,,2,1,1,,4,,0,0,0,6,0,0,,39,1,,3,2,166,,2,,4,745,536,539
2006,Středočeský kraj,Beroun,Drozdov,12,100,95,,0,0,7,,7,,0,1,0,4,0,0,,19,2,,3,0,154,,0,,0,532,404,405
2006,Středočeský kraj,Beroun,Felbabka,5,56,37,,2,0,1,,0,,0,1,0,0,0,1,,4,0,,0,0,55,,0,,0,198,162,163
2006,Středočeský kraj,Beroun,Hlásná Třebaň,14,233,26,,1,4,6,,3,,0,0,0,2,0,1,,21,3,,0,0,79,,1,,0,501,394,394
2006,Středočeský kraj,Beroun,Hořovice,162,1294,440,,6,0,64,,11,,8,6,0,22,0,12,,213,9,,13,11,1131,,12,,2,5242,3416,3427
2006,Středočeský kraj,Beroun,Hostomice,47,256,122,,6,1,1,,7,,0,1,0,11,0,5,,48,8,,2,4,271,,3,,1,1231,794,794
2006,Středočeský kraj,Beroun,Hředle,6,74,38,,0,0,2,,1,,0,0,0,5,0,0,,9,1,,8,0,72,,3,,0,272,219,219
2006,Středočeský kraj,Beroun,Hudlice,20,253,164,,1,0,10,,5,,0,0,0,6,1,1,,39,3,,1,1,213,,0,,0,978,718,721
2006,Středočeský kraj,Beroun,Hvozdec,6,35,40,,0,0,4,,0,,1,0,0,3,0,0,,6,1,,1,1,47,,0,,0,187,145,145
2006,Středočeský kraj,Beroun,Hýskov,23,328,85,,4,1,14,,3,,0,1,0,8,0,3,,29,3,,4,2,219,,9,,3,1080,739,740
2006,Středočeský kraj,Beroun,Chaloupky,2,99,58,,1,0,3,,2,,0,0,0,2,0,1,,15,0,,1,0,57,,0,,0,335,241,241
2006,Středočeský kraj,Beroun,Chlustina,10,53,10,,0,0,3,,1,,0,0,0,4,0,2,,11,0,,2,1,32,,0,,0,176,129,129
2006,Středočeský kraj,Beroun,Chodouň,6,122,24,,1,0,3,,4,,0,0,0,3,0,0,,16,2,,3,0,112,,2,,0,428,298,298
2006,Středočeský kraj,Beroun,Chrustenice,9,175,46,,2,0,14,,2,,1,1,0,2,0,0,,31,3,,2,2,83,,1,,0,558,374,375
2006,Středočeský kraj,Beroun,Chyňava,34,388,121,,4,1,7,,6,,5,0,0,7,0,4,,37,5,,2,4,273,,2,,1,1278,901,903
2006,Středočeský kraj,Beroun,Jivina,3,37,18,,0,1,1,,1,,1,0,0,2,0,1,,5,1,,0,0,33,,0,,0,146,104,104
2006,Středočeský kraj,Beroun,Karlštejn,18,229,42,,0,0,6,,2,,1,1,0,2,0,0,,32,2,,1,1,138,,2,,0,655,477,478
2006,Středočeský kraj,Beroun,Komárov,52,499,210,,5,0,22,,8,,1,4,0,7,0,3,,79,13,,6,6,407,,5,,6,1966,1333,1338
2006,Středočeský kraj,Beroun,Koněprusy,7,44,17,,0,2,1,,1,,0,0,0,0,0,0,,10,0,,1,0,32,,1,,1,137,117,117
2006,Středočeský kraj,Beroun,Korno,14,17,5,,0,0,0,,0,,0,0,0,0,0,0,,0,0,,0,0,16,,0,,0,68,52,52
2006,Středočeský kraj,Beroun,Kotopeky,12,62,13,,1,0,5,,0,,0,0,0,1,0,0,,7,2,,1,0,52,,2,,2,246,160,162
2006,Středočeský kraj,Beroun,Králův Dvůr,78,1082,391,,10,0,44,,11,,3,4,0,24,0,9,,152,9,,13,9,814,,5,,5,4635,2663,2670
2006,Středočeský kraj,Beroun,Kublov,14,134,64,,1,0,14,,0,,0,1,0,4,0,0,,20,4,,3,0,88,,0,,1,468,348,349
2006,Středočeský kraj,Beroun,Lážovice,1,9,12,,0,0,3,,1,,0,1,0,0,0,0,,4,0,,0,1,11,,0,,0,64,43,43
2006,Středočeský kraj,Beroun,Lhotka,10,39,19,,1,0,2,,4,,0,0,0,4,0,0,,7,0,,3,0,67,,0,,1,247,157,157
2006,Středočeský kraj,Beroun,Libomyšl,14,82,46,,0,0,4,,2,,1,0,0,1,0,0,,10,2,,1,0,90,,1,,0,393,254,254
2006,Středočeský kraj,Beroun,Liteň,27,173,53,,0,0,7,,3,,5,2,0,5,0,3,,34,0,,2,4,149,,2,,1,763,470,472
2006,Středočeský kraj,Beroun,Loděnice,26,338,78,,4,0,15,,5,,1,3,0,20,0,1,,59,4,,3,7,252,,1,,1,1269,818,818
2006,Středočeský kraj,Beroun,Lochovice,30,150,90,,2,0,12,,3,,0,1,0,13,0,6,,38,3,,2,0,182,,9,,2,871,543,545
2006,Středočeský kraj,Beroun,Lužce,0,33,7,,0,0,0,,1,,0,0,0,0,0,0,,0,0,,0,0,29,,0,,0,91,70,70
2006,Středočeský kraj,Beroun,Malá Víska,0,26,18,,0,0,0,,0,,0,0,0,0,0,0,,0,1,,3,0,9,,0,,0,73,57,57
2006,Středočeský kraj,Beroun,Málkov,0,21,6,,0,0,0,,0,,0,0,0,0,0,0,,4,0,,0,0,9,,0,,0,67,40,40
2006,Středočeský kraj,Beroun,Měňany,0,47,21,,0,0,0,,0,,0,1,0,2,0,0,,6,0,,3,0,35,,1,,0,240,116,118
2006,Středočeský kraj,Beroun,Mezouň,27,124,15,,0,0,5,,0,,1,0,0,2,0,0,,19,0,,1,0,68,,2,,3,371,267,267
2006,Středočeský kraj,Beroun,Mořina,9,160,52,,1,1,5,,2,,1,0,0,5,0,1,,29,0,,0,1,94,,1,,0,510,362,362
2006,Středočeský kraj,Beroun,Mořinka,0,28,5,,0,1,0,,0,,0,0,0,2,0,0,,10,3,,2,0,27,,1,,0,94,79,79
2006,Středočeský kraj,Beroun,Nenačovice,5,52,18,,1,1,3,,1,,0,0,0,1,0,1,,7,3,,0,0,33,,0,,0,171,126,126
2006,Středočeský kraj,Beroun,Nesvačily,7,22,17,,0,0,1,,1,,1,0,0,0,0,0,,0,0,,1,0,26,,0,,0,105,76,76
2006,Středočeský kraj,Beroun,Neumětely,15,65,39,,1,0,0,,2,,1,0,0,0,0,0,,21,0,,1,0,114,,1,,0,432,260,262
2006,Středočeský kraj,Beroun,Nižbor,40,408,90,,2,2,18,,7,,2,1,0,9,0,1,,50,7,,1,2,276,,9,,1,1298,926,930
2006,Středočeský kraj,Beroun,Nový Jáchymov,5,100,65,,0,2,8,,2,,0,0,0,1,0,0,,14,6,,0,0,124,,0,,2,485,329,331
2006,Středočeský kraj,Beroun,Olešná,6,67,37,,1,0,0,,0,,0,0,0,3,0,0,,11,4,,1,0,88,,5,,0,330,223,225
2006,Středočeský kraj,Beroun,Osek,7,138,45,,1,0,5,,1,,0,0,0,1,0,0,,14,0,,1,2,190,,0,,0,612,405,405
2006,Středočeský kraj,Beroun,Osov,17,71,27,,0,0,0,,1,,0,0,0,0,0,1,,8,1,,1,0,53,,0,,0,263,180,180
2006,Středočeský kraj,Beroun,Otmíče,2,28,19,,0,0,1,,0,,1,0,0,8,0,0,,7,0,,0,0,24,,1,,0,119,91,91
2006,Středočeský kraj,Beroun,Otročiněves,8,90,55,,0,0,2,,2,,0,0,0,4,0,0,,20,4,,0,2,88,,0,,0,377,275,275
2006,Středočeský kraj,Beroun,Podbrdy,2,27,33,,0,1,0,,6,,0,1,0,0,0,0,,4,0,,0,0,42,,1,,0,140,117,117
2006,Středočeský kraj,Beroun,Podluhy,11,116,75,,2,0,3,,4,,0,0,0,1,0,1,,24,5,,0,0,124,,0,,0,499,366,366
2006,Středočeský kraj,Beroun,Praskolesy,19,156,83,,1,1,12,,6,,1,4,0,2,0,0,,26,2,,0,2,182,,3,,0,680,500,503
2006,Středočeský kraj,Beroun,Rpety,9,76,21,,0,0,4,,0,,2,0,0,0,0,0,,5,2,,4,0,76,,0,,1,345,200,201
2006,Středočeský kraj,Beroun,Skřipel,4,13,6,,0,0,0,,0,,0,0,0,0,0,0,,3,0,,0,0,20,,0,,0,93,46,46
2006,Středočeský kraj,Beroun,Skuhrov,10,90,23,,0,0,3,,0,,0,1,0,5,0,0,,9,1,,2,0,71,,1,,2,319,218,218
2006,Středočeský kraj,Beroun,Srbsko,13,132,33,,0,0,4,,1,,1,0,0,1,0,4,,18,3,,2,0,69,,0,,0,399,281,282
2006,Středočeský kraj,Beroun,Stašov,2,55,37,,0,1,1,,2,,0,1,0,0,0,1,,18,0,,1,0,83,,1,,0,298,203,203
2006,Středočeský kraj,Beroun,Suchomasty,10,51,72,,0,0,5,,0,,0,0,0,5,0,0,,21,2,,0,1,69,,0,,0,346,236,237
2006,Středočeský kraj,Beroun,Svatá,10,65,44,,0,0,6,,2,,0,0,0,2,0,1,,7,0,,0,0,84,,0,,0,331,221,221
2006,Středočeský kraj,Beroun,Svatý Jan pod Skalou,9,33,3,,0,0,2,,1,,0,0,0,2,0,0,,8,1,,2,0,19,,0,,0,106,80,80
2006,Středočeský kraj,Beroun,Svinaře,12,94,22,,0,0,0,,1,,1,0,0,0,0,0,,10,5,,0,0,56,,0,,0,272,201,201
2006,Středočeský kraj,Beroun,Tetín,12,133,73,,1,1,7,,1,,1,0,0,2,0,9,,27,1,,1,2,142,,0,,0,612,413,415
2006,Středočeský kraj,Beroun,Tlustice,13,145,92,,0,1,7,,2,,0,0,0,4,0,0,,30,1,,1,0,151,,0,,0,658,447,447
2006,Středočeský kraj,Beroun,Tmaň,18,146,113,,0,1,9,,5,,0,1,0,6,0,2,,28,2,,0,1,150,,1,,2,807,485,487
2006,Středočeský kraj,Beroun,Točník,9,40,15,,2,0,3,,1,,1,0,0,1,0,1,,10,0,,1,1,36,,1,,1,201,123,124
2006,Středočeský kraj,Beroun,Trubín,14,59,19,,0,0,0,,0,,0,0,0,2,0,0,,3,1,,0,0,54,,0,,0,198,152,152
2006,Středočeský kraj,Beroun,Trubská,2,16,33,,0,0,1,,0,,0,0,0,0,0,0,,1,1,,1,0,21,,0,,0,96,76,76
2006,Středočeský kraj,Beroun,Újezd,28,108,47,,5,1,4,,0,,2,0,0,7,0,0,,9,4,,1,1,119,,3,,1,457,340,341
2006,Středočeský kraj,Beroun,Velký Chlumec,10,77,41,,1,0,0,,1,,0,0,0,0,0,1,,10,0,,0,2,53,,0,,0,295,196,197
2006,Středočeský kraj,Beroun,Vinařice,7,24,2,,0,0,0,,0,,0,0,0,1,0,0,,0,0,,0,0,20,,0,,0,69,54,55
2006,Středočeský kraj,Beroun,Vižina,6,47,29,,1,0,2,,1,,0,2,0,0,0,0,,12,0,,0,0,54,,0,,0,190,154,154
2006,Středočeský kraj,Beroun,Vráž,14,184,96,,2,1,5,,0,,2,0,0,3,0,1,,23,4,,3,3,150,,0,,0,739,491,492
2006,Středočeský kraj,Beroun,Všeradice,20,81,41,,3,2,0,,2,,0,0,0,1,0,0,,8,3,,2,0,57,,0,,0,316,220,220
2006,Středočeský kraj,Beroun,Vysoký Újezd,12,117,45,,0,0,5,,1,,0,1,0,10,0,0,,16,0,,0,0,71,,1,,1,441,280,281
2006,Středočeský kraj,Beroun,Zadní Třebaň,20,184,40,,1,0,10,,4,,2,5,0,2,0,3,,29,0,,1,0,105,,2,,0,506,408,411
2006,Středočeský kraj,Beroun,Zaječov,22,255,193,,1,1,10,,4,,0,2,0,10,0,2,,26,8,,1,1,212,,3,,0,1122,751,751
2006,Středočeský kraj,Beroun,Záluží,20,83,47,,0,0,3,,1,,0,0,0,0,0,0,,19,0,,0,0,91,,1,,0,372,265,266
2006,Středočeský kraj,Beroun,Zdice,95,806,273,,12,1,36,,5,,4,4,0,15,0,7,,105,11,,12,6,687,,9,,3,3119,2091,2095
2006,Středočeský kraj,Beroun,Žebrák,34,354,169,,3,1,24,,6,,2,2,0,17,1,2,,73,7,,6,5,363,,3,,3,1558,1075,1075
2006,Středočeský kraj,Beroun,Železná,4,57,19,,0,0,0,,1,,0,0,0,0,0,1,,0,1,,0,0,58,,0,,3,183,144,145
2006,Středočeský kraj,Kladno,Běleč,6,56,23,,0,0,4,,0,,1,1,0,3,0,0,,7,1,,2,0,51,,1,,1,245,157,159
2006,Středočeský kraj,Kladno,Běloky,3,47,9,,0,0,3,,1,,0,0,0,0,0,0,,3,1,,2,0,15,,0,,0,104,84,84
2006,Středočeský kraj,Kladno,Beřovice,1,58,34,,2,0,1,,1,,0,0,0,3,0,0,,9,0,,1,0,35,,1,,0,241,146,147
2006,Středočeský kraj,Kladno,Bílichov,4,18,17,,0,0,2,,1,,0,0,0,1,0,1,,6,1,,0,1,41,,0,,1,132,94,94
2006,Středočeský kraj,Kladno,Blevice,2,31,55,,0,1,2,,0,,0,0,0,2,0,0,,8,0,,0,1,54,,1,,0,225,157,157
2006,Středočeský kraj,Kladno,Brandýsek,25,253,163,,1,1,10,,4,,4,1,0,11,0,3,,60,3,,2,2,331,,8,,0,1388,882,884
2006,Středočeský kraj,Kladno,Braškov,10,278,65,,0,0,12,,1,,0,0,0,0,0,2,,32,1,,1,0,163,,8,,2,744,575,578
2006,Středočeský kraj,Kladno,Bratronice,16,170,102,,2,0,10,,2,,3,0,0,9,0,1,,24,2,,2,0,122,,3,,1,653,469,471
2006,Středočeský kraj,Kladno,Buštěhrad,37,507,192,,9,1,22,,3,,3,0,0,15,0,4,,77,5,,5,4,345,,2,,2,1996,1233,1235
2006,Středočeský kraj,Kladno,Cvrčovice,16,128,65,,0,0,3,,1,,0,1,0,5,0,0,,8,2,,1,2,95,,1,,0,474,328,329
2006,Středočeský kraj,Kladno,Černuc,20,147,57,,0,1,5,,1,,1,1,0,6,0,3,,10,3,,3,2,158,,6,,0,769,424,427
2006,Středočeský kraj,Kladno,Doksy,24,304,108,,1,0,18,,2,,0,1,0,13,0,1,,37,4,,5,1,182,,3,,1,986,705,708
2006,Středočeský kraj,Kladno,Dolany,6,58,19,,1,0,0,,1,,0,0,0,2,0,0,,1,0,,2,0,31,,0,,0,163,121,122
2006,Středočeský kraj,Kladno,Drnek,4,23,16,,0,0,2,,0,,0,0,0,3,0,0,,11,0,,1,0,27,,0,,0,140,87,88
2006,Středočeský kraj,Kladno,Družec,23,207,70,,1,0,10,,5,,2,1,0,1,0,3,,39,0,,1,0,156,,3,,0,759,522,525
2006,Středočeský kraj,Kladno,Dřetovice,0,56,53,,2,1,3,,2,,2,1,0,2,0,0,,16,1,,1,1,85,,0,,2,346,228,230
2006,Středočeský kraj,Kladno,Dřínov,1,49,31,,0,0,3,,3,,0,0,0,4,0,0,,1,1,,0,0,50,,1,,0,234,144,144
2006,Středočeský kraj,Kladno,Hobšovice,16,45,24,,1,0,0,,0,,1,0,0,2,0,1,,2,0,,0,0,39,,0,,0,239,131,131
2006,Středočeský kraj,Kladno,Horní Bezděkov,18,167,53,,1,0,9,,1,,0,1,0,2,0,0,,18,4,,1,2,58,,1,,0,433,336,340
2006,Středočeský kraj,Kladno,Hořešovice,2,47,15,,0,0,5,,2,,0,0,0,6,0,1,,7,2,,1,0,45,,0,,0,187,133,133
2006,Středočeský kraj,Kladno,Hořešovičky,3,24,22,,0,0,0,,0,,0,0,0,0,0,3,,3,1,,0,0,24,,0,,1,106,81,81
2006,Středočeský kraj,Kladno,Hospozín,4,71,46,,1,0,3,,0,,0,0,0,4,0,2,,7,2,,1,0,58,,1,,0,413,200,201
2006,Středočeský kraj,Kladno,Hostouň,18,199,62,,1,0,9,,5,,4,1,0,3,1,1,,31,2,,4,1,121,,1,,2,764,466,468
2006,Středočeský kraj,Kladno,Hradečno,5,100,55,,0,0,8,,1,,0,0,0,0,0,0,,11,0,,1,2,69,,1,,0,368,253,253
2006,Středočeský kraj,Kladno,Hrdlív,14,79,56,,1,0,3,,0,,0,1,0,2,0,2,,12,0,,1,0,81,,0,,0,325,252,254
2006,Středočeský kraj,Kladno,Hřebeč,32,352,91,,1,0,18,,2,,2,1,0,8,0,2,,36,3,,1,1,178,,3,,1,1167,732,732
2006,Středočeský kraj,Kladno,Chržín,4,34,32,,1,0,1,,0,,0,0,0,2,0,0,,5,0,,0,0,33,,0,,0,177,112,112
2006,Středočeský kraj,Kladno,Jarpice,8,25,26,,0,0,5,,0,,0,0,0,4,0,1,,17,0,,0,0,37,,0,,0,201,123,123
2006,Středočeský kraj,Kladno,Jedomělice,2,61,26,,0,1,3,,1,,1,0,0,3,0,0,,12,1,,1,0,65,,1,,1,271,179,179
2006,Středočeský kraj,Kladno,Jemníky,4,52,22,,0,0,2,,0,,0,0,0,4,0,0,,12,1,,0,0,24,,5,,0,173,126,126
2006,Středočeský kraj,Kladno,Kačice,8,190,123,,2,0,16,,4,,0,0,0,7,0,5,,25,3,,2,3,191,,2,,0,949,581,583
2006,Středočeský kraj,Kladno,Kamenné Žehrovice,30,337,164,,4,0,16,,2,,3,0,0,8,0,4,,42,4,,6,1,290,,6,,0,1345,917,918
2006,Středočeský kraj,Kladno,Kamenný Most,8,62,45,,0,0,0,,1,,1,0,0,1,0,0,,19,0,,1,2,68,,2,,3,315,213,215
2006,Středočeský kraj,Kladno,Kladno,1044,12497,4882,,71,13,590,,89,,81,51,0,291,1,86,,2063,94,,260,93,10382,,130,,29,57193,32747,32860
2006,Středočeský kraj,Kladno,Klobuky,12,107,98,,1,1,6,,0,,2,2,0,6,0,2,,37,1,,6,5,166,,2,,3,777,457,459
2006,Středočeský kraj,Kladno,Kmetiněves,9,39,21,,0,1,8,,1,,0,0,0,2,0,0,,10,0,,1,0,35,,0,,0,217,127,129
2006,Středočeský kraj,Kladno,Knovíz,8,98,66,,0,0,0,,1,,0,1,0,0,0,2,,15,1,,3,0,83,,0,,0,411,278,279
2006,Středočeský kraj,Kladno,Koleč,9,88,58,,1,0,1,,0,,2,0,0,3,0,0,,17,2,,0,0,105,,2,,0,470,288,288
2006,Středočeský kraj,Kladno,Královice,2,21,15,,0,0,1,,1,,0,0,0,4,0,1,,3,0,,0,0,31,,0,,0,115,79,79
2006,Středočeský kraj,Kladno,Kutrovice,1,20,8,,0,0,0,,0,,0,0,0,0,0,2,,4,0,,0,0,12,,0,,1,87,48,49
2006,Středočeský kraj,Kladno,Kvílice,1,20,10,,0,0,0,,1,,0,1,0,0,0,0,,1,0,,0,0,11,,0,,0,62,45,45
2006,Středočeský kraj,Kladno,Kyšice,7,164,48,,0,1,6,,0,,2,2,0,2,0,0,,26,3,,0,1,74,,0,,0,479,336,338
2006,Středočeský kraj,Kladno,Ledce,8,39,46,,1,1,4,,4,,0,0,0,2,0,0,,12,1,,2,0,68,,1,,0,313,189,189
2006,Středočeský kraj,Kladno,Lhota,4,144,75,,0,0,2,,1,,1,2,0,0,0,0,,18,1,,0,3,99,,0,,2,491,352,354
2006,Středočeský kraj,Kladno,Libochovičky,1,30,2,,0,0,0,,0,,0,0,0,0,0,0,,1,0,,0,0,5,,0,,0,41,39,39
2006,Středočeský kraj,Kladno,Libovice,12,53,14,,0,0,4,,1,,2,0,0,3,0,3,,7,2,,0,0,46,,1,,0,209,148,148
2006,Středočeský kraj,Kladno,Libušín,35,419,273,,5,0,10,,11,,1,2,0,17,0,4,,64,5,,5,5,393,,3,,6,2152,1258,1258
2006,Středočeský kraj,Kladno,Lidice,10,113,42,,0,0,15,,2,,0,0,0,1,0,0,,15,1,,8,0,63,,2,,0,367,272,272
2006,Středočeský kraj,Kladno,Líský,0,18,16,,0,0,1,,0,,0,0,0,0,0,0,,5,0,,0,0,9,,0,,0,69,49,50
2006,Středočeský kraj,Kladno,Loucká,0,21,16,,0,0,1,,1,,0,0,0,0,0,0,,3,1,,0,0,10,,0,,0,96,53,53
2006,Středočeský kraj,Kladno,Makotřasy,9,72,23,,1,2,0,,3,,0,2,0,5,0,3,,18,1,,0,0,52,,0,,0,267,191,192
2006,Středočeský kraj,Kladno,Malé Kyšice,8,92,13,,0,0,3,,0,,0,0,0,2,0,1,,23,0,,2,0,41,,3,,0,240,188,189
2006,Středočeský kraj,Kladno,Malé Přítočno,3,73,18,,0,0,0,,3,,1,1,0,2,0,0,,11,0,,0,0,35,,1,,0,202,148,148
2006,Středočeský kraj,Kladno,Malíkovice,6,50,50,,1,0,2,,0,,0,0,0,1,0,1,,9,2,,2,0,61,,0,,0,281,185,186
2006,Středočeský kraj,Kladno,Neprobylice,2,20,12,,0,0,0,,0,,1,0,0,0,0,0,,8,2,,0,0,26,,0,,0,105,71,73
2006,Středočeský kraj,Kladno,Neuměřice,2,54,31,,0,0,0,,1,,0,0,0,2,0,1,,10,2,,0,1,57,,0,,1,295,162,162
2006,Středočeský kraj,Kladno,Olovnice,7,87,45,,2,0,2,,2,,1,1,0,1,0,1,,15,4,,3,1,81,,1,,0,356,254,254
2006,Středočeský kraj,Kladno,Otvovice,12,169,83,,1,0,5,,4,,2,2,0,5,0,2,,13,3,,2,4,86,,0,,2,596,395,396
2006,Středočeský kraj,Kladno,Páleč,5,29,19,,0,1,6,,2,,0,0,0,0,0,0,,3,0,,0,0,41,,0,,0,152,106,106
2006,Středočeský kraj,Kladno,Pavlov,1,30,14,,0,0,0,,0,,0,0,0,2,0,0,,2,0,,1,1,12,,0,,0,84,63,63
2006,Středočeský kraj,Kladno,Pchery,15,268,214,,3,2,11,,2,,3,3,0,20,0,4,,38,3,,6,1,355,,2,,0,1443,950,951
2006,Středočeský kraj,Kladno,Pletený Újezd,7,99,42,,0,0,2,,1,,0,1,0,2,0,2,,12,0,,0,1,80,,3,,0,344,252,252
2006,Středočeský kraj,Kladno,Plchov,2,21,30,,0,0,3,,2,,0,0,0,0,0,1,,8,0,,1,0,24,,0,,2,143,94,94
2006,Středočeský kraj,Kladno,Podlešín,3,35,57,,1,0,2,,2,,0,1,0,0,0,2,,7,3,,2,0,64,,1,,0,254,180,180
2006,Středočeský kraj,Kladno,Poštovice,3,30,24,,0,0,0,,0,,0,0,0,1,1,0,,4,0,,0,1,62,,2,,1,174,129,130
2006,Středočeský kraj,Kladno,Pozdeň,11,82,54,,0,0,2,,0,,0,0,0,7,0,0,,6,0,,1,0,66,,0,,2,326,231,232
2006,Středočeský kraj,Kladno,Přelíc,6,78,23,,0,1,3,,1,,0,0,0,1,0,0,,8,0,,2,0,67,,2,,1,294,193,193
2006,Středočeský kraj,Kladno,Řisuty,4,71,28,,1,0,1,,0,,1,0,0,5,0,0,,9,0,,4,0,40,,3,,1,250,168,169
2006,Středočeský kraj,Kladno,Sazená,2,49,29,,0,1,0,,0,,0,0,0,5,0,1,,3,0,,0,0,24,,2,,0,226,116,116
2006,Středočeský kraj,Kladno,Slaný,204,2917,1042,,26,7,147,,29,,12,11,0,104,1,38,,449,20,,22,21,2519,,25,,8,12337,7602,7642
2006,Středočeský kraj,Kladno,Slatina,9,45,62,,0,2,2,,0,,0,2,0,0,0,2,,7,3,,2,0,66,,0,,0,331,202,202
2006,Středočeský kraj,Kladno,Smečno,38,266,169,,1,0,14,,7,,1,0,0,7,0,1,,40,4,,6,1,252,,6,,1,1405,814,818
2006,Středočeský kraj,Kladno,Stehelčeves,9,92,73,,1,0,2,,2,,0,0,0,4,0,1,,26,1,,2,0,71,,3,,1,453,288,288
2006,Středočeský kraj,Kladno,Stochov,90,753,431,,4,4,29,,20,,4,2,0,46,0,9,,168,18,,26,10,942,,6,,8,4542,2570,2583
2006,Středočeský kraj,Kladno,Stradonice,3,7,12,,0,0,1,,0,,0,0,0,0,0,0,,0,0,,0,1,23,,0,,0,86,47,47
2006,Středočeský kraj,Kladno,Studeněves,7,76,33,,0,0,3,,0,,0,0,0,7,0,0,,20,0,,0,0,39,,0,,0,292,185,187
2006,Středočeský kraj,Kladno,Svárov,3,92,26,,0,0,9,,1,,0,0,0,5,0,0,,11,1,,1,1,22,,0,,0,248,172,172
2006,Středočeský kraj,Kladno,Svinařov,2,150,66,,0,1,1,,1,,0,0,0,1,0,0,,16,2,,1,0,124,,0,,0,522,365,366
2006,Středočeský kraj,Kladno,Šlapanice,8,25,30,,0,0,4,,0,,1,1,0,1,0,0,,6,0,,0,0,30,,0,,0,147,106,106
2006,Středočeský kraj,Kladno,Třebichovice,5,88,60,,2,0,1,,3,,0,0,0,1,0,1,,15,3,,0,0,95,,3,,0,427,277,281
2006,Středočeský kraj,Kladno,Třebíz,1,51,19,,2,0,1,,1,,0,0,0,0,0,0,,4,0,,0,1,26,,0,,0,140,106,106
2006,Středočeský kraj,Kladno,Třebusice,5,68,99,,0,0,0,,1,,2,2,0,1,0,0,,11,1,,4,2,78,,0,,1,374,275,284
2006,Středočeský kraj,Kladno,Tuchlovice,51,474,214,,6,0,21,,9,,1,0,0,8,0,4,,74,5,,10,4,331,,4,,3,1773,1219,1223
2006,Středočeský kraj,Kladno,Tuřany,3,105,43,,0,0,1,,7,,0,0,0,5,0,0,,11,0,,1,1,96,,1,,0,401,274,274
2006,Středočeský kraj,Kladno,Uhy,1,51,33,,1,0,6,,0,,0,1,0,3,0,0,,14,2,,0,0,49,,1,,0,282,162,163
2006,Středočeský kraj,Kladno,Unhošť,120,908,217,,11,1,48,,19,,3,4,0,14,0,5,,96,8,,5,7,578,,4,,0,3012,2048,2069
2006,Středočeský kraj,Kladno,Velká Dobrá,37,413,90,,1,0,11,,1,,0,0,0,8,0,0,,33,3,,7,1,215,,5,,0,1097,825,827
2006,Středočeský kraj,Kladno,Velké Přítočno,10,196,65,,0,0,3,,3,,1,0,0,5,0,0,,18,2,,9,1,108,,2,,0,653,423,424
2006,Středočeský kraj,Kladno,Velvary,63,549,250,,10,1,27,,16,,3,5,0,20,0,9,,65,6,,11,7,476,,9,,5,2372,1532,1537
2006,Středočeský kraj,Kladno,Vinařice,20,419,215,,2,2,11,,8,,2,3,0,19,0,9,,81,8,,11,2,321,,11,,1,1804,1145,1150
2006,Středočeský kraj,Kladno,Vraný,39,73,70,,0,1,4,,0,,1,0,0,8,0,2,,20,0,,5,0,123,,1,,3,552,350,351
2006,Středočeský kraj,Kladno,Vrbičany,1,17,46,,0,0,2,,2,,1,0,0,0,0,0,,7,0,,0,0,18,,0,,0,173,94,94
2006,Středočeský kraj,Kladno,Zájezd,5,19,9,,0,0,1,,0,,0,0,0,1,0,0,,8,0,,0,0,15,,0,,0,86,58,58
