year,region,county,town,kdúčsl,Liberálové.CZ,ods,ksčm,Konzervativní strana,Sdruž.pro rep.-Republ.str.Čsl.,EVROPSKÝ STŘED,Suverenita-blok J.Bobošíkové,STOP,top_09,Dělnic.str.sociální spravedl.,Strana svobodných občanů,Koruna Česká (monarch.strana),-,Klíčové hnutí,Humanistická strana,sz,Strana Práv Občanů ZEMANOVCI,Volte Pr.Blok www.cibulka.net,Česká str.národ.socialistická,Česká pirátská strana,vv,čssd,NÁRODNÍ PROSPERITA,Česká strana národně sociální,Moravané,OBČANÉ.CZ,voters,votes_ok,votes_all
2010,Jihomoravský kraj,Brno-venkov,Sobotovice,23,,43,17,0,,,13,0,25,5,4,0,0,,,2,6,3,0,2,32,43,,,4,2,411,224,225
2010,Jihomoravský kraj,Brno-venkov,Sokolnice,104,,188,100,0,,,38,1,258,9,8,3,0,,,15,55,7,1,6,105,204,,,5,5,1689,1112,1117
2010,Jihomoravský kraj,Brno-venkov,Stanoviště,40,,27,37,0,,,3,0,29,1,1,2,0,,,0,7,0,0,0,10,41,,,2,0,276,200,201
2010,Jihomoravský kraj,Brno-venkov,Strhaře,14,,10,6,0,,,2,0,7,0,0,0,0,,,0,4,0,0,1,12,21,,,6,0,104,83,83
2010,Jihomoravský kraj,Brno-venkov,Střelice,292,,268,105,1,,,40,0,264,9,14,2,0,,,28,57,5,0,6,168,261,,,8,4,2093,1532,1544
2010,Jihomoravský kraj,Brno-venkov,Svatoslav,12,,19,42,2,,,5,0,10,4,0,0,0,,,3,11,0,0,3,17,73,,,1,0,331,202,203
2010,Jihomoravský kraj,Brno-venkov,Synalov,17,,5,19,0,,,1,0,6,1,0,0,0,,,0,0,0,1,0,2,14,,,0,0,89,66,66
2010,Jihomoravský kraj,Brno-venkov,Syrovice,63,,135,60,0,,,23,0,107,9,4,0,0,,,9,33,1,0,10,58,138,,,7,0,990,657,659
2010,Jihomoravský kraj,Brno-venkov,Šerkovice,1,,24,23,0,,,2,0,19,0,0,0,0,,,2,7,0,0,1,15,30,,,0,0,186,124,124
2010,Jihomoravský kraj,Brno-venkov,Šlapanice,447,,772,279,1,,,91,2,832,23,26,2,0,,,102,128,14,1,27,375,761,,,28,39,5470,3950,3975
2010,Jihomoravský kraj,Brno-venkov,Štěpánovice,26,,62,35,0,,,8,0,33,0,1,1,0,,,4,9,0,0,1,24,58,,,8,0,359,270,270
2010,Jihomoravský kraj,Brno-venkov,Šumice,2,,11,14,0,,,2,0,5,1,2,0,0,,,0,1,0,0,0,7,44,,,0,0,178,89,90
2010,Jihomoravský kraj,Brno-venkov,Telnice,70,,149,30,0,,,33,1,112,9,6,1,0,,,20,33,3,0,2,89,205,,,5,1,1117,769,770
2010,Jihomoravský kraj,Brno-venkov,Těšany,69,,79,85,1,,,12,0,117,2,2,0,0,,,13,16,3,1,2,62,144,,,0,1,990,609,612
2010,Jihomoravský kraj,Brno-venkov,Tetčice,18,,143,51,0,,,13,0,101,2,2,0,0,,,10,33,1,0,0,60,128,,,5,0,826,567,570
2010,Jihomoravský kraj,Brno-venkov,Tišnov,325,,829,460,1,,,76,2,687,38,15,6,0,,,137,238,16,1,26,513,1100,,,11,4,6946,4485,4513
2010,Jihomoravský kraj,Brno-venkov,Tišnovská Nová Ves,10,,1,11,0,,,0,0,9,0,0,0,0,,,0,1,1,0,0,5,9,,,0,0,61,47,47
2010,Jihomoravský kraj,Brno-venkov,Trboušany,34,,29,18,0,,,7,0,25,0,0,0,0,,,0,10,0,0,1,34,44,,,1,0,280,203,203
2010,Jihomoravský kraj,Brno-venkov,Troskotovice,6,,42,62,0,,,12,0,17,5,0,1,0,,,4,11,3,0,2,32,81,,,4,1,525,283,285
2010,Jihomoravský kraj,Brno-venkov,Troubsko,109,,314,68,1,,,24,2,259,11,4,0,0,,,21,48,1,1,4,126,177,,,5,1,1657,1176,1180
2010,Jihomoravský kraj,Brno-venkov,Tvarožná,156,,123,55,1,,,11,0,121,3,3,0,0,,,9,13,1,0,11,56,114,,,3,17,965,697,700
2010,Jihomoravský kraj,Brno-venkov,Újezd u Brna,225,,296,148,2,,,63,0,316,23,8,4,0,,,27,66,8,2,20,158,409,,,19,8,2504,1802,1813
2010,Jihomoravský kraj,Brno-venkov,Újezd u Rosic,22,,18,27,0,,,1,1,22,8,0,0,0,,,0,9,2,0,0,11,29,,,2,0,217,152,152
2010,Jihomoravský kraj,Brno-venkov,Újezd u Tišnova,14,,4,12,0,,,1,0,10,0,0,0,0,,,5,1,0,0,0,2,26,,,1,0,110,76,77
2010,Jihomoravský kraj,Brno-venkov,Unín,5,,17,17,0,,,4,0,7,1,0,0,0,,,2,10,1,0,1,5,37,,,0,1,172,108,110
2010,Jihomoravský kraj,Brno-venkov,Unkovice,35,,33,56,0,,,20,0,52,1,3,0,0,,,5,10,0,0,0,45,100,,,3,0,521,363,363
2010,Jihomoravský kraj,Brno-venkov,Úsuší,6,,12,6,0,,,1,0,12,3,0,0,0,,,0,1,0,0,0,1,34,,,0,0,98,76,76
2010,Jihomoravský kraj,Brno-venkov,Velatice,82,,65,16,1,,,3,0,54,4,2,1,0,,,7,8,3,0,3,33,45,,,0,3,475,330,332
2010,Jihomoravský kraj,Brno-venkov,Veverská Bítýška,118,,294,150,0,,,29,2,304,21,13,3,0,,,28,72,8,0,6,188,363,,,7,2,2422,1608,1611
2010,Jihomoravský kraj,Brno-venkov,Veverské Knínice,16,,91,58,0,,,13,1,66,0,2,3,0,,,8,19,3,0,3,49,101,,,3,0,699,436,438
2010,Jihomoravský kraj,Brno-venkov,Viničné Šumice,82,,117,82,1,,,20,0,120,7,3,4,0,,,8,26,0,0,6,58,160,,,4,4,953,702,706
2010,Jihomoravský kraj,Brno-venkov,Vlasatice,30,,50,70,0,,,11,0,34,4,0,0,0,,,1,11,1,0,4,20,64,,,2,0,649,302,303
2010,Jihomoravský kraj,Brno-venkov,Vohančice,6,,35,4,0,,,1,1,12,0,0,0,0,,,2,5,0,0,2,14,20,,,0,0,136,102,102
2010,Jihomoravský kraj,Brno-venkov,Vojkovice,29,,138,54,1,,,12,0,115,3,2,0,0,,,12,28,2,2,4,76,97,,,7,4,882,586,587
2010,Jihomoravský kraj,Brno-venkov,Vranov,46,,90,37,0,,,5,0,80,3,0,1,0,,,13,13,1,0,1,32,112,,,2,0,567,436,437
2010,Jihomoravský kraj,Brno-venkov,Vranovice,67,,179,105,4,,,47,0,163,1,0,1,0,,,35,36,8,3,9,112,200,,,21,0,1657,991,996
2010,Jihomoravský kraj,Brno-venkov,Vratislávka,18,,2,4,0,,,0,0,1,0,0,0,0,,,0,0,1,0,1,1,20,,,1,0,66,49,49
2010,Jihomoravský kraj,Brno-venkov,Všechovice,1,,28,13,0,,,4,0,13,1,2,0,0,,,1,11,2,0,4,12,22,,,0,0,173,114,114
2010,Jihomoravský kraj,Brno-venkov,Vysoké Popovice,52,,62,61,0,,,6,0,53,4,3,1,0,,,1,24,3,1,2,36,88,,,2,0,535,399,400
2010,Jihomoravský kraj,Brno-venkov,Zakřany,65,,55,56,0,,,7,0,33,6,0,1,0,,,6,8,2,0,5,23,97,,,3,1,589,368,370
2010,Jihomoravský kraj,Brno-venkov,Zálesná Zhoř,3,,3,5,0,,,1,0,4,0,1,0,0,,,0,4,0,0,0,12,10,,,0,0,56,43,43
2010,Jihomoravský kraj,Brno-venkov,Zastávka,35,,180,243,0,,,33,2,139,24,6,3,0,,,23,76,7,4,6,101,334,,,10,3,1981,1229,1234
2010,Jihomoravský kraj,Brno-venkov,Zbraslav,66,,120,114,0,,,22,0,53,3,6,2,0,,,16,23,0,0,2,67,142,,,3,1,975,640,647
2010,Jihomoravský kraj,Brno-venkov,Zbýšov,67,,262,381,0,,,44,0,155,19,8,4,0,,,18,69,5,1,11,170,591,,,7,1,3166,1813,1821
2010,Jihomoravský kraj,Brno-venkov,Zhoř,6,,2,1,0,,,4,0,1,0,0,0,0,,,0,0,0,0,3,4,9,,,0,0,42,30,30
2010,Jihomoravský kraj,Brno-venkov,Žabčice,54,,160,97,0,,,31,0,98,9,5,2,0,,,23,55,6,3,7,73,196,,,14,1,1284,834,838
2010,Jihomoravský kraj,Brno-venkov,Žatčany,88,,57,53,0,,,13,0,97,2,2,0,0,,,11,15,2,0,2,28,57,,,2,0,622,429,430
2010,Jihomoravský kraj,Brno-venkov,Žďárec,77,,16,27,0,,,0,0,18,1,1,1,0,,,1,15,0,0,5,18,41,,,0,0,290,221,221
2010,Jihomoravský kraj,Brno-venkov,Želešice,38,,164,66,0,,,18,0,126,11,4,2,0,,,24,48,2,2,10,109,158,,,7,0,1179,789,790
2010,Jihomoravský kraj,Brno-venkov,Železné,10,,43,21,0,,,6,0,48,2,0,0,0,,,2,12,2,0,1,26,49,,,0,0,298,222,224
2010,Jihomoravský kraj,Brno-venkov,Židlochovice,89,,400,165,1,,,28,0,319,14,17,0,0,,,36,59,9,10,5,127,397,,,17,0,2674,1693,1708
2010,Jihomoravský kraj,Břeclav,Bavory,15,,48,19,0,,,9,0,47,0,0,1,0,,,11,9,0,0,0,27,38,,,1,1,344,226,226
2010,Jihomoravský kraj,Břeclav,Boleradice,97,,58,61,0,,,12,0,65,6,2,1,0,,,9,13,4,0,9,41,84,,,7,4,704,473,479
2010,Jihomoravský kraj,Břeclav,Borkovany,33,,55,57,0,,,10,0,55,9,0,0,0,,,4,13,1,0,1,42,88,,,3,0,620,371,373
2010,Jihomoravský kraj,Břeclav,Bořetice,99,,162,77,0,,,40,1,103,5,0,0,0,,,11,29,4,0,11,82,123,,,9,3,1114,759,763
2010,Jihomoravský kraj,Břeclav,Brod nad Dyjí,12,,24,43,0,,,16,0,14,2,2,0,0,,,1,9,2,0,0,14,34,,,5,1,387,179,182
2010,Jihomoravský kraj,Břeclav,Brumovice,63,,109,42,1,,,14,0,78,3,0,0,0,,,7,21,2,0,2,33,85,,,4,0,785,464,465
2010,Jihomoravský kraj,Břeclav,Břeclav,631,,2421,1469,29,,,324,3,1881,129,70,28,0,,,202,461,50,11,63,999,3081,,,77,19,20957,11948,12031
2010,Jihomoravský kraj,Břeclav,Březí,36,,122,160,4,,,26,0,86,6,2,0,0,,,10,35,2,0,3,76,144,,,22,0,1280,734,737
2010,Jihomoravský kraj,Břeclav,Bulhary,6,,40,116,0,,,6,0,22,1,1,1,0,,,3,10,0,0,3,34,89,,,4,0,667,336,350
2010,Jihomoravský kraj,Břeclav,Diváky,8,,28,56,0,,,17,0,22,3,0,4,0,,,1,12,1,0,0,8,101,,,2,0,387,263,263
2010,Jihomoravský kraj,Břeclav,Dobré Pole,7,,22,44,0,,,12,0,13,0,0,0,0,,,1,8,0,1,2,23,65,,,6,0,338,204,206
2010,Jihomoravský kraj,Břeclav,Dolní Dunajovice,35,,159,112,1,,,20,2,134,13,3,3,0,,,19,36,6,1,2,95,151,,,10,0,1475,802,810
2010,Jihomoravský kraj,Břeclav,Dolní Věstonice,2,,34,24,0,,,7,0,24,2,0,0,0,,,3,6,0,0,0,19,49,,,4,0,278,174,174
2010,Jihomoravský kraj,Břeclav,Drnholec,21,,141,114,1,,,32,0,94,7,3,0,0,,,12,26,4,1,4,75,158,,,19,14,1374,726,729
2010,Jihomoravský kraj,Břeclav,Hlohovec,108,,142,50,0,,,10,4,76,6,2,4,0,,,6,20,2,0,3,42,107,,,11,1,1078,594,597
2010,Jihomoravský kraj,Břeclav,Horní Bojanovice,36,,52,58,0,,,18,0,23,3,2,4,0,,,4,10,4,0,6,23,68,,,3,0,515,314,315
2010,Jihomoravský kraj,Břeclav,Horní Věstonice,6,,40,35,0,,,9,0,29,2,1,1,0,,,9,5,1,0,0,31,51,,,11,0,361,231,231
2010,Jihomoravský kraj,Břeclav,Hrušky,117,,79,149,2,,,18,1,98,2,2,0,0,,,7,18,5,0,1,63,186,,,12,2,1234,762,773
2010,Jihomoravský kraj,Břeclav,Hustopeče,191,,686,300,12,,,83,2,506,27,5,11,0,,,61,121,7,3,21,263,628,,,22,10,4848,2959,2977
2010,Jihomoravský kraj,Břeclav,Jevišovka,15,,14,48,0,,,7,0,13,4,2,0,0,,,4,11,3,0,1,38,61,,,2,0,473,223,223
2010,Jihomoravský kraj,Břeclav,Kašnice,3,,24,21,0,,,2,0,26,0,1,0,0,,,5,17,0,0,2,4,35,,,1,0,201,141,141
2010,Jihomoravský kraj,Břeclav,Klentnice,2,,52,41,0,,,7,0,32,1,0,0,0,,,10,5,3,1,3,18,56,,,8,0,365,239,239
2010,Jihomoravský kraj,Břeclav,Klobouky u Brna,110,,213,130,1,,,44,0,180,6,8,1,0,,,24,40,8,1,6,96,268,,,30,0,1883,1166,1175
2010,Jihomoravský kraj,Břeclav,Kobylí,152,,159,103,4,,,41,3,185,3,5,0,0,,,9,37,6,0,6,116,238,,,8,4,1745,1079,1090
2010,Jihomoravský kraj,Břeclav,Kostice,54,,140,216,1,,,22,0,126,14,5,2,0,,,12,38,5,0,8,53,178,,,11,3,1503,888,895
2010,Jihomoravský kraj,Břeclav,Krumvíř,40,,107,79,0,,,14,0,115,11,0,1,0,,,3,28,0,0,2,51,133,,,10,0,932,594,597
2010,Jihomoravský kraj,Břeclav,Křepice,90,,96,74,0,,,23,0,61,8,3,0,0,,,13,33,2,0,3,79,133,,,11,0,1016,629,632
2010,Jihomoravský kraj,Břeclav,Kurdějov,7,,30,30,0,,,1,0,40,12,1,2,0,,,4,8,0,0,2,11,53,,,0,0,325,201,201
2010,Jihomoravský kraj,Břeclav,Ladná,71,,140,71,0,,,18,0,96,11,2,1,0,,,10,24,5,0,6,53,106,,,7,1,1019,622,623
2010,Jihomoravský kraj,Břeclav,Lanžhot,163,,291,171,5,,,48,1,221,14,13,4,0,,,24,57,13,6,7,167,486,,,16,3,3042,1710,1727
2010,Jihomoravský kraj,Břeclav,Lednice,67,,246,151,1,,,42,0,157,7,5,2,0,,,21,33,2,2,12,124,281,,,26,0,2020,1179,1183
2010,Jihomoravský kraj,Břeclav,Mikulov,139,,675,590,2,,,84,1,555,46,13,3,0,,,90,152,19,5,10,380,716,,,30,10,6197,3520,3543
2010,Jihomoravský kraj,Břeclav,Milovice,5,,42,30,0,,,3,0,13,8,0,1,0,,,1,8,1,0,2,21,67,,,6,1,377,209,210
2010,Jihomoravský kraj,Břeclav,Moravská Nová Ves,112,,227,144,3,,,39,0,189,12,6,0,0,,,20,42,6,1,9,113,312,,,11,2,2113,1248,1254
2010,Jihomoravský kraj,Břeclav,Moravský Žižkov,138,,136,69,0,,,15,0,90,3,7,1,0,,,9,34,2,0,5,64,93,,,9,0,1144,675,681
2010,Jihomoravský kraj,Břeclav,Morkůvky,6,,32,29,0,,,17,0,42,0,1,1,0,,,10,14,2,0,1,12,58,,,3,1,372,229,230
2010,Jihomoravský kraj,Břeclav,Němčičky,62,,119,18,0,,,6,0,31,2,2,0,0,,,3,10,1,0,2,30,54,,,1,3,495,344,345
2010,Jihomoravský kraj,Břeclav,Nikolčice,79,,48,45,0,,,20,0,42,2,2,0,0,,,4,7,1,0,4,28,84,,,6,2,648,374,375
2010,Jihomoravský kraj,Břeclav,Novosedly,39,,75,68,4,,,19,0,52,0,5,0,0,,,8,17,2,0,1,51,137,,,2,3,914,483,484
2010,Jihomoravský kraj,Břeclav,Nový Přerov,6,,25,42,0,,,5,0,19,3,0,0,0,,,6,7,3,0,0,13,17,,,2,0,277,148,151
2010,Jihomoravský kraj,Břeclav,Pavlov,7,,51,57,1,,,9,0,37,3,0,0,0,,,9,9,2,1,0,33,82,,,6,0,514,307,313
2010,Jihomoravský kraj,Břeclav,Perná,29,,83,53,1,,,8,1,79,4,3,0,0,,,6,13,5,0,4,43,72,,,3,0,643,407,407
2010,Jihomoravský kraj,Břeclav,Podivín,68,,294,189,4,,,41,0,221,5,5,5,0,,,22,34,8,4,11,119,329,,,15,2,2373,1376,1387
2010,Jihomoravský kraj,Břeclav,Popice,79,,74,70,1,,,19,0,55,3,5,0,0,,,7,15,1,0,1,39,109,,,5,2,798,485,485
2010,Jihomoravský kraj,Břeclav,Pouzdřany,12,,40,56,0,,,10,0,30,2,1,0,0,,,8,11,4,0,4,38,97,,,4,0,620,317,323
2010,Jihomoravský kraj,Břeclav,Přítluky,7,,36,65,0,,,8,0,31,0,0,0,0,,,12,4,0,0,1,31,122,,,5,0,654,322,324
2010,Jihomoravský kraj,Břeclav,Rakvice,27,,227,95,6,,,27,0,181,9,13,1,0,,,11,42,3,1,10,99,213,,,21,1,1751,987,988
2010,Jihomoravský kraj,Břeclav,Sedlec,8,,48,82,1,,,18,0,36,5,2,0,0,,,8,10,0,1,3,24,127,,,9,0,702,382,385
2010,Jihomoravský kraj,Břeclav,Starovice,22,,57,40,0,,,13,0,55,3,1,1,0,,,8,11,0,0,4,48,86,,,2,5,658,356,357
2010,Jihomoravský kraj,Břeclav,Starovičky,19,,63,66,0,,,10,0,28,3,0,0,0,,,5,12,0,1,1,44,79,,,3,2,638,336,343
2010,Jihomoravský kraj,Břeclav,Strachotín,19,,77,87,0,,,8,0,43,2,0,1,0,,,1,12,0,0,6,38,102,,,10,1,663,407,408
2010,Jihomoravský kraj,Břeclav,Šakvice,64,,91,75,0,,,23,0,73,7,4,2,0,,,10,23,2,0,1,57,128,,,16,0,1126,576,582
2010,Jihomoravský kraj,Břeclav,Šitbořice,224,,99,106,1,,,35,0,134,13,8,2,0,,,14,48,5,2,7,97,281,,,5,1,1556,1082,1084
2010,Jihomoravský kraj,Břeclav,Tvrdonice,95,,156,224,0,,,38,0,147,8,7,1,0,,,3,29,5,0,8,67,203,,,14,0,1725,1005,1010
2010,Jihomoravský kraj,Břeclav,Týnec,50,,69,138,0,,,13,0,105,2,1,3,0,,,6,15,2,0,3,34,79,,,3,0,844,523,523
2010,Jihomoravský kraj,Břeclav,Uherčice,135,,79,56,1,,,11,0,85,5,0,0,0,,,9,15,1,2,2,70,82,,,1,1,845,555,557
2010,Jihomoravský kraj,Břeclav,Valtice,40,,337,235,0,,,58,1,275,5,9,19,0,,,34,54,6,1,16,190,493,,,12,4,3085,1789,1798
2010,Jihomoravský kraj,Břeclav,Velké Bílovice,304,,399,148,1,,,83,1,322,11,12,1,0,,,19,43,10,0,11,164,284,,,25,8,3050,1846,1863
2010,Jihomoravský kraj,Břeclav,Velké Hostěrádky,15,,26,30,1,,,6,0,30,0,0,0,0,,,4,7,0,0,0,21,71,,,5,0,359,216,217
2010,Jihomoravský kraj,Břeclav,Velké Němčice,171,,156,63,0,,,18,0,167,2,2,0,0,,,18,32,6,1,7,87,143,,,7,1,1362,881,884
2010,Jihomoravský kraj,Břeclav,Velké Pavlovice,163,,335,217,1,,,49,1,219,10,5,2,0,,,26,55,5,0,10,198,328,,,14,4,2515,1642,1656
2010,Jihomoravský kraj,Břeclav,Vrbice,51,,94,42,1,,,22,1,99,2,0,0,0,,,10,20,0,0,1,74,117,,,10,1,910,545,550
2010,Jihomoravský kraj,Břeclav,Zaječí,14,,80,126,0,,,26,0,69,3,3,2,0,,,6,37,1,0,2,82,127,,,5,2,1125,585,589
2010,Jihomoravský kraj,Hodonín,Archlebov,74,,34,87,0,,,2,0,50,1,3,1,0,,,10,20,0,1,3,44,107,,,3,0,745,440,443
2010,Jihomoravský kraj,Hodonín,"Blatnice pod Svatým
Antonínkem",206,,208,101,1,,,11,1,153,3,4,5,0,,,13,52,6,3,6,98,216,,,13,1,1756,1101,1106
2010,Jihomoravský kraj,Hodonín,Blatnička,45,,24,18,0,,,4,1,37,10,1,1,0,,,1,9,0,0,0,29,44,,,1,1,369,226,231
2010,Jihomoravský kraj,Hodonín,Bukovany,67,,66,89,0,,,9,1,31,1,2,0,0,,,7,9,0,0,2,22,98,,,5,2,620,411,414
2010,Jihomoravský kraj,Hodonín,Bzenec,127,,400,273,2,,,56,1,231,23,7,2,0,,,32,80,16,4,12,220,484,,,39,3,3477,2012,2023
2010,Jihomoravský kraj,Hodonín,Čejč,62,,138,75,1,,,16,0,78,9,1,2,0,,,9,26,1,0,9,65,166,,,8,3,1019,669,670
2010,Jihomoravský kraj,Hodonín,Čejkovice,179,,155,144,6,,,26,1,264,14,6,2,0,,,18,41,0,0,8,107,196,,,17,1,2053,1185,1197
2010,Jihomoravský kraj,Hodonín,Čeložnice,19,,40,34,0,,,17,0,18,2,0,0,0,,,5,11,0,0,2,11,60,,,2,0,332,221,221
2010,Jihomoravský kraj,Hodonín,Dambořice,110,,84,55,0,,,31,0,48,1,1,0,0,,,5,20,3,0,2,78,139,,,9,0,1053,586,586
2010,Jihomoravský kraj,Hodonín,Dolní Bojanovice,584,,186,87,0,,,20,1,243,9,7,3,0,,,11,51,13,1,16,147,176,,,12,3,2353,1570,1575
2010,Jihomoravský kraj,Hodonín,Domanín,87,,68,70,0,,,19,1,48,3,2,1,0,,,6,15,0,0,7,54,147,,,8,0,804,536,536
2010,Jihomoravský kraj,Hodonín,Dražůvky,14,,17,22,0,,,2,0,14,1,1,1,0,,,4,14,0,0,1,23,35,,,0,0,228,149,150
2010,Jihomoravský kraj,Hodonín,Dubňany,161,,442,689,3,,,63,0,267,24,15,3,0,,,49,75,10,2,27,267,931,,,23,4,5372,3055,3072
2010,Jihomoravský kraj,Hodonín,Hodonín,724,,2147,1746,17,,,243,2,1508,130,56,10,0,,,342,494,72,9,102,1208,3184,,,84,28,21505,12106,12174
2010,Jihomoravský kraj,Hodonín,Hovorany,214,,174,173,0,,,43,2,114,13,5,2,0,,,17,30,2,3,19,97,237,,,19,2,1771,1166,1176
2010,Jihomoravský kraj,Hodonín,Hroznová Lhota,154,,71,75,1,,,14,2,70,0,1,1,0,,,5,20,3,0,3,56,148,,,3,0,1029,627,634
2010,Jihomoravský kraj,Hodonín,Hrubá Vrbka,61,,17,44,1,,,9,0,15,1,1,1,0,,,5,13,0,0,4,34,84,,,3,0,537,293,293
2010,Jihomoravský kraj,Hodonín,Hýsly,21,,25,26,2,,,16,0,15,2,1,0,0,,,2,7,0,0,3,19,41,,,4,0,320,184,187
2010,Jihomoravský kraj,Hodonín,Javorník,15,,32,48,0,,,1,0,32,4,6,0,0,,,8,7,6,0,2,34,133,,,4,0,583,332,332
2010,Jihomoravský kraj,Hodonín,Ježov,20,,71,55,0,,,6,0,38,3,1,0,0,,,5,11,0,0,4,39,114,,,17,1,592,385,389
2010,Jihomoravský kraj,Hodonín,Josefov,78,,39,18,0,,,7,1,38,2,2,1,0,,,1,6,4,0,1,29,27,,,2,1,333,257,259
2010,Jihomoravský kraj,Hodonín,Karlín,15,,21,17,0,,,0,0,7,2,2,0,0,,,0,3,0,0,1,6,27,,,0,0,177,101,101
2010,Jihomoravský kraj,Hodonín,Kelčany,1,,8,34,0,,,6,2,16,2,0,1,0,,,5,7,1,0,0,11,39,,,5,0,198,138,139
2010,Jihomoravský kraj,Hodonín,Kněždub,105,,55,56,0,,,24,0,36,0,2,2,0,,,5,13,0,0,0,45,110,,,5,0,913,458,459
2010,Jihomoravský kraj,Hodonín,Kostelec,53,,110,72,1,,,15,0,56,1,3,0,0,,,10,9,1,0,2,48,93,,,3,0,672,477,482
2010,Jihomoravský kraj,Hodonín,Kozojídky,83,,27,22,0,,,7,0,40,3,1,1,0,,,9,12,0,0,1,23,51,,,1,0,396,281,281
2010,Jihomoravský kraj,Hodonín,Kuželov,55,,42,18,0,,,1,2,16,2,0,0,0,,,0,8,0,0,3,29,44,,,3,0,328,223,225
2010,Jihomoravský kraj,Hodonín,Kyjov,489,,1309,898,5,,,167,1,846,27,25,5,0,,,124,270,12,6,39,532,1467,,,117,8,9742,6347,6371
2010,Jihomoravský kraj,Hodonín,Labuty,6,,16,22,0,,,1,0,7,1,2,0,0,,,1,5,1,0,2,10,24,,,1,1,162,100,101
2010,Jihomoravský kraj,Hodonín,Lipov,94,,196,69,2,,,7,0,59,2,3,0,0,,,9,25,2,0,5,68,247,,,7,3,1240,798,801
2010,Jihomoravský kraj,Hodonín,Louka,86,,62,64,0,,,15,0,53,3,1,0,0,,,7,29,0,0,5,39,167,,,6,0,815,537,542
2010,Jihomoravský kraj,Hodonín,Lovčice,70,,52,76,0,,,10,0,45,1,0,1,0,,,6,28,3,0,2,50,116,,,9,4,631,473,477
2010,Jihomoravský kraj,Hodonín,Lužice,106,,275,168,1,,,25,1,206,18,4,3,0,,,29,47,10,0,9,157,282,,,14,4,2310,1359,1366
2010,Jihomoravský kraj,Hodonín,Malá Vrbka,14,,5,27,0,,,0,0,7,0,1,0,0,,,1,4,0,0,0,8,42,,,0,0,156,109,110
2010,Jihomoravský kraj,Hodonín,Mikulčice,66,,186,152,1,,,30,1,133,16,4,1,0,,,27,28,5,0,9,118,195,,,9,6,1593,987,1005
2010,Jihomoravský kraj,Hodonín,Milotice,184,,143,118,1,,,21,1,117,7,5,1,0,,,12,25,2,0,6,99,174,,,8,3,1589,927,931
2010,Jihomoravský kraj,Hodonín,Moravany,61,,91,58,0,,,20,0,27,2,0,1,0,,,5,11,0,0,8,35,97,,,5,1,644,422,429
2010,Jihomoravský kraj,Hodonín,Moravský Písek,105,,145,153,0,,,20,0,82,9,3,3,0,,,5,92,1,1,8,90,324,,,6,1,1730,1048,1055
2010,Jihomoravský kraj,Hodonín,Mouchnice,9,,21,37,0,,,1,0,3,10,0,0,0,,,1,8,0,0,0,20,62,,,3,0,268,175,177
2010,Jihomoravský kraj,Hodonín,Mutěnice,345,,310,176,1,,,58,0,240,5,8,2,0,,,29,53,6,0,15,191,347,,,18,5,2981,1809,1823
2010,Jihomoravský kraj,Hodonín,Násedlovice,72,,50,37,0,,,4,1,54,6,3,0,0,,,8,9,0,0,1,51,105,,,5,0,681,406,406
2010,Jihomoravský kraj,Hodonín,Nechvalín,17,,12,28,0,,,5,0,15,1,3,0,0,,,0,8,1,1,2,14,101,,,2,0,281,210,211
2010,Jihomoravský kraj,Hodonín,Nenkovice,54,,27,42,0,,,4,0,27,0,0,0,0,,,5,10,5,0,1,19,42,,,0,0,367,236,237
2010,Jihomoravský kraj,Hodonín,Nová Lhota,51,,24,37,0,,,6,0,18,1,0,4,0,,,1,15,1,1,0,8,94,,,3,1,581,265,265
2010,Jihomoravský kraj,Hodonín,Nový Poddvorov,13,,16,7,0,,,10,0,6,5,0,0,0,,,1,1,0,0,0,5,20,,,0,0,151,84,84
2010,Jihomoravský kraj,Hodonín,Ostrovánky,29,,6,35,0,,,5,0,7,0,1,0,0,,,3,2,0,0,3,9,26,,,2,0,189,128,129
2010,Jihomoravský kraj,Hodonín,Petrov,79,,106,71,0,,,12,1,86,5,2,4,0,,,2,20,3,0,6,69,176,,,4,1,1100,647,651
2010,Jihomoravský kraj,Hodonín,Prušánky,162,,176,114,0,,,27,0,144,4,11,0,0,,,17,55,10,1,6,121,240,,,11,3,1745,1102,1112
2010,Jihomoravský kraj,Hodonín,Radějov,52,,57,64,0,,,13,0,48,4,3,5,0,,,10,15,0,1,4,28,105,,,6,1,684,416,418
2010,Jihomoravský kraj,Hodonín,Ratíškovice,236,,410,279,2,,,40,1,226,14,5,3,0,,,36,74,7,0,24,215,501,,,19,4,3396,2096,2109
2010,Jihomoravský kraj,Hodonín,Rohatec,90,,346,208,3,,,63,1,199,16,11,4,0,,,30,56,9,2,8,189,474,,,15,1,2881,1725,1741
2010,Jihomoravský kraj,Hodonín,Skalka,7,,13,8,0,,,3,0,6,0,0,0,0,,,0,5,0,0,0,5,30,,,1,0,146,78,79
2010,Jihomoravský kraj,Hodonín,Skoronice,64,,39,28,0,,,8,0,30,1,3,0,0,,,6,32,3,0,2,20,52,,,3,0,431,291,294
2010,Jihomoravský kraj,Hodonín,Sobůlky,42,,57,88,0,,,18,1,34,6,1,0,0,,,4,30,0,0,0,42,134,,,3,1,719,461,462
