year,region,county,town,kdúčsl,Liberálové.CZ,ods,ksčm,Konzervativní strana,Sdruž.pro rep.-Republ.str.Čsl.,EVROPSKÝ STŘED,Suverenita-blok J.Bobošíkové,STOP,top_09,Dělnic.str.sociální spravedl.,Strana svobodných občanů,Koruna Česká (monarch.strana),-,Klíčové hnutí,Humanistická strana,sz,Strana Práv Občanů ZEMANOVCI,Volte Pr.Blok www.cibulka.net,Česká str.národ.socialistická,Česká pirátská strana,vv,čssd,NÁRODNÍ PROSPERITA,Česká strana národně sociální,Moravané,OBČANÉ.CZ,voters,votes_ok,votes_all
2010,Jihočeský kraj,Tábor,Vlkov,3,,21,19,0,,0,1,0,14,1,0,,0,,,0,2,2,,0,8,20,,,,0,144,91,91
2010,Jihočeský kraj,Tábor,Vodice,1,,11,26,0,,0,2,0,12,0,0,,0,,,1,3,0,,2,13,33,,,,1,164,105,105
2010,Jihočeský kraj,Tábor,Zadní Střítež,0,,1,2,0,,0,1,0,1,0,0,,0,,,0,5,0,,0,3,5,,,,0,36,18,18
2010,Jihočeský kraj,Tábor,Záhoří,2,,12,8,0,,0,2,0,4,0,1,,0,,,2,2,1,,1,2,8,,,,0,52,45,45
2010,Jihočeský kraj,Tábor,Zálší,11,,27,16,0,,0,6,0,31,3,0,,0,,,1,5,0,,1,13,20,,,,0,226,134,134
2010,Jihočeský kraj,Tábor,Zhoř u Mladé Vožice,1,,5,7,0,,0,1,0,4,0,0,,0,,,0,1,0,,2,8,7,,,,0,78,36,36
2010,Jihočeský kraj,Tábor,Zhoř u Tábora,6,,31,5,0,,0,3,0,7,2,0,,0,,,0,0,0,,0,18,12,,,,0,133,84,85
2010,Jihočeský kraj,Tábor,Zlukov,13,,32,18,0,,0,4,0,29,2,1,,0,,,4,9,0,,4,14,23,,,,0,217,153,154
2010,Jihočeský kraj,Tábor,Zvěrotice,1,,39,27,0,,0,10,0,27,2,0,,0,,,0,19,1,,2,19,54,,,,0,291,201,204
2010,Jihočeský kraj,Tábor,Želeč,10,,138,62,0,,0,17,0,81,6,5,,0,,,10,19,0,,1,52,85,,,,0,688,486,487
2010,Jihočeský kraj,Tábor,Žíšov,1,,25,15,0,,0,9,0,4,1,3,,0,,,0,9,0,,0,17,24,,,,3,157,111,112
2010,Jihočeský kraj,Zahraničí,Albánie,233,,1641,132,4,,2,39,2,2361,14,51,,0,,,667,117,6,,32,304,367,,,,11,7302,5983,6010
2010,Jihočeský kraj,Zahraničí,Berlín,16,,93,3,0,,0,0,0,132,0,0,,0,,,55,5,1,,3,19,18,,,,1,427,346,348
2010,Jihočeský kraj,Zahraničí,Jekatěrinburg,10,,50,8,0,,0,2,0,62,0,4,,0,,,10,2,0,,0,8,27,,,,0,224,183,184
2010,Jihočeský kraj,Zahraničí,Doněck,2,,16,1,0,,0,1,0,36,1,0,,0,,,2,6,0,,2,6,8,,,,1,90,82,82
2010,Jihočeský kraj,Zahraničí,Afghánistán,28,,238,17,0,,0,6,0,318,2,6,,0,,,76,58,1,,3,76,78,,,,3,1160,910,916
2010,Jihočeský kraj,Zahraničí,Hongkong,2,,43,2,0,,0,0,0,55,0,0,,0,,,5,2,1,,0,6,5,,,,0,147,121,123
2010,Jihočeský kraj,Zahraničí,Dillí,0,,13,0,0,,0,1,0,8,0,0,,0,,,5,4,0,,0,0,3,,,,0,45,34,34
2010,Jihočeský kraj,Zahraničí,Ankara,1,,16,0,0,,0,0,0,30,1,0,,0,,,11,1,0,,1,5,7,,,,0,80,73,73
2010,Jihočeský kraj,Zahraničí,Argentina,43,,255,5,3,,1,5,0,401,2,16,,0,,,92,9,0,,1,33,42,,,,4,1665,912,915
2010,Jihočeský kraj,Zahraničí,Brasília,0,,15,0,0,,0,1,0,14,0,1,,0,,,5,0,0,,0,1,1,,,,0,55,38,38
2010,Jihočeský kraj,Zahraničí,Ottawa,7,,57,1,0,,0,0,0,111,0,3,,0,,,8,2,0,,0,6,5,,,,1,424,201,202
2010,Jihočeský kraj,Zahraničí,Chicago,19,,143,4,2,,0,3,0,218,1,8,,0,,,57,5,0,,0,13,13,,,,2,814,488,489
2010,Jihočeský kraj,Zahraničí,Alžírsko,6,,55,5,0,,0,1,0,65,0,1,,0,,,13,4,1,,0,12,9,,,,0,268,172,173
2010,Jihočeský kraj,Zahraničí,Austrálie,13,,47,1,2,,0,3,0,91,1,4,,0,,,12,4,0,,1,10,6,,,,0,272,195,197
2010,Plzeňský kraj,Domažlice,Babylon,2,,30,25,0,,,4,0,37,0,0,0,,,,2,5,0,1,2,20,25,,,,0,219,153,154
2010,Plzeňský kraj,Domažlice,Bělá nad Radbuzou,6,,111,189,0,,,62,0,86,17,1,2,,,,3,36,1,0,3,43,145,,,,1,1387,706,706
2010,Plzeňský kraj,Domažlice,Blížejov,3,,153,71,0,,,31,0,64,7,0,1,,,,4,26,5,0,13,62,129,,,,1,1100,570,574
2010,Plzeňský kraj,Domažlice,Brnířov,5,,61,16,0,,,7,0,12,1,0,0,,,,2,12,0,0,1,15,34,,,,1,283,167,167
2010,Plzeňský kraj,Domažlice,Bukovec,0,,17,7,0,,,1,0,2,0,0,1,,,,0,2,0,0,0,3,12,,,,0,79,45,45
2010,Plzeňský kraj,Domažlice,Čečovice,0,,6,2,0,,,1,1,1,1,1,0,,,,0,2,0,0,0,4,7,,,,0,58,26,26
2010,Plzeňský kraj,Domažlice,Čermná,4,,30,19,0,,,4,0,8,2,0,0,,,,1,8,4,0,0,7,38,,,,0,185,125,125
2010,Plzeňský kraj,Domažlice,Černovice,6,,10,10,1,,,5,1,8,0,1,0,,,,2,7,0,0,1,7,29,,,,3,175,91,91
2010,Plzeňský kraj,Domažlice,Česká Kubice,3,,35,31,0,,,26,0,43,0,1,0,,,,2,13,3,1,7,27,77,,,,0,484,269,269
2010,Plzeňský kraj,Domažlice,Díly,5,,42,27,0,,,18,0,41,1,1,0,,,,5,8,2,1,0,21,52,,,,0,329,224,224
2010,Plzeňský kraj,Domažlice,Domažlice,204,,1255,690,4,,,202,2,820,40,23,21,,,,90,199,38,7,51,406,1387,,,,13,8778,5452,5484
2010,Plzeňský kraj,Domažlice,Drahotín,0,,8,10,0,,,5,0,4,2,0,0,,,,1,0,0,0,0,9,20,,,,0,133,59,59
2010,Plzeňský kraj,Domažlice,Draženov,11,,30,17,1,,,11,0,36,1,1,0,,,,6,7,0,1,2,18,78,,,,0,335,220,220
2010,Plzeňský kraj,Domažlice,Hlohová,6,,25,16,0,,,8,0,16,1,0,1,,,,5,1,0,1,1,19,24,,,,0,211,124,124
2010,Plzeňský kraj,Domažlice,Hlohovčice,0,,15,19,0,,,1,0,14,3,0,0,,,,1,5,0,0,0,11,34,,,,0,164,103,104
2010,Plzeňský kraj,Domažlice,Holýšov,19,,488,269,0,,,134,1,316,24,6,4,,,,25,92,7,5,18,204,547,,,,3,3920,2162,2173
2010,Plzeňský kraj,Domažlice,Hora Svatého Václava,0,,11,2,0,,,4,0,5,0,0,0,,,,0,2,0,0,0,7,16,,,,0,60,47,48
2010,Plzeňský kraj,Domažlice,Horní Kamenice,0,,25,10,0,,,9,0,16,2,2,0,,,,3,3,0,0,3,8,57,,,,0,194,138,139
2010,Plzeňský kraj,Domažlice,Horšovský Týn,28,,472,358,1,,,131,3,237,27,14,1,,,,21,107,14,1,22,191,450,,,,2,3935,2080,2090
2010,Plzeňský kraj,Domažlice,Hostouň,7,,78,90,0,,,28,2,56,7,3,2,,,,3,19,2,0,7,43,140,,,,3,1004,490,497
2010,Plzeňský kraj,Domažlice,Hradiště,4,,33,9,1,,,5,1,23,0,0,0,,,,2,6,1,1,0,7,18,,,,0,146,111,112
2010,Plzeňský kraj,Domažlice,Hvožďany,0,,3,1,0,,,0,0,1,0,0,0,,,,0,0,0,0,0,3,7,,,,0,31,15,15
2010,Plzeňský kraj,Domažlice,Chocomyšl,0,,9,18,0,,,4,0,7,0,0,0,,,,1,1,0,0,0,5,11,,,,0,92,56,56
2010,Plzeňský kraj,Domažlice,Chodov,8,,58,71,0,,,30,0,42,7,3,4,,,,9,13,3,0,6,44,109,,,,0,618,407,410
2010,Plzeňský kraj,Domažlice,Chodská Lhota,11,,51,31,0,,,12,1,25,2,2,0,,,,2,4,0,0,0,15,31,,,,1,340,188,191
2010,Plzeňský kraj,Domažlice,Chrastavice,23,,42,20,1,,,9,0,34,5,1,0,,,,2,4,0,1,5,13,38,,,,2,291,200,200
2010,Plzeňský kraj,Domažlice,Kanice,0,,30,11,0,,,3,0,5,1,0,0,,,,0,3,1,0,0,10,34,,,,0,148,98,98
2010,Plzeňský kraj,Domažlice,Kaničky,0,,8,1,0,,,1,0,2,0,0,0,,,,0,0,0,0,0,1,10,,,,0,26,23,23
2010,Plzeňský kraj,Domažlice,Kdyně,125,,719,295,0,,,126,0,307,17,14,7,,,,27,85,16,2,17,194,587,,,,3,4138,2541,2547
2010,Plzeňský kraj,Domažlice,Klenčí pod Čerchovem,15,,115,122,0,,,43,0,107,7,1,2,,,,15,37,4,2,2,52,115,,,,3,956,642,646
2010,Plzeňský kraj,Domažlice,Koloveč,11,,126,66,0,,,33,4,56,8,0,0,,,,6,17,2,0,3,32,110,,,,0,793,474,476
2010,Plzeňský kraj,Domažlice,Kout na Šumavě,22,,116,66,0,,,36,0,90,4,4,2,,,,5,14,0,0,3,53,132,,,,2,908,549,553
2010,Plzeňský kraj,Domažlice,Křenovy,0,,16,2,0,,,6,1,13,2,0,1,,,,2,4,0,0,1,11,23,,,,0,118,82,82
2010,Plzeňský kraj,Domažlice,Kvíčovice,2,,40,31,0,,,14,0,25,1,0,1,,,,2,6,0,0,1,20,46,,,,0,291,189,190
2010,Plzeňský kraj,Domažlice,Libkov,8,,9,5,0,,,3,0,9,0,0,0,,,,3,3,0,0,1,8,12,,,,0,92,61,61
2010,Plzeňský kraj,Domažlice,Loučim,2,,10,12,0,,,4,0,4,1,0,0,,,,0,3,0,0,0,4,18,,,,0,95,58,58
2010,Plzeňský kraj,Domažlice,Luženičky,28,,27,22,0,,,13,0,22,2,1,0,,,,5,10,0,0,1,15,47,,,,0,249,193,193
2010,Plzeňský kraj,Domažlice,Meclov,9,,107,67,0,,,29,2,36,13,4,1,,,,2,15,3,1,4,52,98,,,,2,860,445,446
2010,Plzeňský kraj,Domažlice,"Mezholezy (dříve okres
Domažlice)",1,,5,2,0,,,0,0,4,1,0,0,,,,0,1,0,0,0,2,46,,,,0,81,62,62
2010,Plzeňský kraj,Domažlice,"Mezholezy (dříve okres
Horšovský Týn)",0,,8,15,0,,,4,0,7,1,0,0,,,,3,2,0,0,1,3,28,,,,0,115,72,72
2010,Plzeňský kraj,Domažlice,Milavče,37,,62,35,0,,,13,0,27,3,1,2,,,,2,8,0,0,2,23,104,,,,4,442,323,328
2010,Plzeňský kraj,Domažlice,Mířkov,0,,23,20,0,,,12,0,5,2,0,0,,,,1,1,0,0,2,12,44,,,,1,213,123,124
2010,Plzeňský kraj,Domažlice,Mnichov,0,,7,34,0,,,6,0,9,0,0,0,,,,3,0,0,0,0,10,28,,,,0,195,97,98
2010,Plzeňský kraj,Domažlice,Močerady,1,,8,3,0,,,6,1,4,1,0,0,,,,0,0,1,0,0,0,11,,,,0,58,36,36
2010,Plzeňský kraj,Domažlice,Mrákov,90,,103,63,0,,,35,0,77,2,1,2,,,,6,37,0,0,5,61,119,,,,0,949,601,603
2010,Plzeňský kraj,Domažlice,Mutěnín,1,,11,23,0,,,7,0,9,1,0,0,,,,0,2,2,0,0,8,37,,,,1,199,102,102
2010,Plzeňský kraj,Domažlice,Nemanice,1,,4,28,0,,,15,0,7,6,1,0,,,,0,3,0,0,0,4,38,,,,0,227,107,109
2010,Plzeňský kraj,Domažlice,Němčice,1,,19,6,0,,,5,0,12,0,0,0,,,,0,1,0,0,1,8,12,,,,2,96,67,68
