year,region,county,town,,Nezávislí,kdúčsl,ods,ksčm,sz,Unie svobody,Sdruž.pro rep.-Republ.str.Čsl.,čssd,Občanská koalice-Politic.klub,Demokratická unie,Důchodci za životní jistoty,Česká strana národně sociální,Moravská demokratická strana,voters,votes_ok,votes_all
1998,Východočeský kraj,Semily,Tatobity,,3,23,99,20,4,30,11,89,1,6,9,4,,397,299,301
1998,Východočeský kraj,Semily,Troskovice,,5,14,32,17,2,12,2,15,1,0,3,0,,140,103,103
1998,Východočeský kraj,Semily,Turnov,,68,609,3151,613,88,1246,226,2414,27,161,199,32,,11524,8834,8870
1998,Východočeský kraj,Semily,Veselá,,2,16,51,17,1,13,8,37,0,2,6,0,,182,153,153
1998,Východočeský kraj,Semily,Víchová nad Jizerou,,2,86,107,49,11,40,22,182,1,8,8,9,,693,525,526
1998,Východočeský kraj,Semily,Vítkovice,,5,27,71,19,1,27,12,77,2,6,6,0,,317,253,254
1998,Východočeský kraj,Semily,Všeň,,2,29,54,62,3,37,12,116,0,3,13,1,,396,332,335
1998,Východočeský kraj,Semily,Vyskeř,,4,36,43,12,4,38,10,85,0,3,7,2,,284,244,247
1998,Východočeský kraj,Semily,Vysoké nad Jizerou,,37,119,233,58,15,101,43,215,4,28,18,3,,1089,874,875
1998,Východočeský kraj,Semily,Záhoří,,4,22,77,16,0,31,36,109,5,7,5,4,,400,316,317
1998,Východočeský kraj,Semily,Žernov,,0,17,20,4,1,2,0,34,1,1,1,0,,114,81,81
1998,Východočeský kraj,Svitavy,Banín,,3,23,23,20,11,11,6,69,2,0,16,2,,233,186,187
1998,Východočeský kraj,Svitavy,Bělá nad Svitavou,,6,31,46,60,12,22,13,108,0,1,12,2,,391,313,313
1998,Východočeský kraj,Svitavy,Bělá u Jevíčka,,3,25,18,44,1,11,8,96,3,2,19,1,,295,231,232
1998,Východočeský kraj,Svitavy,Benátky,,0,45,32,6,0,26,5,48,0,7,7,0,,209,176,176
1998,Východočeský kraj,Svitavy,Bezděčí u Trnávky,,4,22,26,14,5,9,3,64,2,0,12,0,,182,161,162
1998,Východočeský kraj,Svitavy,Biskupice,,3,50,31,32,2,5,9,98,0,0,9,1,,334,240,240
1998,Východočeský kraj,Svitavy,Bohuňov,,0,47,17,15,0,6,6,46,0,1,2,1,,158,141,141
1998,Východočeský kraj,Svitavy,Bohuňovice,,2,20,10,5,0,2,3,20,0,3,2,0,,92,67,67
1998,Východočeský kraj,Svitavy,Borová,,9,96,84,41,8,38,14,224,2,12,10,0,,660,538,539
1998,Východočeský kraj,Svitavy,Borušov,,2,6,5,32,0,1,3,36,0,0,7,0,,126,92,92
1998,Východočeský kraj,Svitavy,Brněnec,,7,83,158,132,34,62,46,328,3,9,35,2,,1153,899,901
1998,Východočeský kraj,Svitavy,Březina,,5,30,18,56,3,22,6,103,0,0,17,3,,319,263,264
1998,Východočeský kraj,Svitavy,Březinky,,0,21,6,9,2,5,3,41,0,4,5,1,,122,97,97
1998,Východočeský kraj,Svitavy,Březiny,,0,3,37,12,1,9,1,44,0,0,1,0,,121,108,108
1998,Východočeský kraj,Svitavy,Březová nad Svitavou,,7,52,157,77,47,49,41,294,2,4,40,5,,1045,775,783
1998,Východočeský kraj,Svitavy,Budislav,,1,77,67,27,0,24,5,57,1,1,10,0,,343,270,270
1998,Východočeský kraj,Svitavy,Bystré,,13,212,297,81,12,91,17,214,0,6,17,5,,1151,965,965
1998,Východočeský kraj,Svitavy,Cerekvice n.Loučnou,,7,72,104,37,0,29,9,139,1,7,12,0,,583,417,424
1998,Východočeský kraj,Svitavy,Čistá,,9,68,95,36,11,46,26,145,2,10,17,1,,641,466,470
1998,Východočeský kraj,Svitavy,Desná,,2,83,28,6,0,20,3,45,1,16,3,1,,254,208,209
1998,Východočeský kraj,Svitavy,Dětřichov,,2,18,11,27,4,7,5,76,0,2,9,0,,215,161,161
1998,Východočeský kraj,Svitavy,Dětřichov u M.Třeb.,,2,9,11,39,0,6,4,36,0,0,2,0,,150,109,110
1998,Východočeský kraj,Svitavy,Dlouhá Loučka,,4,9,27,75,4,4,9,140,0,1,12,2,,411,287,287
1998,Východočeský kraj,Svitavy,Dolní Újezd,,10,306,209,121,7,143,25,234,2,31,6,8,,1371,1102,1105
1998,Východočeský kraj,Svitavy,Gruna,,0,15,7,38,2,3,7,38,0,0,0,0,,135,110,110
1998,Východočeský kraj,Svitavy,Hartinkov,,0,5,9,2,2,1,5,26,0,0,1,0,,52,51,52
1998,Východočeský kraj,Svitavy,Hartmanice,,9,62,20,10,0,7,4,62,0,3,5,2,,215,184,184
1998,Východočeský kraj,Svitavy,Horky,,1,19,14,1,0,6,4,16,0,0,1,0,,83,62,62
1998,Východočeský kraj,Svitavy,Horní Újezd,,6,144,26,29,6,12,2,64,1,8,2,1,,336,301,301
1998,Východočeský kraj,Svitavy,Hradec nad Svitavou,,3,123,133,151,13,61,55,308,0,9,48,1,,1256,905,908
1998,Východočeský kraj,Svitavy,Chmelík,,4,23,25,15,1,10,4,32,0,3,6,0,,159,123,124
1998,Východočeský kraj,Svitavy,Chornice,,3,59,68,72,9,23,18,214,0,2,14,0,,625,482,484
1998,Východočeský kraj,Svitavy,Chotěnov,,3,41,3,9,0,7,2,18,0,1,3,0,,106,87,87
1998,Východočeský kraj,Svitavy,Chotovice,,1,47,0,6,1,5,0,24,0,2,1,0,,98,87,87
1998,Východočeský kraj,Svitavy,Chrastavec,,0,37,28,25,5,21,6,60,1,0,12,0,,226,195,196
1998,Východočeský kraj,Svitavy,Janov,,18,101,71,27,4,35,19,113,0,11,6,0,,576,405,406
1998,Východočeský kraj,Svitavy,Janůvky,,1,7,6,10,1,3,7,2,0,0,2,0,,46,39,39
1998,Východočeský kraj,Svitavy,Jaroměřice,,4,82,98,110,7,29,19,321,0,4,57,2,,956,733,737
1998,Východočeský kraj,Svitavy,Jarošov,,0,21,29,19,1,11,4,39,1,4,3,0,,147,132,132
1998,Východočeský kraj,Svitavy,Javorník,,3,17,34,27,0,12,15,79,0,0,13,2,,255,202,203
1998,Východočeský kraj,Svitavy,Jedlová,,13,80,123,47,9,40,9,221,0,15,22,1,,790,580,583
1998,Východočeský kraj,Svitavy,Jevíčko,,24,231,305,189,23,124,47,648,2,22,112,4,,2160,1731,1737
1998,Východočeský kraj,Svitavy,Kamenec u Poličky,,0,71,75,14,1,26,2,104,1,2,4,0,,368,300,302
1998,Východočeský kraj,Svitavy,Kamenná Horka,,0,11,14,46,2,4,16,85,0,0,6,0,,239,184,184
1998,Východočeský kraj,Svitavy,Karle,,0,27,31,43,4,13,11,101,0,3,12,0,,299,245,245
1998,Východočeský kraj,Svitavy,Koclířov,,1,25,62,68,6,13,24,148,0,8,3,7,,504,365,367
1998,Východočeský kraj,Svitavy,Korouhev,,10,105,109,24,10,50,13,132,3,21,19,2,,594,498,501
1998,Východočeský kraj,Svitavy,Koruna,,5,4,11,14,1,1,13,36,0,0,2,0,,107,87,87
1998,Východočeský kraj,Svitavy,Křenov,,4,16,30,47,1,11,23,73,13,2,8,2,,318,230,234
1998,Východočeský kraj,Svitavy,Kukle,,0,2,10,3,0,6,0,6,0,0,5,0,,40,32,33
1998,Východočeský kraj,Svitavy,Kunčina,,10,78,79,103,10,36,37,252,1,9,25,0,,900,640,642
1998,Východočeský kraj,Svitavy,Květná,,2,29,19,25,2,11,11,96,0,3,8,0,,302,206,207
1998,Východočeský kraj,Svitavy,Lavičné,,1,11,9,24,10,3,3,35,0,6,3,0,,123,105,105
1998,Východočeský kraj,Svitavy,Linhartice,,2,34,55,45,4,24,19,148,0,4,18,0,,449,353,355
1998,Východočeský kraj,Svitavy,Litomyšl,,61,905,1839,418,69,860,198,1535,21,136,157,13,,8038,6212,6241
1998,Východočeský kraj,Svitavy,Lubná,,13,203,65,53,3,55,35,133,2,14,21,4,,717,601,606
1998,Východočeský kraj,Svitavy,Makov,,6,91,34,21,5,13,2,31,1,2,1,0,,245,207,209
1998,Východočeský kraj,Svitavy,Malíkov,,0,0,4,16,0,1,5,26,1,0,3,0,,73,56,56
1998,Východočeský kraj,Svitavy,Městečko Trnávka,,12,147,121,163,16,47,25,322,4,12,47,4,,1189,920,921
1998,Východočeský kraj,Svitavy,Mikuleč,,1,22,12,21,0,7,5,63,0,1,3,1,,171,136,137
1998,Východočeský kraj,Svitavy,Mladějov na Moravě,,5,28,27,51,4,12,13,106,0,1,14,0,,370,261,261
1998,Východočeský kraj,Svitavy,Morašice,,3,104,60,19,5,56,18,139,0,4,5,3,,537,416,422
1998,Východočeský kraj,Svitavy,Moravská Třebová,,34,560,1355,882,91,387,242,2607,5,82,241,19,,8857,6505,6533
1998,Východočeský kraj,Svitavy,Nedvězí,,2,37,40,9,4,9,0,48,0,2,1,1,,186,153,153
1998,Východočeský kraj,Svitavy,Nová Sídla,,6,38,22,7,5,14,5,34,0,3,4,0,,177,138,138
1998,Východočeský kraj,Svitavy,Nová Ves u Jarošova,,0,17,6,1,1,1,0,14,1,3,1,1,,53,46,47
1998,Východočeský kraj,Svitavy,Oldřiš,,10,132,53,23,2,53,3,100,0,6,16,1,,506,399,401
1998,Východočeský kraj,Svitavy,Opatov,,10,79,118,90,12,26,28,194,1,7,27,1,,865,593,598
1998,Východočeský kraj,Svitavy,Opatovec,,3,39,61,27,9,29,23,137,0,2,17,0,,468,347,350
1998,Východočeský kraj,Svitavy,Osík,,8,110,171,72,5,80,8,141,1,13,8,0,,719,617,620
1998,Východočeský kraj,Svitavy,Pohledy,,1,13,14,56,4,13,13,85,0,1,9,0,,264,209,209
1998,Východočeský kraj,Svitavy,Polička,,54,644,1447,532,92,473,158,1794,20,113,152,24,,7157,5503,5517
1998,Východočeský kraj,Svitavy,Pomezí,,6,103,106,72,12,42,14,227,0,7,9,3,,801,601,605
1998,Východočeský kraj,Svitavy,Poříčí u Litomyšle,,5,98,26,19,7,23,12,55,0,6,7,1,,290,259,267
1998,Východočeský kraj,Svitavy,Příluka,,2,51,14,3,4,5,0,31,0,3,0,0,,127,113,113
1998,Východočeský kraj,Svitavy,Pustá Kamenice,,3,50,25,20,4,19,4,72,2,5,6,4,,249,214,214
1998,Východočeský kraj,Svitavy,Pustá Rybná,,2,10,26,7,0,9,7,54,0,2,2,0,,150,119,120
1998,Východočeský kraj,Svitavy,Radiměř,,8,65,110,103,9,34,28,209,1,6,42,0,,885,615,618
1998,Východočeský kraj,Svitavy,Radkov,,0,4,7,21,2,1,18,26,3,4,4,0,,109,90,90
1998,Východočeský kraj,Svitavy,Rohozná,,8,58,89,54,9,24,21,179,2,15,26,0,,578,485,488
1998,Východočeský kraj,Svitavy,Rozhraní,,4,61,44,52,4,16,4,64,0,1,13,1,,294,264,264
1998,Východočeský kraj,Svitavy,Rozstání,,2,23,5,16,1,7,4,89,0,0,3,0,,172,150,151
1998,Východočeský kraj,Svitavy,Rudná,,2,5,8,27,7,4,8,49,0,1,6,0,,150,117,118
1998,Východočeský kraj,Svitavy,Rychnov na Moravě,,9,43,45,49,3,16,14,130,1,5,8,2,,473,325,326
1998,Východočeský kraj,Svitavy,Řídký,,0,24,11,2,0,5,0,12,0,0,0,0,,60,54,55
1998,Východočeský kraj,Svitavy,Sádek,,3,82,65,16,2,33,5,73,0,4,5,0,,352,288,289
1998,Východočeský kraj,Svitavy,Sebranice,,7,206,93,29,5,57,7,98,0,8,12,1,,607,523,526
1998,Východočeský kraj,Svitavy,Sedliště,,3,14,36,3,6,10,1,41,0,4,0,0,,166,118,118
1998,Východočeský kraj,Svitavy,Sklené,,5,20,10,22,0,4,15,60,0,1,5,0,,182,142,143
1998,Východočeský kraj,Svitavy,Slatina,,1,18,9,4,1,6,1,32,0,0,2,0,,89,74,74
1998,Východočeský kraj,Svitavy,Staré Město,,2,38,79,59,6,18,30,286,1,4,6,2,,728,531,533
1998,Východočeský kraj,Svitavy,Stašov,,3,23,38,12,3,13,3,39,0,5,4,1,,189,144,144
1998,Východočeský kraj,Svitavy,Strakov,,5,28,25,3,2,12,5,44,0,8,2,0,,159,134,134
1998,Východočeský kraj,Svitavy,Suchá Lhota,,1,27,10,3,1,6,2,10,0,0,1,0,,69,61,61
1998,Východočeský kraj,Svitavy,Svitavy,,59,764,2276,1131,124,660,392,3934,15,99,374,56,,13478,9884,9928
1998,Východočeský kraj,Svitavy,Svojanov,,6,58,78,24,4,18,2,112,2,4,11,0,,368,319,321
1998,Východočeský kraj,Svitavy,Široký Důl,,3,80,57,6,5,18,4,39,0,2,2,0,,254,216,217
1998,Východočeský kraj,Svitavy,Študlov,,4,10,13,15,3,4,0,40,0,2,6,0,,117,97,97
1998,Východočeský kraj,Svitavy,Telecí,,1,39,56,21,0,30,1,81,2,6,8,0,,308,245,245
1998,Východočeský kraj,Svitavy,Trpín,,5,103,16,30,7,21,13,92,1,0,13,2,,360,303,304
1998,Východočeský kraj,Svitavy,Trstěnice,,1,69,74,20,5,29,6,79,0,2,10,1,,363,296,296
1998,Východočeský kraj,Svitavy,Tržek,,2,27,20,3,0,10,7,26,1,2,2,0,,124,100,100
1998,Východočeský kraj,Svitavy,Třebařov,,9,46,60,72,12,19,30,189,2,3,18,1,,759,461,462
1998,Východočeský kraj,Svitavy,Újezdec,,2,12,8,3,1,7,2,19,0,0,1,0,,70,55,55
1998,Východočeský kraj,Svitavy,Útěchov,,0,3,17,24,0,8,2,56,0,0,3,0,,150,113,113
1998,Východočeský kraj,Svitavy,Vendolí,,4,51,57,59,11,29,19,204,0,3,25,3,,663,465,467
1998,Východočeský kraj,Svitavy,Vidlatá Seč,,5,61,28,18,2,16,2,47,2,4,4,1,,210,190,190
1998,Východočeský kraj,Svitavy,Víska u Jevíčka,,0,7,12,24,1,2,3,44,1,4,3,0,,128,101,101
1998,Východočeský kraj,Svitavy,Vítějeves,,6,58,50,37,7,11,13,93,1,3,8,2,,346,289,290
1998,Východočeský kraj,Svitavy,Vranová Lhota,,3,30,28,47,7,13,16,124,1,0,2,3,,371,274,274
1998,Východočeský kraj,Svitavy,Vrážné,,0,5,4,9,1,2,10,14,0,4,1,0,,53,50,50
1998,Východočeský kraj,Svitavy,Vysoká,,0,7,5,3,0,3,2,14,0,0,4,0,,39,38,38
1998,Východočeský kraj,Svitavy,Želivsko,,0,1,6,10,1,1,2,12,0,0,10,0,,44,43,43
1998,Východočeský kraj,Trutnov,Batňovice,,4,92,140,42,4,32,17,119,0,12,11,0,,548,473,473
1998,Východočeský kraj,Trutnov,Bernartice,,13,42,120,64,5,49,24,166,4,8,47,0,,710,542,546
1998,Východočeský kraj,Trutnov,Bílá Třemešná,,5,79,241,93,3,50,29,211,1,15,21,6,,969,754,755
1998,Východočeský kraj,Trutnov,Bílé Poličany,,1,12,13,16,0,14,6,31,0,1,7,1,,129,102,104
1998,Východočeský kraj,Trutnov,Borovnice,,1,46,61,39,4,14,12,59,0,3,15,5,,335,259,260
1998,Východočeský kraj,Trutnov,Borovnička,,4,10,20,21,0,2,8,35,0,4,10,2,,171,116,116
1998,Východočeský kraj,Trutnov,Čermná,,4,11,36,39,2,14,19,73,5,0,14,0,,293,217,217
1998,Východočeský kraj,Trutnov,Černý Důl,,9,38,163,63,11,33,10,133,0,8,23,1,,611,492,493
1998,Východočeský kraj,Trutnov,Dolní Branná,,7,65,159,48,7,40,29,152,3,15,20,1,,676,546,548
1998,Východočeský kraj,Trutnov,Dolní Brusnice,,2,28,53,29,4,12,10,61,1,6,6,0,,261,212,213
1998,Východočeský kraj,Trutnov,Dolní Dvůr,,1,20,42,13,2,25,9,59,1,6,10,2,,226,190,191
1998,Východočeský kraj,Trutnov,Dolní Kalná,,1,45,106,36,3,48,14,109,4,4,22,1,,459,393,395
1998,Východočeský kraj,Trutnov,Dolní Lánov,,6,42,118,30,1,36,8,108,0,4,15,5,,502,373,374
1998,Východočeský kraj,Trutnov,Dolní Olešnice,,3,37,46,31,2,12,2,71,1,2,9,0,,268,216,218
1998,Východočeský kraj,Trutnov,Doubravice,,3,23,65,15,0,25,14,75,0,10,2,3,,278,235,235
1998,Východočeský kraj,Trutnov,Dubenec,,4,36,103,39,11,29,21,117,0,4,11,2,,486,377,378
1998,Východočeský kraj,Trutnov,Dvůr Králové n.Labem,,68,813,3221,722,110,1105,330,2661,34,212,353,61,,13204,9690,9734
1998,Východočeský kraj,Trutnov,Hajnice,,11,32,105,64,6,28,8,140,1,7,36,3,,587,441,446
1998,Východočeský kraj,Trutnov,Havlovice,,8,71,160,53,6,61,12,128,4,13,22,14,,681,552,557
1998,Východočeský kraj,Trutnov,Horní Brusnice,,7,25,63,18,4,9,13,94,1,5,12,0,,348,251,255
1998,Východočeský kraj,Trutnov,Horní Kalná,,1,42,69,14,2,19,4,56,0,4,4,0,,243,215,216
1998,Východočeský kraj,Trutnov,Horní Maršov,,12,70,198,68,8,61,42,157,0,14,24,0,,866,654,657
1998,Východočeský kraj,Trutnov,Horní Olešnice,,6,34,27,9,2,14,7,56,0,2,14,0,,216,171,173
1998,Východočeský kraj,Trutnov,Hostinné,,30,222,635,360,67,257,122,987,6,50,145,10,,3844,2891,2920
1998,Východočeský kraj,Trutnov,Hřibojedy,,2,12,19,18,3,11,2,62,0,1,2,0,,177,132,132
1998,Východočeský kraj,Trutnov,Chotěvice,,19,37,121,76,0,32,14,196,0,17,32,4,,760,548,551
1998,Východočeský kraj,Trutnov,Choustníkovo Hradiš.,,7,35,47,39,4,19,12,89,1,5,23,6,,429,287,289
1998,Východočeský kraj,Trutnov,Chvaleč,,7,33,57,37,3,29,15,96,0,5,38,1,,477,321,321
1998,Východočeský kraj,Trutnov,Janské Lázně,,8,63,262,56,11,116,13,218,5,7,33,5,,1003,797,802
1998,Východočeský kraj,Trutnov,Jívka,,1,24,74,66,8,19,10,106,0,10,28,0,,485,346,346
1998,Východočeský kraj,Trutnov,Klášterská Lhota,,6,17,27,13,1,11,20,32,0,0,3,1,,152,131,131
1998,Východočeský kraj,Trutnov,Kocbeře,,1,19,75,43,6,27,8,80,0,8,16,1,,402,284,285
1998,Východočeský kraj,Trutnov,Kohoutov,,2,6,43,21,2,14,10,24,1,4,6,0,,171,133,133
1998,Východočeský kraj,Trutnov,Královec,,1,15,22,13,1,10,20,23,0,2,6,0,,138,113,114
1998,Východočeský kraj,Trutnov,Kuks,,1,14,15,30,3,14,11,27,0,2,12,0,,182,129,129
1998,Východočeský kraj,Trutnov,Kunčice,,5,27,128,35,4,23,19,77,0,3,14,0,,414,335,336
1998,Východočeský kraj,Trutnov,Lampertice,,3,6,36,23,4,14,10,95,0,1,47,0,,332,239,239
1998,Východočeský kraj,Trutnov,Lánov,,12,73,231,106,11,84,22,270,0,24,26,1,,1139,860,865
1998,Východočeský kraj,Trutnov,Lanžov,,1,23,31,4,0,9,8,39,0,6,2,0,,150,123,124
1998,Východočeský kraj,Trutnov,Libňatov,,3,31,43,23,5,21,9,72,0,7,13,1,,293,228,230
1998,Východočeský kraj,Trutnov,Libotov,,4,15,17,13,1,2,4,37,1,0,5,0,,131,99,99
1998,Východočeský kraj,Trutnov,Litíč,,0,8,10,3,1,3,5,13,0,2,5,0,,68,50,51
1998,Východočeský kraj,Trutnov,Malá Úpa,,1,4,92,1,0,19,1,26,0,0,2,0,,164,146,146
1998,Východočeský kraj,Trutnov,Malé Svatoňovice,,15,99,269,111,20,96,74,323,2,25,89,8,,1409,1131,1133
1998,Východočeský kraj,Trutnov,Maršov u Úpice,,0,25,22,4,1,13,2,31,0,2,4,2,,124,106,106
1998,Východočeský kraj,Trutnov,Mladé Buky,,11,89,313,123,17,76,46,413,1,24,60,4,,1604,1177,1191
1998,Východočeský kraj,Trutnov,Mostek,,14,66,151,123,14,63,25,237,5,7,28,7,,1045,740,742
1998,Východočeský kraj,Trutnov,Nemojov,,7,28,86,44,5,45,16,66,0,13,8,1,,391,319,321
1998,Východočeský kraj,Trutnov,Pec pod Sněžkou,,6,25,258,25,4,57,7,80,4,11,11,3,,611,491,491
1998,Východočeský kraj,Trutnov,Pilníkov,,8,42,148,59,15,63,13,158,1,6,39,5,,832,557,557
1998,Východočeský kraj,Trutnov,Prosečné,,5,26,98,40,5,17,11,117,1,8,19,3,,426,350,354
1998,Východočeský kraj,Trutnov,Radvanice,,6,34,88,66,5,45,14,144,1,4,73,0,,711,480,480
1998,Východočeský kraj,Trutnov,Rtyně v Podkrkonoší,,18,244,489,141,16,176,60,526,5,41,113,3,,2374,1832,1839
1998,Východočeský kraj,Trutnov,Rudník,,20,87,283,226,25,58,29,382,5,18,66,5,,1716,1204,1211
1998,Východočeský kraj,Trutnov,Stanovice,,0,5,17,1,2,6,2,16,0,0,2,0,,58,51,51
1998,Východočeský kraj,Trutnov,Staré Buky,,6,8,46,58,1,7,6,81,2,0,19,1,,307,235,235
1998,Východočeský kraj,Trutnov,Strážné,,1,6,63,1,1,14,1,20,0,7,6,0,,120,120,120
1998,Východočeský kraj,Trutnov,Suchovršice,,8,56,39,34,2,20,2,45,0,7,5,0,,269,218,219
1998,Východočeský kraj,Trutnov,Svoboda nad Úpou,,15,89,401,124,25,139,46,474,2,30,72,5,,1834,1422,1427
1998,Východočeský kraj,Trutnov,Špindlerův Mlýn,,6,53,490,34,11,97,14,186,4,22,23,1,,1278,941,946
1998,Východočeský kraj,Trutnov,Trotina,,3,3,13,5,0,3,2,15,0,0,1,0,,53,45,45
1998,Východočeský kraj,Trutnov,Trutnov,,174,1100,5600,1577,176,1760,683,5604,34,527,810,60,,24714,18105,18176
1998,Východočeský kraj,Trutnov,Třebihošť,,7,29,72,24,5,21,6,84,0,3,9,2,,300,262,264
1998,Východočeský kraj,Trutnov,Úpice,,34,343,1102,364,37,333,134,839,7,77,146,18,,4658,3434,3448
1998,Východočeský kraj,Trutnov,Velké Svatoňovice,,11,98,203,67,7,58,29,181,0,13,44,1,,872,712,715
1998,Východočeský kraj,Trutnov,Velký Vřešťov,,0,19,46,7,0,9,0,46,0,2,2,0,,158,131,133
1998,Východočeský kraj,Trutnov,Vilantice,,2,30,21,8,3,9,10,38,0,2,9,0,,156,132,132
1998,Východočeský kraj,Trutnov,Vítězná,,15,62,112,88,21,46,50,224,1,12,37,3,,1003,671,675
1998,Východočeský kraj,Trutnov,Vlčice,,3,17,37,41,7,16,10,82,1,0,11,1,,306,226,226
1998,Východočeský kraj,Trutnov,Vlčkovice v Podkrk.,,4,29,61,16,4,24,5,48,1,7,11,1,,302,211,211
1998,Východočeský kraj,Trutnov,Vrchlabí,,66,569,2835,514,78,901,205,2126,29,171,288,27,,10483,7809,7827
1998,Východočeský kraj,Trutnov,Zábřezí-Řečice,,1,7,43,9,1,5,9,26,0,1,5,0,,120,107,108
1998,Východočeský kraj,Trutnov,Zdobín,,1,11,24,0,0,1,2,29,0,0,3,0,,84,71,71
1998,Východočeský kraj,Trutnov,Zlatá Olešnice,,4,7,21,23,1,3,11,17,0,1,9,0,,125,97,97
1998,Východočeský kraj,Trutnov,Žacléř,,43,143,543,218,35,148,67,683,4,24,166,3,,2869,2077,2087
1998,Východočeský kraj,Ústí n.Orlicí,Albrechtice,,4,39,61,26,2,13,6,91,1,11,9,0,,382,263,264
1998,Východočeský kraj,Ústí n.Orlicí,Anenská Studánka,,0,14,6,11,0,0,3,27,1,0,5,0,,79,67,67
1998,Východočeský kraj,Ústí n.Orlicí,Běstovice,,3,57,58,14,4,21,8,80,1,3,3,0,,296,252,252
1998,Východočeský kraj,Ústí n.Orlicí,Bošín,,0,10,11,4,0,2,2,16,0,1,3,0,,61,49,50
1998,Východočeský kraj,Ústí n.Orlicí,Brandýs nad Orlicí,,10,129,216,100,23,122,28,279,3,44,28,2,,1212,984,989
1998,Východočeský kraj,Ústí n.Orlicí,Bučina,,5,22,50,4,5,14,5,37,0,3,1,0,,170,146,146
1998,Východočeský kraj,Ústí n.Orlicí,Bystřec,,17,173,167,67,18,48,25,134,1,11,21,3,,797,685,690
1998,Východočeský kraj,Ústí n.Orlicí,Cotkytle,,8,59,43,15,5,22,9,67,0,1,12,0,,344,241,241
1998,Východočeský kraj,Ústí n.Orlicí,Čenkovice,,0,25,28,9,1,12,3,31,0,0,3,1,,152,113,113
1998,Východočeský kraj,Ústí n.Orlicí,Červená Voda,,21,260,265,294,18,91,71,607,7,24,66,12,,2318,1736,1742
1998,Východočeský kraj,Ústí n.Orlicí,Česká Rybná,,1,58,31,10,5,11,7,78,2,3,11,0,,264,217,219
1998,Východočeský kraj,Ústí n.Orlicí,Česká Třebová,,77,1162,2922,678,101,904,444,2879,19,158,304,30,,13050,9678,9708
1998,Východočeský kraj,Ústí n.Orlicí,České Heřmanice,,3,130,59,18,4,18,7,71,2,2,6,0,,394,320,324
1998,Východočeský kraj,Ústí n.Orlicí,České Libchavy,,1,69,70,11,3,15,14,87,4,2,6,0,,373,282,282
1998,Východočeský kraj,Ústí n.Orlicí,České Petrovice,,2,38,11,11,1,5,1,30,1,0,3,0,,121,103,103
1998,Východočeský kraj,Ústí n.Orlicí,Damníkov,,6,34,44,68,6,22,24,150,3,2,8,0,,476,367,371
1998,Východočeský kraj,Ústí n.Orlicí,Dlouhá Třebová,,11,119,184,48,7,71,22,233,2,26,22,1,,935,746,752
1998,Východočeský kraj,Ústí n.Orlicí,Dlouhoňovice,,11,59,132,29,3,42,12,93,0,9,5,0,,548,395,400
1998,Východočeský kraj,Ústí n.Orlicí,Dobříkov,,0,43,70,24,3,26,19,96,0,5,6,2,,338,294,294
1998,Východočeský kraj,Ústí n.Orlicí,Dolní Čermná,,14,231,215,46,19,79,26,150,1,27,24,0,,965,832,836
1998,Východočeský kraj,Ústí n.Orlicí,Dolní Dobrouč,,23,430,296,69,25,154,42,364,4,24,35,4,,1872,1470,1475
1998,Východočeský kraj,Ústí n.Orlicí,Dolní Morava,,5,40,26,7,2,10,5,44,0,1,1,1,,212,142,143
1998,Východočeský kraj,Ústí n.Orlicí,Domoradice,,2,17,9,20,1,9,12,28,0,6,5,1,,136,110,112
1998,Východočeský kraj,Ústí n.Orlicí,Džbánov,,8,27,46,13,5,22,8,76,0,5,15,0,,267,225,225
1998,Východočeský kraj,Ústí n.Orlicí,Hejnice,,2,35,34,5,1,6,3,30,0,0,4,0,,145,120,120
1998,Východočeský kraj,Ústí n.Orlicí,Helvíkovice,,9,33,57,25,3,19,20,49,1,14,14,0,,285,244,244
1998,Východočeský kraj,Ústí n.Orlicí,Hnátnice,,6,74,150,36,6,49,9,131,3,11,18,1,,650,494,496
1998,Východočeský kraj,Ústí n.Orlicí,Horní Čermná,,8,97,194,29,7,71,15,195,3,11,21,4,,771,655,656
1998,Východočeský kraj,Ústí n.Orlicí,Horní Heřmanice,,2,99,51,33,5,17,5,72,2,3,10,2,,360,301,302
1998,Východočeský kraj,Ústí n.Orlicí,Horní Třešňovec,,1,68,101,32,13,41,9,88,1,5,12,0,,440,371,371
1998,Východočeský kraj,Ústí n.Orlicí,Hrádek,,5,7,14,4,0,3,4,16,0,2,0,2,,67,57,57
1998,Východočeský kraj,Ústí n.Orlicí,Hrušová,,5,21,61,14,1,10,5,69,0,2,6,1,,259,195,197
1998,Východočeský kraj,Ústí n.Orlicí,Choceň,,59,953,1477,446,99,544,230,1569,22,108,185,21,,7331,5713,5741
1998,Východočeský kraj,Ústí n.Orlicí,Jablonné nad Orlicí,,20,297,574,125,18,237,49,483,5,27,45,7,,2322,1887,1891
1998,Východočeský kraj,Ústí n.Orlicí,Jamné nad Orlicí,,7,138,74,40,8,39,7,101,0,7,9,0,,510,430,430
1998,Východočeský kraj,Ústí n.Orlicí,Javorník,,3,38,49,10,3,7,12,42,0,1,6,0,,202,171,172
1998,Východočeský kraj,Ústí n.Orlicí,Jehnědí,,0,58,51,11,1,15,4,33,0,1,9,5,,219,188,188
