year,region,county,town,voters,votes_ok,votes_all
1996,Středočeský kraj,Kutná Hora,Čejkovice,29,26,27
1996,Středočeský kraj,Kutná Hora,Černíny,345,301,303
1996,Středočeský kraj,Kutná Hora,Červené Janovice,556,445,445
1996,Středočeský kraj,Kutná Hora,Čestín,408,295,297
1996,Středočeský kraj,Kutná Hora,Dobrovítov,107,102,103
1996,Středočeský kraj,Kutná Hora,Dolní Pohleď,86,75,78
1996,Středočeský kraj,Kutná Hora,Drobovice,301,264,267
1996,Středočeský kraj,Kutná Hora,Hlízov,318,272,274
1996,Středočeský kraj,Kutná Hora,Horka I,343,280,284
1996,Středočeský kraj,Kutná Hora,Horka II,323,288,290
1996,Středočeský kraj,Kutná Hora,Horky,285,254,257
1996,Středočeský kraj,Kutná Hora,Horušice,169,152,154
1996,Středočeský kraj,Kutná Hora,Hostovlice,200,166,168
1996,Středočeský kraj,Kutná Hora,Hraběšín,101,90,90
1996,Středočeský kraj,Kutná Hora,Chabeřice,210,184,184
1996,Středočeský kraj,Kutná Hora,Chlístovice,554,455,459
1996,Středočeský kraj,Kutná Hora,Chotusice,493,405,408
1996,Středočeský kraj,Kutná Hora,Kácov,669,546,547
1996,Středočeský kraj,Kutná Hora,Kluky,371,326,328
1996,Středočeský kraj,Kutná Hora,Kobylnice,134,128,131
1996,Středočeský kraj,Kutná Hora,Košice,38,36,36
1996,Středočeský kraj,Kutná Hora,Krchleby,318,267,268
1996,Středočeský kraj,Kutná Hora,Křesetice,443,360,361
1996,Středočeský kraj,Kutná Hora,Kutná Hora,16413,12265,12315
1996,Středočeský kraj,Kutná Hora,Ledečko,133,115,116
1996,Středočeský kraj,Kutná Hora,Malešov,686,544,547
1996,Středočeský kraj,Kutná Hora,Miskovice,531,416,416
1996,Středočeský kraj,Kutná Hora,Močovice,259,216,216
1996,Středočeský kraj,Kutná Hora,Nepoměřice,165,151,153
1996,Středočeský kraj,Kutná Hora,Nové Dvory,591,474,481
1996,Středočeský kraj,Kutná Hora,Okřesaneč,160,136,137
1996,Středočeský kraj,Kutná Hora,Onomyšl,193,164,166
1996,Středočeský kraj,Kutná Hora,Opatovice I,91,88,88
1996,Středočeský kraj,Kutná Hora,Paběnice,131,116,116
1996,Středočeský kraj,Kutná Hora,Pertoltice,153,140,140
1996,Středočeský kraj,Kutná Hora,Petrovice I,243,223,223
1996,Středočeský kraj,Kutná Hora,Petrovice II,119,111,111
1996,Středočeský kraj,Kutná Hora,Podveky,204,176,177
1996,Středočeský kraj,Kutná Hora,Potěhy,449,389,390
1996,Středočeský kraj,Kutná Hora,Rašovice,229,184,186
1996,Středočeský kraj,Kutná Hora,Rataje nad Sázavou,474,381,382
1996,Středočeský kraj,Kutná Hora,Rohozec,179,162,164
1996,Středočeský kraj,Kutná Hora,Řendějov,197,168,171
1996,Středočeský kraj,Kutná Hora,Samopše,120,106,108
1996,Středočeský kraj,Kutná Hora,Sázava,2814,2198,2207
1996,Středočeský kraj,Kutná Hora,Semtěš,210,187,187
1996,Středočeský kraj,Kutná Hora,Schořov,63,52,52
1996,Středočeský kraj,Kutná Hora,Slavošov,152,131,131
1996,Středočeský kraj,Kutná Hora,Soběšín,125,124,125
1996,Středočeský kraj,Kutná Hora,Souňov,99,84,84
1996,Středočeský kraj,Kutná Hora,Staňkovice,225,180,182
1996,Středočeský kraj,Kutná Hora,Starkoč,95,86,86
1996,Středočeský kraj,Kutná Hora,Sudějov,63,55,56
1996,Středočeský kraj,Kutná Hora,Suchdol,800,662,664
1996,Středočeský kraj,Kutná Hora,Svatý Mikuláš,606,537,539
1996,Středočeský kraj,Kutná Hora,Šebestěnice,97,91,91
1996,Středočeský kraj,Kutná Hora,Štipoklasy,94,94,94
1996,Středočeský kraj,Kutná Hora,Třebešice,141,104,107
1996,Středočeský kraj,Kutná Hora,Třebětín,125,109,110
1996,Středočeský kraj,Kutná Hora,Třebonín,101,92,93
1996,Středočeský kraj,Kutná Hora,Tupadly,402,348,353
1996,Středočeský kraj,Kutná Hora,Uhlířské Janovice,2248,1769,1779
1996,Středočeský kraj,Kutná Hora,Úmonín,358,329,330
1996,Středočeský kraj,Kutná Hora,Úžice,468,427,429
1996,Středočeský kraj,Kutná Hora,Vavřinec,353,318,318
1996,Středočeský kraj,Kutná Hora,Vidice,183,158,162
1996,Středočeský kraj,Kutná Hora,Vinaře,197,176,176
1996,Středočeský kraj,Kutná Hora,Vlačice,210,156,157
1996,Středočeský kraj,Kutná Hora,Vlastějovice,453,369,370
1996,Středočeský kraj,Kutná Hora,Vlkaneč,490,425,429
1996,Středočeský kraj,Kutná Hora,Vodranty,83,80,80
1996,Středočeský kraj,Kutná Hora,Vrdy,2220,1701,1713
1996,Středočeský kraj,Kutná Hora,Záboří nad Labem,614,531,533
1996,Středočeský kraj,Kutná Hora,Zbizuby,307,264,268
1996,Středočeský kraj,Kutná Hora,Zbraslavice,1123,899,906
1996,Středočeský kraj,Kutná Hora,Zbýšov,527,404,404
1996,Středočeský kraj,Kutná Hora,Zruč nad Sázavou,3924,2995,3004
1996,Středočeský kraj,Kutná Hora,Žáky,261,222,224
1996,Středočeský kraj,Kutná Hora,Žehušice,440,344,345
1996,Středočeský kraj,Kutná Hora,Žleby,1011,831,835
1996,Středočeský kraj,Mělník,Borek,128,115,117
1996,Středočeský kraj,Mělník,Býkev,259,161,164
1996,Středočeský kraj,Mělník,Byšice,877,637,639
1996,Středočeský kraj,Mělník,Cítov,717,486,487
1996,Středočeský kraj,Mělník,Čečelice,446,341,342
1996,Středočeský kraj,Mělník,Dobřeň,128,111,112
1996,Středočeský kraj,Mělník,Dolní Beřkovice,923,709,711
1996,Středočeský kraj,Mělník,Dolní Zimoř,61,55,56
1996,Středočeský kraj,Mělník,Dřínov,262,193,193
1996,Středočeský kraj,Mělník,Dřísy,558,455,462
1996,Středočeský kraj,Mělník,Horní Počaply,908,689,693
1996,Středočeský kraj,Mělník,Hořín,561,446,448
1996,Středočeský kraj,Mělník,Hostín,164,126,127
1996,Středočeský kraj,Mělník,Hostín u Vojkovic,234,177,177
1996,Středočeský kraj,Mělník,Chlumín,292,192,193
1996,Středočeský kraj,Mělník,Chorušice,357,296,298
1996,Středočeský kraj,Mělník,Chvatěruby,298,252,256
1996,Středočeský kraj,Mělník,Jeviněves,125,115,115
1996,Středočeský kraj,Mělník,Kadlín,102,84,84
1996,Středočeský kraj,Mělník,Kanina,49,49,49
1996,Středočeský kraj,Mělník,Kly,692,507,509
1996,Středočeský kraj,Mělník,Kokořín,278,196,197
1996,Středočeský kraj,Mělník,Konětopy,206,177,179
1996,Středočeský kraj,Mělník,Kostelec nad Labem,2361,1770,1790
1996,Středočeský kraj,Mělník,Kozomín,208,167,171
1996,Středočeský kraj,Mělník,Kralupy nad Vltavou,13371,10028,10081
1996,Středočeský kraj,Mělník,Křenek,172,152,152
1996,Středočeský kraj,Mělník,Ledčice,427,318,319
1996,Středočeský kraj,Mělník,Lhota,232,202,202
1996,Středočeský kraj,Mělník,Lhotka,181,153,153
1996,Středočeský kraj,Mělník,Liběchov,761,540,545
1996,Středočeský kraj,Mělník,Libiš,1316,985,987
1996,Středočeský kraj,Mělník,Liblice,377,259,262
1996,Středočeský kraj,Mělník,Lobeč,116,75,75
1996,Středočeský kraj,Mělník,Lužec nad Vltavou,1025,773,791
1996,Středočeský kraj,Mělník,Malý Újezd,560,442,443
1996,Středočeský kraj,Mělník,Medonosy,86,66,66
1996,Středočeský kraj,Mělník,Mělnické Vtelno,639,489,490
1996,Středočeský kraj,Mělník,Mělník,15589,10859,10910
1996,Středočeský kraj,Mělník,Mšeno,1100,875,881
1996,Středočeský kraj,Mělník,Nebužely,280,216,219
1996,Středočeský kraj,Mělník,Nedomice,191,174,174
1996,Středočeský kraj,Mělník,Nelahozeves,988,795,798
1996,Středočeský kraj,Mělník,Neratovice,12398,8367,8436
1996,Středočeský kraj,Mělník,Nosálov,141,112,117
1996,Středočeský kraj,Mělník,Nová Ves,607,521,527
1996,Středočeský kraj,Mělník,Obříství,683,499,503
1996,Středočeský kraj,Mělník,Ovčáry,314,268,273
1996,Středočeský kraj,Mělník,Řepín,545,413,416
1996,Středočeský kraj,Mělník,Spomyšl,296,242,244
1996,Středočeský kraj,Mělník,Stránka,161,131,134
1996,Středočeský kraj,Mělník,Střemy,248,190,191
1996,Středočeský kraj,Mělník,Tišice,1043,832,845
1996,Středočeský kraj,Mělník,Tuhaň,381,301,307
1996,Středočeský kraj,Mělník,Tupadly,79,58,58
1996,Středočeský kraj,Mělník,Újezdec,78,66,67
1996,Středočeský kraj,Mělník,Úžice,602,419,420
1996,Středočeský kraj,Mělník,Velký Borek,667,514,518
1996,Středočeský kraj,Mělník,Veltrusy,1231,978,982
1996,Středočeský kraj,Mělník,Vidim,180,128,129
1996,Středočeský kraj,Mělník,Vojkovice,552,411,415
1996,Středočeský kraj,Mělník,Vraňany,591,457,460
1996,Středočeský kraj,Mělník,Všestudy,260,230,230
1996,Středočeský kraj,Mělník,Všetaty,1538,1123,1131
1996,Středočeský kraj,Mělník,Vysoká,578,432,435
1996,Středočeský kraj,Mělník,Zálezlice,265,193,195
1996,Středočeský kraj,Mělník,Záryby,489,389,392
1996,Středočeský kraj,Mělník,Zlončice,140,110,110
1996,Středočeský kraj,Mělník,Zlosyň,246,202,203
1996,Středočeský kraj,Mělník,Želízy,332,265,268
1996,Středočeský kraj,Mladá Boleslav,Bakov nad Jizerou,3474,2871,2890
1996,Středočeský kraj,Mladá Boleslav,Bělá pod Bezdězem,3757,2699,2724
1996,Středočeský kraj,Mladá Boleslav,Benátky nad Jizerou,5111,3670,3695
1996,Středočeský kraj,Mladá Boleslav,Bezno,644,494,505
1996,Středočeský kraj,Mladá Boleslav,Bílá Hlína,76,64,64
1996,Středočeský kraj,Mladá Boleslav,Bítouchov,217,174,174
1996,Středočeský kraj,Mladá Boleslav,Boreč,154,116,117
1996,Středočeský kraj,Mladá Boleslav,Boseň,288,239,244
1996,Středočeský kraj,Mladá Boleslav,Bradlec,215,194,195
1996,Středočeský kraj,Mladá Boleslav,Branžež,170,152,152
1996,Středočeský kraj,Mladá Boleslav,Brodce,739,554,562
1996,Středočeský kraj,Mladá Boleslav,Březina,260,211,214
1996,Středočeský kraj,Mladá Boleslav,Březno,441,342,342
1996,Středočeský kraj,Mladá Boleslav,Březovice,205,165,165
1996,Středočeský kraj,Mladá Boleslav,Bukovno,420,350,352
1996,Středočeský kraj,Mladá Boleslav,Ctiměřice,75,70,70
1996,Středočeský kraj,Mladá Boleslav,Čachovice,578,463,466
1996,Středočeský kraj,Mladá Boleslav,Čistá,467,388,390
1996,Středočeský kraj,Mladá Boleslav,Dalovice,142,119,119
1996,Středočeský kraj,Mladá Boleslav,Dlouhá Lhota,237,208,209
1996,Středočeský kraj,Mladá Boleslav,Dobrovice,2394,1953,1966
1996,Středočeský kraj,Mladá Boleslav,Dobšín,154,141,141
1996,Středočeský kraj,Mladá Boleslav,Dolní Bousov,1790,1539,1554
1996,Středočeský kraj,Mladá Boleslav,Dolní Krupá,122,96,100
1996,Středočeský kraj,Mladá Boleslav,Dolní Slivno,270,226,226
1996,Středočeský kraj,Mladá Boleslav,Dolní Stakory,136,108,108
1996,Středočeský kraj,Mladá Boleslav,Domousnice,185,159,160
1996,Středočeský kraj,Mladá Boleslav,Doubravička,60,57,57
1996,Středočeský kraj,Mladá Boleslav,Hlavenec,234,182,184
1996,Středočeský kraj,Mladá Boleslav,Horky nad Jizerou,301,246,246
1996,Středočeský kraj,Mladá Boleslav,Horní Bukovina,147,127,127
1996,Středočeský kraj,Mladá Boleslav,Horní Slivno,162,113,113
1996,Středočeský kraj,Mladá Boleslav,Hrdlořezy,418,334,336
1996,Středočeský kraj,Mladá Boleslav,Hrušov,124,109,109
1996,Středočeský kraj,Mladá Boleslav,Husí Lhota,90,79,79
1996,Středočeský kraj,Mladá Boleslav,Charvatce,141,122,123
1996,Středočeský kraj,Mladá Boleslav,Chocnějovice,300,256,257
1996,Středočeský kraj,Mladá Boleslav,Chotětov,593,465,471
1996,Středočeský kraj,Mladá Boleslav,Chudíř,106,95,96
1996,Středočeský kraj,Mladá Boleslav,Jabkenice,306,239,242
1996,Středočeský kraj,Mladá Boleslav,Jivina,268,234,234
1996,Středočeský kraj,Mladá Boleslav,Jizerní Vtelno,246,200,203
1996,Středočeský kraj,Mladá Boleslav,Josefův Důl,298,227,229
1996,Středočeský kraj,Mladá Boleslav,Katusice,561,457,460
1996,Středočeský kraj,Mladá Boleslav,Klášter Hradiště/J.,471,398,400
1996,Středočeský kraj,Mladá Boleslav,Kluky,45,44,44
1996,Středočeský kraj,Mladá Boleslav,Kněžmost,1134,942,944
1996,Středočeský kraj,Mladá Boleslav,Kobylnice,39,35,35
1996,Středočeský kraj,Mladá Boleslav,Kochánky,286,251,253
1996,Středočeský kraj,Mladá Boleslav,Kolomuty,112,98,99
1996,Středočeský kraj,Mladá Boleslav,Koryta,57,50,50
1996,Středočeský kraj,Mladá Boleslav,Kosmonosy,2943,2262,2280
1996,Středočeský kraj,Mladá Boleslav,Kosořice,273,225,226
1996,Středočeský kraj,Mladá Boleslav,Kostelní Hlavno,271,229,232
1996,Středočeský kraj,Mladá Boleslav,Košátky,195,145,147
1996,Středočeský kraj,Mladá Boleslav,Kováň,94,73,73
1996,Středočeský kraj,Mladá Boleslav,Kovanec,106,88,91
1996,Středočeský kraj,Mladá Boleslav,Krásná Ves,146,115,115
1996,Středočeský kraj,Mladá Boleslav,Krnsko,376,319,320
1996,Středočeský kraj,Mladá Boleslav,Kropáčova Vrutice,508,441,441
1996,Středočeský kraj,Mladá Boleslav,Ledce,251,218,221
1996,Středočeský kraj,Mladá Boleslav,Lhotky,75,63,63
1996,Středočeský kraj,Mladá Boleslav,Lipník,180,152,152
1996,Středočeský kraj,Mladá Boleslav,Loukov,158,111,111
1996,Středočeský kraj,Mladá Boleslav,Loukovec,200,172,176
1996,Středočeský kraj,Mladá Boleslav,Luštěnice,682,529,536
1996,Středočeský kraj,Mladá Boleslav,Mečeříž,280,252,252
1996,Středočeský kraj,Mladá Boleslav,Mladá Boleslav,34059,24561,24698
1996,Středočeský kraj,Mladá Boleslav,Mnichovo Hradiště,6552,4926,4962
1996,Středočeský kraj,Mladá Boleslav,Mohelnice n.Jizerou,69,65,65
1996,Středočeský kraj,Mladá Boleslav,Mukařov,134,113,114
1996,Středočeský kraj,Mladá Boleslav,Němčice,121,109,111
1996,Středočeský kraj,Mladá Boleslav,Nemyslovice,87,79,79
1996,Středočeský kraj,Mladá Boleslav,Nepřevázka,233,202,203
1996,Středočeský kraj,Mladá Boleslav,Neveklovice,25,21,21
1996,Středočeský kraj,Mladá Boleslav,Niměřice,214,161,163
1996,Středočeský kraj,Mladá Boleslav,Nová Telib,110,96,96
1996,Středočeský kraj,Mladá Boleslav,Nová Ves u Bakova,192,168,168
1996,Středočeský kraj,Mladá Boleslav,Obrubce,150,134,136
1996,Středočeský kraj,Mladá Boleslav,Obruby,162,138,138
1996,Středočeský kraj,Mladá Boleslav,Pěčice,108,99,100
1996,Středočeský kraj,Mladá Boleslav,Pětikozly,60,57,57
1996,Středočeský kraj,Mladá Boleslav,Petkovy,165,150,153
1996,Středočeský kraj,Mladá Boleslav,Písková Lhota,375,315,317
1996,Středočeský kraj,Mladá Boleslav,Plazy,267,196,196
1996,Středočeský kraj,Mladá Boleslav,Plužná,145,124,126
1996,Středočeský kraj,Mladá Boleslav,Prodašice,79,72,72
1996,Středočeský kraj,Mladá Boleslav,Předměřice n.Jizerou,469,347,351
1996,Středočeský kraj,Mladá Boleslav,Přepeře,102,88,88
1996,Středočeský kraj,Mladá Boleslav,Ptýrov,138,116,117
1996,Středočeský kraj,Mladá Boleslav,Rabakov,36,35,35
1996,Středočeský kraj,Mladá Boleslav,Rohatsko,114,108,108
1996,Středočeský kraj,Mladá Boleslav,Rokytá,136,94,94
1996,Středočeský kraj,Mladá Boleslav,Rokytovec,91,81,82
1996,Středočeský kraj,Mladá Boleslav,Řepov,424,334,338
1996,Středočeský kraj,Mladá Boleslav,Řitonice,58,54,54
1996,Středočeský kraj,Mladá Boleslav,Sedlec,133,111,111
1996,Středočeský kraj,Mladá Boleslav,Semčice,343,291,292
1996,Středočeský kraj,Mladá Boleslav,Sezemice,78,70,71
1996,Středočeský kraj,Mladá Boleslav,Skalsko,262,217,217
1996,Středočeský kraj,Mladá Boleslav,Smilovice,441,359,363
1996,Středočeský kraj,Mladá Boleslav,Sojovice,574,488,492
1996,Středočeský kraj,Mladá Boleslav,Sovínky,211,169,172
1996,Středočeský kraj,Mladá Boleslav,Strašnov,156,133,133
1996,Středočeský kraj,Mladá Boleslav,Strážiště,81,76,76
1996,Středočeský kraj,Mladá Boleslav,Strenice,142,132,132
1996,Středočeský kraj,Mladá Boleslav,Sudoměř,60,54,54
1996,Středočeský kraj,Mladá Boleslav,Sudovo Hlavno,313,272,273
1996,Středočeský kraj,Mladá Boleslav,Sukorady,198,175,176
1996,Středočeský kraj,Mladá Boleslav,Tuřice,162,121,121
1996,Středočeský kraj,Mladá Boleslav,Ujkovice,70,70,70
1996,Středočeský kraj,Mladá Boleslav,Velké Všelisy,267,213,214
1996,Středočeský kraj,Mladá Boleslav,Veselice,86,80,81
1996,Středočeský kraj,Mladá Boleslav,Vinařice,191,158,158
1996,Středočeský kraj,Mladá Boleslav,Vinec,182,149,150
1996,Středočeský kraj,Mladá Boleslav,Vlkava,300,261,261
1996,Středočeský kraj,Mladá Boleslav,Vrátno,97,75,79
1996,Středočeský kraj,Mladá Boleslav,Všejany,429,361,367
1996,Středočeský kraj,Mladá Boleslav,Zdětín,292,235,238
1996,Středočeský kraj,Mladá Boleslav,Žďár,953,840,841
1996,Středočeský kraj,Mladá Boleslav,Žerčice,238,194,194
1996,Středočeský kraj,Mladá Boleslav,Židněves,168,143,147
1996,Středočeský kraj,Nymburk,Běrunice,690,549,551
1996,Středočeský kraj,Nymburk,Bobnice,546,420,425
1996,Středočeský kraj,Nymburk,Bříství,201,174,178
1996,Středočeský kraj,Nymburk,Budiměřice,421,341,346
1996,Středočeský kraj,Nymburk,Černíky,87,74,74
1996,Středočeský kraj,Nymburk,Čilec,178,148,152
1996,Středočeský kraj,Nymburk,Činěves,387,314,321
1996,Středočeský kraj,Nymburk,Dlouhopolsko,195,168,172
1996,Středočeský kraj,Nymburk,Dobšice,164,146,146
1996,Středočeský kraj,Nymburk,Dvory,443,374,376
1996,Středočeský kraj,Nymburk,Dymokury,625,498,499
1996,Středočeský kraj,Nymburk,Hořany,82,72,72
1996,Středočeský kraj,Nymburk,Hořátev,445,393,396
1996,Středočeský kraj,Nymburk,Hradčany,190,160,162
1996,Středočeský kraj,Nymburk,Hradištko,375,299,301
1996,Středočeský kraj,Nymburk,Hrubý Jeseník,375,298,302
1996,Středočeský kraj,Nymburk,Chleby,244,203,203
1996,Středočeský kraj,Nymburk,Choťánky,323,272,279
1996,Středočeský kraj,Nymburk,Chotěšice,281,198,201
1996,Středočeský kraj,Nymburk,Choťovice,134,128,128
1996,Středočeský kraj,Nymburk,Chrást,385,324,326
1996,Středočeský kraj,Nymburk,Chroustov,165,146,146
1996,Středočeský kraj,Nymburk,Jíkev,243,204,204
1996,Středočeský kraj,Nymburk,Jiřice,203,181,187
1996,Středočeský kraj,Nymburk,Jizbice,218,193,193
1996,Středočeský kraj,Nymburk,Kamenné Zboží,399,341,341
1996,Středočeský kraj,Nymburk,Kněžice,398,360,361
1996,Středočeský kraj,Nymburk,Kněžičky,149,122,123
1996,Středočeský kraj,Nymburk,Kolaje,86,70,70
1996,Středočeský kraj,Nymburk,Kostelní Lhota,570,485,490
1996,Středočeský kraj,Nymburk,Kostomlátky,183,146,146
1996,Středočeský kraj,Nymburk,Kostomlaty nad Labem,1240,982,991
1996,Středočeský kraj,Nymburk,Košík,305,266,267
1996,Středočeský kraj,Nymburk,Kounice,745,608,610
1996,Středočeský kraj,Nymburk,Kouty,190,150,150
1996,Středočeský kraj,Nymburk,Kovanice,536,443,444
1996,Středočeský kraj,Nymburk,Krchleby,542,470,471
1996,Středočeský kraj,Nymburk,Křečkov,276,208,211
1996,Středočeský kraj,Nymburk,Křinec,1077,846,850
1996,Středočeský kraj,Nymburk,Libice nad Cidlinou,1044,881,890
1996,Středočeský kraj,Nymburk,Loučeň,871,724,739
1996,Středočeský kraj,Nymburk,Lysá nad Labem,6037,4655,4688
1996,Středočeský kraj,Nymburk,Mcely,309,269,270
1996,Středočeský kraj,Nymburk,Městec Králové,2303,1821,1826
1996,Středočeský kraj,Nymburk,Milčice,226,170,172
1996,Středočeský kraj,Nymburk,Milovice,1543,1040,1050
1996,Středočeský kraj,Nymburk,Netřebice,176,151,153
1996,Středočeský kraj,Nymburk,Nový Dvůr,56,51,53
1996,Středočeský kraj,Nymburk,Nymburk,11910,8761,8849
1996,Středočeský kraj,Nymburk,Odřepsy,239,205,205
1996,Středočeský kraj,Nymburk,Okřínek,140,122,123
1996,Středočeský kraj,Nymburk,Opočnice,334,270,273
1996,Středočeský kraj,Nymburk,Opolany,662,564,570
1996,Středočeský kraj,Nymburk,Oseček,103,89,90
1996,Středočeský kraj,Nymburk,Oskořínek,392,332,335
1996,Středočeský kraj,Nymburk,Ostrá,295,250,250
1996,Středočeský kraj,Nymburk,Pátek,371,313,316
1996,Středočeský kraj,Nymburk,Písková Lhota,303,265,265
1996,Středočeský kraj,Nymburk,Písty,255,223,223
1996,Středočeský kraj,Nymburk,Pňov-Předhradí,457,386,389
1996,Středočeský kraj,Nymburk,Poděbrady,10698,8524,8566
1996,Středočeský kraj,Nymburk,Podmoky,125,111,113
