year,region,county,town,kdúčsl,ods,ksčm,SPR-Republ.str.Čsl. M.Sládka,OBČANÉ 2011-SPRAVEDL. PRO LIDI,Dobrá volba 2016,top_09,Dělnic.str.sociální spravedl.,CESTA ODPOVĚDNÉ SPOLEČNOSTI,Řád národa - Vlastenecká unie,ano,Strana svobodných občanů,-,Česká národní fronta,STAROSTOVÉ A NEZÁVISLÍ,Národ Sobě,Referendum o Evropské unii,sz,"ROZUMNÍ-stop migraci,diktát.EU",Strana Práv Občanů,Volte Pr.Blok www.cibulka.net,Unie H.A.V.E.L.,Společ.proti výst.v Prok.údolí,Česká pirátská strana,Blok proti islam.-Obran.domova,Radostné Česko,Občanská demokratická aliance,SPORTOVCI,čssd,Česká strana národně sociální,spd,REALISTÉ,voters,votes_ok,votes_all
2017,Středočeský kraj,Benešov,Šetějovice,5,3,1,0,,0,1,0,0,0,15,0,,,4,,0,0,0,0,,0,,1,0,0,0,0,4,0,4,0,48,38,38
2017,Středočeský kraj,Benešov,Tehov,7,3,15,0,,0,8,0,0,0,56,0,,,13,,0,1,2,1,,0,,11,0,0,0,0,21,0,26,1,249,165,165
2017,Středočeský kraj,Benešov,Teplýšovice,24,22,17,1,,0,4,0,0,0,96,3,,,41,,1,6,2,0,,0,,26,0,0,0,0,25,0,17,3,383,288,289
2017,Středočeský kraj,Benešov,Tichonice,2,16,9,0,,0,5,0,0,0,50,5,,,5,,0,0,0,0,,1,,10,1,0,0,6,14,0,13,0,179,137,137
2017,Středočeský kraj,Benešov,Tisem,3,8,7,0,,0,6,0,0,0,42,1,,,12,,0,3,0,0,,0,,12,0,0,0,0,15,0,19,0,184,128,128
2017,Středočeský kraj,Benešov,Tomice,13,4,8,0,,0,0,1,0,0,26,2,,,2,,0,0,0,0,,0,,2,1,0,0,0,4,0,12,0,105,75,75
2017,Středočeský kraj,Benešov,Trhový Štěpánov,45,62,40,2,,0,25,2,1,0,217,6,,,48,,0,5,7,0,,0,,59,0,0,0,1,42,0,66,6,1029,634,642
2017,Středočeský kraj,Benešov,Třebešice,2,13,5,0,,0,3,0,0,0,14,1,,,8,,0,1,0,0,,0,,15,0,0,0,0,3,0,3,0,82,68,68
2017,Středočeský kraj,Benešov,Týnec nad Sázavou,55,295,265,8,,1,104,20,0,5,999,36,,,272,,5,33,33,12,,3,,307,0,4,5,4,175,0,272,9,4550,2922,2940
2017,Středočeský kraj,Benešov,Václavice,10,30,12,1,,0,5,2,0,0,85,13,,,41,,1,0,1,3,,0,,32,0,0,0,1,27,0,21,4,455,289,290
2017,Středočeský kraj,Benešov,Veliš,23,9,15,1,,0,8,0,0,0,71,1,,,16,,0,0,2,0,,0,,6,0,0,1,2,9,0,25,0,270,189,189
2017,Středočeský kraj,Benešov,Vlašim,309,504,465,7,,2,216,8,8,9,1862,61,,,368,,2,57,32,12,,2,,525,2,2,2,12,534,3,610,30,9453,5644,5677
2017,Středočeský kraj,Benešov,Vodslivy,5,5,0,0,,0,2,1,0,0,10,2,,,1,,0,0,1,0,,0,,4,1,0,0,0,3,0,8,0,84,43,43
2017,Středočeský kraj,Benešov,Vojkov,14,21,23,0,,1,7,0,1,1,90,1,,,15,,0,2,1,0,,0,,27,0,1,0,0,23,2,16,3,427,249,250
2017,Středočeský kraj,Benešov,Votice,74,208,167,4,,0,90,3,0,4,779,34,,,182,,0,15,15,4,,1,,231,7,1,2,4,196,1,187,10,3676,2219,2229
2017,Středočeský kraj,Benešov,Vracovice,22,14,9,0,,3,10,0,0,1,67,6,,,15,,0,0,3,0,,0,,22,0,0,0,1,14,0,12,0,326,199,201
2017,Středočeský kraj,Benešov,Vranov,14,29,21,0,,1,14,0,0,0,80,3,,,26,,1,2,1,0,,0,,28,1,0,1,0,11,0,11,0,332,244,244
2017,Středočeský kraj,Benešov,Vrchotovy Janovice,12,24,38,2,,0,19,1,0,1,174,3,,,49,,0,7,6,1,,0,,54,1,0,1,1,39,0,52,3,785,488,492
2017,Středočeský kraj,Benešov,Všechlapy,1,17,5,0,,0,7,0,0,0,11,0,,,6,,0,0,0,0,,0,,7,0,0,0,0,4,0,6,0,84,64,65
2017,Středočeský kraj,Benešov,Vysoký Újezd,2,20,12,0,,0,8,1,0,0,30,4,,,1,,0,3,5,0,,0,,3,1,0,0,0,11,0,4,8,163,113,113
2017,Středočeský kraj,Benešov,Xaverov,4,3,4,0,,0,0,0,0,0,3,0,,,10,,0,0,0,0,,0,,5,0,0,0,0,6,0,1,0,49,36,36
2017,Středočeský kraj,Benešov,Zdislavice,24,18,34,0,,0,10,1,0,1,120,7,,,25,,0,2,1,0,,0,,24,0,0,0,0,23,0,22,6,462,318,320
2017,Středočeský kraj,Benešov,Zvěstov,10,20,6,0,,0,6,0,0,0,65,4,,,21,,0,1,2,1,,0,,10,0,0,0,0,16,0,15,1,303,178,178
2017,Středočeský kraj,Beroun,Bavoryně,3,18,7,2,,0,11,2,0,0,55,4,,,8,,0,5,2,0,,0,,16,0,0,0,0,6,0,11,0,239,150,151
2017,Středočeský kraj,Beroun,Beroun,279,1363,651,13,,3,641,12,11,16,2433,205,,,433,,6,140,78,21,,4,,1290,8,1,12,17,576,2,800,61,14804,9076,9135
2017,Středočeský kraj,Beroun,Běštín,2,27,11,0,,0,2,1,0,2,40,3,,,2,,0,3,3,0,,0,,12,1,0,0,0,21,0,26,1,262,157,158
2017,Středočeský kraj,Beroun,Broumy,11,62,54,4,,0,22,0,0,1,144,8,,,20,,3,6,5,0,,1,,76,0,2,0,0,35,0,32,3,743,489,491
2017,Středočeský kraj,Beroun,Březová,5,30,14,0,,0,7,0,0,0,38,0,,,21,,0,2,1,0,,0,,12,0,0,0,0,12,0,25,1,246,168,168
2017,Středočeský kraj,Beroun,Bubovice,9,44,11,0,,1,28,1,0,2,65,6,,,10,,1,4,0,0,,0,,50,0,0,0,2,8,0,24,3,372,269,270
2017,Středočeský kraj,Beroun,Bykoš,1,13,13,0,,0,5,0,0,0,37,0,,,6,,0,4,0,0,,0,,12,0,0,0,1,16,0,12,1,183,121,121
2017,Středočeský kraj,Beroun,Bzová,5,23,25,0,,0,13,0,0,0,76,7,,,11,,1,1,3,0,,1,,23,0,0,0,0,18,0,24,4,364,235,238
2017,Středočeský kraj,Beroun,Cerhovice,18,80,33,1,,0,20,3,0,1,201,14,,,44,,0,5,9,3,,0,,52,0,0,0,1,60,0,44,2,909,591,593
2017,Středočeský kraj,Beroun,Drozdov,14,58,58,0,,0,11,3,0,0,127,4,,,25,,0,5,3,1,,1,,37,0,0,0,0,41,0,28,2,604,418,420
2017,Středočeský kraj,Beroun,Felbabka,2,27,17,0,,0,4,0,0,0,40,7,,,7,,0,0,0,1,,0,,9,0,0,0,0,16,0,5,0,215,135,136
2017,Středočeský kraj,Beroun,Hlásná Třebaň,19,114,23,0,,0,60,0,0,1,131,11,,,48,,0,12,5,2,,0,,95,1,2,2,0,17,0,28,1,759,572,578
2017,Středočeský kraj,Beroun,Hořovice,88,588,305,9,,3,149,4,3,7,864,41,,,108,,1,57,14,4,,3,,290,2,2,2,4,254,2,269,17,5247,3090,3107
2017,Středočeský kraj,Beroun,Hostomice,19,126,55,1,,0,45,5,0,5,232,15,,,25,,1,10,3,2,,1,,102,0,1,0,3,61,0,75,3,1333,790,794
2017,Středočeský kraj,Beroun,Hředle,4,26,18,0,,0,8,0,0,2,81,2,,,6,,0,5,0,0,,0,,30,0,0,1,0,12,0,19,2,299,216,217
2017,Středočeský kraj,Beroun,Hudlice,6,82,133,0,,0,18,4,0,2,177,11,,,18,,0,11,6,1,,0,,63,0,0,0,0,52,0,73,1,978,658,663
2017,Středočeský kraj,Beroun,Hvozdec,3,21,26,0,,0,3,0,0,0,40,4,,,11,,0,2,2,0,,0,,11,0,0,0,0,13,0,18,0,213,154,155
2017,Středočeský kraj,Beroun,Hýskov,21,139,54,1,,2,74,2,0,1,219,19,,,42,,0,15,7,1,,0,,119,2,1,1,3,62,0,78,5,1335,868,879
2017,Středočeský kraj,Beroun,Chaloupky,1,58,32,0,,0,10,1,2,0,87,6,,,11,,0,5,1,1,,0,,26,2,0,0,0,21,0,27,3,423,294,298
2017,Středočeský kraj,Beroun,Chlustina,7,17,13,0,,0,11,1,0,1,26,1,,,4,,0,0,4,0,,0,,13,0,0,0,0,10,0,7,0,187,115,117
2017,Středočeský kraj,Beroun,Chodouň,4,57,23,1,,0,8,1,0,1,97,2,,,19,,0,8,4,1,,0,,52,0,0,0,1,37,0,18,3,501,337,339
2017,Středočeský kraj,Beroun,Chrustenice,9,86,29,0,,0,47,0,2,2,118,15,,,34,,1,8,4,1,,1,,83,2,0,2,1,20,1,38,4,709,508,511
2017,Středočeský kraj,Beroun,Chyňava,19,139,77,2,,1,47,2,0,2,284,21,,,29,,0,14,5,0,,0,,121,0,0,3,0,65,0,81,2,1438,914,916
2017,Středočeský kraj,Beroun,Jivina,1,11,10,0,,0,2,0,2,0,42,1,,,1,,0,2,1,0,,0,,4,0,0,0,0,4,0,10,1,153,92,92
2017,Středočeský kraj,Beroun,Karlštejn,22,85,36,0,,1,25,0,0,3,104,11,,,19,,0,4,1,1,,0,,73,0,0,1,0,27,0,30,3,668,446,448
2017,Středočeský kraj,Beroun,Komárov,26,175,131,3,,0,35,2,0,0,430,11,,,43,,0,9,8,8,,0,,93,0,1,2,2,90,0,101,11,1943,1181,1184
2017,Středočeský kraj,Beroun,Koněprusy,2,27,11,0,,0,12,0,1,0,27,0,,,12,,0,3,0,0,,1,,8,0,0,0,0,5,0,18,0,181,127,128
2017,Středočeský kraj,Beroun,Korno,6,11,7,0,,0,4,0,0,0,9,0,,,4,,0,1,0,0,,0,,9,0,0,0,0,11,0,7,0,90,69,69
2017,Středočeský kraj,Beroun,Kotopeky,6,8,8,2,,1,10,0,0,0,44,1,,,5,,0,2,1,1,,0,,10,0,0,0,1,9,0,21,3,236,133,136
2017,Středočeský kraj,Beroun,Králův Dvůr,87,668,242,12,,0,222,11,1,6,910,101,,,209,,0,36,18,10,,0,,473,1,1,12,5,230,0,328,22,6238,3605,3626
2017,Středočeský kraj,Beroun,Kublov,7,53,36,0,,1,15,0,0,2,105,6,,,13,,0,4,3,1,,0,,34,0,2,0,3,23,0,38,0,525,346,348
2017,Středočeský kraj,Beroun,Lážovice,0,9,6,0,,0,3,1,0,0,13,1,,,5,,0,1,0,0,,0,,9,1,0,0,0,2,0,0,0,81,51,51
2017,Středočeský kraj,Beroun,Lhotka,3,23,13,0,,1,6,0,0,0,67,0,,,7,,1,2,2,2,,0,,16,0,1,0,1,10,0,9,0,271,164,165
2017,Středočeský kraj,Beroun,Libomyšl,2,38,29,0,,0,13,1,0,0,93,1,,,6,,0,4,5,2,,0,,43,0,1,2,0,5,0,20,1,423,266,266
2017,Středočeský kraj,Beroun,Liteň,17,43,28,4,,0,53,3,0,0,149,19,,,21,,0,5,4,3,,1,,62,0,1,0,0,37,0,59,4,880,513,515
2017,Středočeský kraj,Beroun,Loděnice,42,121,49,0,,1,60,1,2,6,249,15,,,49,,0,16,7,0,,1,,122,2,1,1,3,43,2,67,1,1371,861,863
2017,Středočeský kraj,Beroun,Lochovice,15,52,58,0,,0,11,2,0,0,190,11,,,21,,1,6,3,1,,0,,73,0,0,1,0,33,0,62,1,925,541,546
2017,Středočeský kraj,Beroun,Lužce,1,3,4,0,,0,3,0,0,0,14,0,,,5,,0,1,0,1,,0,,7,0,0,0,0,7,0,10,0,95,56,56
2017,Středočeský kraj,Beroun,Malá Víska,0,10,8,0,,0,0,0,0,0,17,2,,,1,,0,0,1,1,,0,,4,0,0,0,0,3,0,11,0,81,58,59
2017,Středočeský kraj,Beroun,Málkov,2,5,6,0,,0,12,0,0,0,15,0,,,1,,0,5,0,1,,0,,13,0,0,0,0,4,0,12,0,100,76,76
2017,Středočeský kraj,Beroun,Měňany,1,16,16,1,,0,6,0,0,0,37,2,,,7,,0,2,1,0,,0,,16,0,0,0,0,9,0,18,0,240,132,133
2017,Středočeský kraj,Beroun,Mezouň,16,57,9,0,,0,27,0,2,2,88,2,,,25,,0,4,3,1,,0,,42,1,0,0,1,7,0,39,1,434,327,329
2017,Středočeský kraj,Beroun,Mořina,17,84,27,3,,0,31,0,0,1,91,10,,,25,,0,1,2,0,,0,,48,1,0,1,1,28,0,39,0,617,410,412
2017,Středočeský kraj,Beroun,Mořinka,0,16,1,0,,0,6,0,0,0,28,8,,,6,,0,1,1,1,,0,,10,0,0,0,0,4,0,11,0,129,93,93
2017,Středočeský kraj,Beroun,Nenačovice,6,12,14,1,,0,9,0,0,0,54,4,,,7,,1,2,4,0,,0,,16,0,0,0,0,4,0,12,0,197,146,146
2017,Středočeský kraj,Beroun,Nesvačily,5,14,13,0,,0,9,0,0,0,24,0,,,3,,0,1,1,0,,0,,11,0,1,0,2,11,0,10,0,128,105,105
2017,Středočeský kraj,Beroun,Neumětely,7,36,26,0,,0,7,0,0,0,74,4,,,5,,0,1,3,0,,2,,21,0,0,0,0,24,0,38,2,437,250,250
2017,Středočeský kraj,Beroun,Nižbor,30,160,74,4,,0,65,2,1,3,273,9,,,51,,4,26,5,1,,0,,158,1,0,0,1,61,0,99,5,1614,1033,1038
2017,Středočeský kraj,Beroun,Nový Jáchymov,10,43,36,2,,0,24,1,1,1,105,9,,,7,,0,6,4,0,,0,,33,0,0,2,0,24,0,39,3,540,350,354
2017,Středočeský kraj,Beroun,Olešná,5,23,20,0,,0,10,3,1,1,80,2,,,5,,1,1,3,1,,0,,24,0,0,1,0,21,0,23,0,343,225,227
2017,Středočeský kraj,Beroun,Osek,9,49,38,3,,1,10,0,0,0,159,3,,,20,,1,4,3,0,,0,,52,1,0,0,1,35,0,24,4,633,417,421
2017,Středočeský kraj,Beroun,Osov,14,26,16,2,,1,11,0,0,1,51,1,,,9,,0,4,1,0,,0,,30,0,0,0,2,15,0,13,2,290,199,202
2017,Středočeský kraj,Beroun,Otmíče,4,12,9,0,,0,11,0,0,0,23,4,,,3,,0,0,1,0,,0,,21,0,0,0,0,4,0,12,1,142,105,107
2017,Středočeský kraj,Beroun,Otročiněves,6,34,38,1,,0,7,1,0,0,90,2,,,20,,0,7,2,1,,0,,42,1,0,2,1,11,0,24,3,411,293,293
2017,Středočeský kraj,Beroun,Podbrdy,7,12,22,0,,0,2,0,0,0,24,3,,,9,,0,1,0,0,,1,,13,0,0,0,0,7,0,20,1,176,122,122
2017,Středočeský kraj,Beroun,Podluhy,5,44,41,0,,0,10,0,0,0,108,2,,,12,,0,3,5,0,,0,,39,0,0,0,1,32,0,31,1,535,334,337
2017,Středočeský kraj,Beroun,Praskolesy,10,58,45,2,,1,19,0,0,1,132,14,,,23,,0,6,4,1,,0,,60,0,0,2,0,42,1,37,6,690,464,465
2017,Středočeský kraj,Beroun,Rpety,3,34,27,0,,0,12,1,0,2,84,5,,,9,,0,3,3,5,,0,,27,0,0,0,0,20,0,23,1,403,259,259
2017,Středočeský kraj,Beroun,Skřipel,2,7,0,0,,2,4,0,0,0,26,0,,,1,,0,0,0,0,,0,,9,0,0,0,0,3,0,5,1,100,60,60
2017,Středočeský kraj,Beroun,Skuhrov,6,33,19,0,,0,25,0,0,0,62,5,,,23,,0,6,1,3,,0,,27,0,0,2,0,24,0,23,0,384,259,259
2017,Středočeský kraj,Beroun,Srbsko,8,53,12,0,,0,20,0,0,0,72,3,,,25,,0,5,3,0,,0,,34,1,0,0,0,15,1,14,4,411,270,271
2017,Středočeský kraj,Beroun,Stašov,5,20,22,0,,0,23,1,0,1,69,2,,,9,,1,1,2,0,,0,,19,0,0,0,1,29,0,14,1,362,220,220
2017,Středočeský kraj,Beroun,Suchomasty,8,23,45,0,,0,9,0,0,1,59,2,,,5,,0,5,2,0,,0,,28,0,0,0,1,12,0,35,1,360,236,238
2017,Středočeský kraj,Beroun,Svatá,9,31,32,0,,0,19,0,0,0,100,3,,,14,,0,0,1,1,,0,,33,0,0,1,0,23,0,19,1,407,287,287
2017,Středočeský kraj,Beroun,Svatý Jan pod Skalou,11,15,3,0,,0,11,0,0,0,19,1,,,8,,0,2,0,0,,1,,14,0,0,2,0,6,0,1,0,132,94,98
2017,Středočeský kraj,Beroun,Svinaře,7,71,17,0,,0,46,0,0,0,79,10,,,22,,0,10,4,1,,0,,71,2,0,1,0,8,0,20,3,524,372,372
2017,Středočeský kraj,Beroun,Tetín,19,69,36,3,,0,30,4,0,1,106,5,,,39,,0,3,0,0,,1,,63,0,1,0,0,37,0,62,1,691,480,483
2017,Středočeský kraj,Beroun,Tlustice,9,60,65,0,,0,22,1,0,1,166,8,,,21,,0,5,3,1,,0,,54,0,1,1,3,32,0,44,6,753,503,504
2017,Středočeský kraj,Beroun,Tmaň,6,55,44,0,,1,18,1,0,3,170,15,,,28,,2,10,6,1,,1,,45,0,1,1,1,36,0,48,6,891,499,502
2017,Středočeský kraj,Beroun,Točník,7,13,6,1,,0,11,1,0,0,36,4,,,5,,0,2,1,0,,1,,12,0,0,0,0,8,0,19,0,195,127,129
2017,Středočeský kraj,Beroun,Trubín,4,51,21,1,,0,12,0,5,0,65,9,,,17,,0,1,0,0,,0,,21,1,0,0,0,3,1,25,1,337,238,242
2017,Středočeský kraj,Beroun,Trubská,2,10,16,1,,0,2,0,0,0,39,1,,,6,,0,0,1,0,,0,,16,0,0,0,0,6,0,6,0,158,106,106
2017,Středočeský kraj,Beroun,Újezd,24,53,30,0,,2,6,0,0,0,116,2,,,28,,0,1,5,1,,0,,35,0,0,1,1,24,1,33,0,503,363,367
2017,Středočeský kraj,Beroun,Velký Chlumec,8,31,19,1,,1,7,1,0,1,65,0,,,15,,1,2,11,0,,0,,38,1,0,2,0,15,0,16,0,344,235,236
2017,Středočeský kraj,Beroun,Vinařice,0,8,6,0,,0,2,0,0,0,25,0,,,2,,0,0,0,0,,0,,8,0,0,0,0,5,0,2,0,79,58,58
2017,Středočeský kraj,Beroun,Vižina,3,31,12,0,,0,5,0,0,0,53,3,,,8,,0,5,0,0,,0,,12,0,0,0,0,9,0,18,0,217,159,159
2017,Středočeský kraj,Beroun,Vráž,14,83,55,0,,1,27,1,0,1,176,9,,,34,,1,6,3,1,,0,,82,2,0,1,1,45,0,51,4,907,598,600
2017,Středočeský kraj,Beroun,Všeradice,16,27,18,1,,0,12,0,0,0,64,4,,,8,,0,2,2,0,,0,,30,0,0,1,1,14,0,26,0,344,226,226
2017,Středočeský kraj,Beroun,Vysoký Újezd,13,58,23,1,,0,23,0,1,0,80,8,,,24,,0,4,4,0,,1,,77,0,0,0,0,20,0,30,3,580,370,373
2017,Středočeský kraj,Beroun,Zadní Třebaň,19,69,22,1,,0,41,0,1,1,130,15,,,33,,0,6,8,1,,1,,69,1,0,1,0,33,0,31,7,663,490,495
2017,Středočeský kraj,Beroun,Zaječov,16,94,119,1,,0,32,5,0,2,228,9,,,27,,1,13,5,7,,0,,79,1,1,0,1,53,1,65,3,1181,763,768
2017,Středočeský kraj,Beroun,Záluží,6,22,39,3,,0,4,1,1,0,68,0,,,12,,0,3,2,3,,0,,15,0,0,0,1,16,0,31,0,392,227,228
2017,Středočeský kraj,Beroun,Zdice,48,268,183,2,,0,77,2,0,0,591,25,,,91,,0,29,19,4,,1,,190,0,3,7,3,212,0,180,10,3218,1945,1957
2017,Středočeský kraj,Beroun,Žebrák,29,129,125,3,,0,62,4,2,3,320,27,,,37,,1,19,16,2,,1,,123,3,1,0,2,77,1,102,7,1644,1096,1105
2017,Středočeský kraj,Beroun,Železná,3,21,20,0,,0,12,0,0,0,53,2,,,3,,0,0,0,0,,0,,21,0,0,1,0,5,0,5,0,207,146,146
2017,Středočeský kraj,Kladno,Běleč,6,23,11,0,,0,11,1,0,0,61,0,,,13,,0,1,2,1,,0,,22,0,0,0,1,19,0,8,1,262,181,181
2017,Středočeský kraj,Kladno,Běloky,3,12,12,0,,0,8,0,0,0,21,3,,,6,,0,1,0,0,,0,,16,0,0,0,0,10,0,9,0,135,101,102
2017,Středočeský kraj,Kladno,Beřovice,0,21,6,1,,0,5,0,0,0,50,2,,,13,,0,3,3,0,,0,,18,1,0,0,0,12,0,17,0,272,152,152
2017,Středočeský kraj,Kladno,Bílichov,1,7,14,0,,0,4,0,0,0,33,4,,,10,,0,0,0,1,,0,,8,0,0,0,0,9,0,8,0,155,99,99
2017,Středočeský kraj,Kladno,Blevice,4,11,40,1,,0,8,1,0,1,26,2,,,13,,0,3,3,1,,0,,22,0,0,0,0,19,0,14,2,243,171,172
2017,Středočeský kraj,Kladno,Brandýsek,10,99,83,2,,0,28,2,1,1,266,13,,,49,,0,14,7,3,,0,,128,3,1,0,1,70,0,98,4,1438,883,892
2017,Středočeský kraj,Kladno,Braškov,13,90,54,2,,0,51,2,0,0,164,7,,,40,,0,11,5,0,,0,,101,0,0,0,0,35,0,41,3,847,619,625
2017,Středočeský kraj,Kladno,Bratronice,8,75,54,1,,0,19,0,0,0,137,10,,,34,,1,2,9,1,,0,,51,0,3,0,1,23,0,55,3,749,487,489
2017,Středočeský kraj,Kladno,Buštěhrad,56,246,115,3,,0,125,3,3,0,427,35,,,118,,1,18,8,7,,0,,242,2,2,1,3,87,2,127,8,2508,1639,1643
2017,Středočeský kraj,Kladno,Cvrčovice,7,53,45,0,,0,19,0,0,1,88,5,,,20,,0,2,3,1,,0,,41,0,1,0,0,22,0,41,4,568,353,354
2017,Středočeský kraj,Kladno,Černuc,5,36,40,5,,0,10,0,0,2,128,4,,,21,,2,10,5,6,,0,,50,1,0,0,0,23,0,63,3,810,414,418
2017,Středočeský kraj,Kladno,Doksy,14,131,61,3,,0,44,0,0,2,222,24,,,53,,0,14,8,1,,0,,108,0,2,1,2,33,0,78,5,1263,806,809
2017,Středočeský kraj,Kladno,Dolany,2,16,6,1,,0,10,0,0,0,27,1,,,20,,0,1,2,2,,3,,14,0,0,0,0,9,0,12,3,188,129,131
2017,Středočeský kraj,Kladno,Drnek,4,13,15,0,,0,2,0,0,0,19,1,,,16,,0,0,1,0,,0,,7,1,0,0,0,4,0,17,0,141,100,100
2017,Středočeský kraj,Kladno,Družec,8,92,40,4,,0,39,0,1,1,156,10,,,42,,0,3,4,2,,0,,66,1,2,0,0,43,0,48,1,830,563,564
2017,Středočeský kraj,Kladno,Dřetovice,0,19,34,1,,0,9,0,0,0,59,4,,,7,,0,4,2,0,,0,,24,1,0,1,1,16,0,41,1,366,224,226
2017,Středočeský kraj,Kladno,Dřínov,4,11,17,0,,0,1,1,1,1,55,1,,,12,,0,0,0,0,,0,,8,0,0,0,0,7,0,21,0,255,140,140
2017,Středočeský kraj,Kladno,Hobšovice,5,14,11,1,,0,2,3,0,0,47,1,,,5,,0,2,0,0,,0,,20,0,0,1,0,7,0,21,1,282,141,141
2017,Středočeský kraj,Kladno,Horní Bezděkov,15,78,31,0,,0,23,0,0,0,95,2,,,22,,0,2,3,0,,0,,60,0,0,1,0,18,0,29,2,482,381,381
2017,Středočeský kraj,Kladno,Hořešovice,1,34,11,1,,0,9,0,0,0,54,1,,,8,,0,1,0,0,,0,,6,0,0,0,0,10,0,6,0,214,142,143
2017,Středočeský kraj,Kladno,Hořešovičky,1,4,11,0,,0,1,0,0,0,20,3,,,1,,0,0,0,0,,0,,3,0,0,0,0,6,0,10,0,99,60,60
2017,Středočeský kraj,Kladno,Hospozín,4,19,31,1,,0,4,1,0,1,60,5,,,19,,1,1,0,0,,0,,12,0,0,0,0,10,0,22,0,415,191,192
2017,Středočeský kraj,Kladno,Hostouň,15,85,40,2,,0,39,1,0,0,164,8,,,36,,1,9,5,2,,0,,68,1,1,2,1,28,0,55,5,915,568,573
2017,Středočeský kraj,Kladno,Hradečno,6,41,17,0,,0,20,1,0,0,84,2,,,15,,0,1,1,1,,0,,43,0,0,0,0,9,0,21,1,409,263,264
2017,Středočeský kraj,Kladno,Hrdlív,10,26,23,1,,0,9,0,0,0,95,8,,,8,,0,1,4,0,,0,,22,0,0,0,1,18,0,23,1,392,250,251
2017,Středočeský kraj,Kladno,Hřebeč,14,142,43,2,,0,57,2,1,1,313,21,,,65,,0,7,5,1,,1,,140,1,0,1,0,37,1,86,5,1528,946,961
2017,Středočeský kraj,Kladno,Chržín,0,8,13,0,,0,2,1,0,0,42,1,,,11,,1,3,0,0,,0,,14,0,1,0,0,12,0,14,1,204,124,124
2017,Středočeský kraj,Kladno,Jarpice,6,12,28,0,,0,5,0,0,0,44,0,,,9,,0,1,4,0,,0,,13,0,1,0,0,5,0,9,0,228,137,137
2017,Středočeský kraj,Kladno,Jedomělice,2,23,22,1,,0,8,3,0,0,48,6,,,28,,1,1,3,0,,0,,17,0,0,0,0,14,0,22,3,305,202,202
2017,Středočeský kraj,Kladno,Jemníky,7,22,15,0,,0,6,0,0,0,34,0,,,16,,0,1,0,0,,0,,17,0,0,1,0,5,0,17,1,204,142,142
2017,Středočeský kraj,Kladno,Kačice,3,70,64,1,,0,13,0,0,0,209,9,,,38,,0,7,4,4,,1,,77,2,0,0,0,37,0,68,5,990,612,612
2017,Středočeský kraj,Kladno,Kamenné Žehrovice,10,107,93,4,,1,43,0,0,2,307,11,,,39,,0,12,9,0,,1,,114,1,1,0,5,58,0,99,6,1426,923,928
2017,Středočeský kraj,Kladno,Kamenný Most,4,25,32,0,,0,6,0,0,0,54,2,,,13,,1,3,1,1,,2,,21,0,0,0,1,8,1,21,0,356,196,196
2017,Středočeský kraj,Kladno,Kladno,664,3297,2482,68,,19,1548,46,13,49,8851,594,,,1285,,17,433,203,80,,12,,3480,16,42,35,39,2001,9,3527,224,53652,29034,29194
2017,Středočeský kraj,Kladno,Klobuky,8,24,51,5,,1,10,3,0,0,129,13,,,14,,0,5,1,1,,0,,45,0,0,0,2,62,0,56,0,822,430,434
2017,Středočeský kraj,Kladno,Kmetiněves,2,16,12,0,,0,4,0,0,1,35,1,,,9,,0,2,3,1,,0,,19,0,0,0,1,4,0,26,0,228,136,137
2017,Středočeský kraj,Kladno,Knovíz,4,44,20,2,,0,11,0,0,0,73,3,,,18,,0,5,3,2,,0,,18,1,0,1,0,23,0,44,3,446,275,276
2017,Středočeský kraj,Kladno,Koleč,5,22,35,0,,1,6,1,0,0,80,3,,,10,,0,7,0,2,,0,,33,0,0,0,0,26,0,33,5,484,269,270
2017,Středočeský kraj,Kladno,Královice,6,19,18,0,,0,2,0,0,0,30,6,,,5,,0,1,0,0,,0,,9,0,0,0,0,5,0,22,1,173,124,124
2017,Středočeský kraj,Kladno,Kutrovice,0,4,8,0,,0,1,0,0,0,10,3,,,5,,0,0,0,0,,0,,10,0,0,0,0,6,0,5,0,89,52,52
2017,Středočeský kraj,Kladno,Kvílice,2,3,9,0,,0,0,0,0,0,14,0,,,0,,0,0,0,1,,0,,4,0,0,0,0,2,0,4,0,63,39,39
2017,Středočeský kraj,Kladno,Kyšice,6,49,33,0,,0,24,0,0,0,87,18,,,16,,1,2,1,1,,1,,54,0,0,0,1,13,0,27,4,496,338,338
2017,Středočeský kraj,Kladno,Lány,19,168,107,0,,1,59,1,0,1,285,18,,,70,,4,11,13,3,,1,,119,1,1,5,2,69,2,64,8,1626,1032,1046
2017,Středočeský kraj,Kladno,Ledce,7,14,42,0,,0,10,0,0,0,63,4,,,22,,0,2,3,0,,1,,25,0,0,0,0,11,0,37,3,380,244,245
2017,Středočeský kraj,Kladno,Lhota,9,55,46,2,,0,14,1,0,2,101,1,,,17,,1,4,1,1,,0,,48,1,0,1,2,23,0,30,2,495,362,363
2017,Středočeský kraj,Kladno,Libochovičky,1,7,3,0,,0,1,0,0,0,12,0,,,2,,0,0,0,0,,0,,7,0,0,0,0,0,0,7,0,49,40,40
2017,Středočeský kraj,Kladno,Libovice,9,22,13,0,,0,6,0,0,2,42,3,,,7,,4,3,2,2,,0,,28,0,0,0,1,15,0,21,0,266,180,180
